#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1060--MA0508.2.PRDM1	chr4	120053755	120053764	-	0.000	0.000	Merged-chr4-120053646-59
NR1126--MA0508.2.PRDM1	chr5	51552801	51552810	+	0.000	0.000	Merged-chr5-51552540-96
NR1487--MA0508.2.PRDM1	chr9	75515654	75515663	-	0.000	0.000	Merged-chr9-75515692-28
NR1073--MA0508.2.PRDM1	chr4	134923860	134923869	+	0.000	0.000	Merged-chr4-134923798-69
NR1519--MA0508.2.PRDM1	chr9	118396522	118396531	-	0.000	0.000	Merged-chr9-118396575-56
NR672--MA0508.2.PRDM1	chr17	30612276	30612285	+	0.000	0.000	Merged-chr17-30612463-57
NR1357--MA0508.2.PRDM1	chr7	98103403	98103412	+	0.000	0.000	Merged-chr7-98103355-56
NR800--MA0508.2.PRDM1	chr19	55260853	55260862	+	0.000	0.000	Merged-chr19-55260920-21
NR324--MA0508.2.PRDM1	chr12	82189651	82189660	+	0.000	0.000	Merged-chr12-82189683-54
NR162--MA0508.2.PRDM1	chr10	86794991	86795000	+	0.000	0.000	Merged-chr10-86794881-42
NR1118--MA0508.2.PRDM1	chr5	34822677	34822686	-	0.000	0.000	Merged-chr5-34822830-22
NR794--MA0508.2.PRDM1	chr19	46470944	46470953	+	0.000	0.000	Merged-chr19-46471055-66
NR1065--MA0508.2.PRDM1	chr4	128728608	128728617	-	0.000	0.000	Merged-chr4-128728655-13
NR826--MA0508.2.PRDM1	chr2	26640299	26640308	+	0.000	0.000	Merged-chr2-26640192-42
NR1174--MA0508.2.PRDM1	chr5	120831156	120831165	+	0.000	0.000	Merged-chr5-120831228-43
NR1283--MA0508.2.PRDM1	chr6	145285860	145285869	+	0.000	0.000	Merged-chr6-145285757-35
NR1349--MA0508.2.PRDM1	chr7	90039713	90039722	+	0.000	0.000	Merged-chr7-90039651-42
NR773--MA0508.2.PRDM1	chr19	18766644	18766653	-	0.000	0.000	Merged-chr19-18766611-24
NR154--MA0508.2.PRDM1	chr10	78396315	78396324	-	0.000	0.000	Merged-chr10-78396427-32
NR1315--MA0508.2.PRDM1	chr7	42980381	42980390	-	0.000	0.000	Merged-chr7-42980472-32
NR76--MA0508.2.PRDM1	chr1	169919420	169919429	+	0.000	0.000	Merged-chr1-169919458-18
NR1153--MA0508.2.PRDM1	chr5	103367331	103367340	-	0.000	0.000	Merged-chr5-103367276-46
NR120--MA0508.2.PRDM1	chr10	33987011	33987020	+	0.000	0.000	Merged-chr10-33986962-32
NR895--MA0508.2.PRDM1	chr2	128477409	128477418	+	0.000	0.000	Merged-chr2-128477483-12
NR133--MA0508.2.PRDM1	chr10	45001162	45001171	+	0.000	0.000	Merged-chr10-45001177-45
NR799--MA0508.2.PRDM1	chr19	54015204	54015213	+	0.000	0.000	Merged-chr19-54015154-21
NR656--MA0508.2.PRDM1	chr17	8206773	8206782	+	0.000	0.000	Merged-chr17-8206780-14
