#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1018--MA0482.1.Gata4	chr11	79141562	79141572	-	0.000	0.000	Merged-chr11-79141624-10
NR3430--MA0037.3.GATA3	chr2	157131308	157131315	-	0.000	0.000	Merged-chr2-157131278-25
NR764--MA1104.1.GATA6	chr10	111583204	111583216	+	0.000	0.000	Merged-chr10-111583294-13
NR2527--MA0037.3.GATA3	chr17	13654820	13654827	+	0.000	0.000	Merged-chr17-13654932-70
NR4852--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR3682--MA0037.3.GATA3	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR3012--MA0482.1.Gata4	chr19	37266073	37266083	+	0.000	0.000	Merged-chr19-37265985-31
NR3678--MA0482.1.Gata4	chr3	126693183	126693193	+	0.000	0.000	Merged-chr3-126693084-1
NR4985--MA0035.3.Gata1	chr7	24845946	24845956	+	0.000	0.000	Merged-chr7-24845913-10
NR3187--MA0036.3.GATA2	chr2	58137933	58137943	-	0.000	0.000	Merged-chr2-58137903-53
NR5215--MA0482.1.Gata4	chr7	119836236	119836246	+	0.000	0.000	Merged-chr7-119836348-71
NR2219--MA0140.2.GATA1::TAL1	chr15	100265749	100265766	-	0.000	0.000	Merged-chr15-100265875-19
NR5196--MA0482.1.Gata4	chr7	114301484	114301494	+	0.000	0.000	Merged-chr7-114301594-55
NR1159--MA0036.3.GATA2	chr12	3427691	3427701	+	0.000	0.000	Merged-chr12-3427631-4
NR5917--MA1104.1.GATA6	chrX	96020730	96020742	-	0.000	0.000	Merged-chrX-96020634-26
NR5503--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR2814--MA0035.3.Gata1	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR1759--MA0482.1.Gata4	chr13	114831408	114831418	+	0.000	0.000	Merged-chr13-114831525-46
NR4865--MA0482.1.Gata4	chr6	134189983	134189993	-	0.000	0.000	Merged-chr6-134189868-22
NR541--MA0035.3.Gata1	chr10	26229621	26229631	+	0.000	0.000	Merged-chr10-26229708-29
NR4180--MA0482.1.Gata4	chr5	19890232	19890242	+	0.000	0.000	Merged-chr5-19890226-2
NR516--MA0766.1.GATA5	chr10	17574973	17574980	+	0.000	0.000	Merged-chr10-17575084-24
NR5659--MA1104.1.GATA6	chr9	69156193	69156205	-	0.000	0.000	Merged-chr9-69156335-38
NR1091--MA1104.1.GATA6	chr11	108101662	108101674	-	0.000	0.000	Merged-chr11-108101692-19
NR1981--MA0037.3.GATA3	chr14	121711324	121711331	+	0.000	0.000	Merged-chr14-121711337-42
NR2556--MA0035.3.Gata1	chr17	24220942	24220952	-	0.000	0.000	Merged-chr17-24220810-50
NR5608--MA0482.1.Gata4	chr9	50924751	50924761	-	0.000	0.000	Merged-chr9-50924601-13
NR3294--MA1104.1.GATA6	chr2	121457051	121457063	-	0.000	0.000	Merged-chr2-121457132-54
NR839--MA0140.2.GATA1::TAL1	chr10	127655061	127655078	-	0.000	0.000	Merged-chr10-127655253-25
NR2532--MA0482.1.Gata4	chr17	13654908	13654918	-	0.000	0.000	Merged-chr17-13654932-70
NR5199--MA0035.3.Gata1	chr7	114301483	114301493	+	0.000	0.000	Merged-chr7-114301594-55
NR248--MA0036.3.GATA2	chr1	133033856	133033866	-	0.000	0.000	Merged-chr1-133033861-65
NR1885--MA0037.3.GATA3	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR5056--MA0035.3.Gata1	chr7	67451658	67451668	+	0.000	0.000	Merged-chr7-67451602-26
NR5032--MA0482.1.Gata4	chr7	47115738	47115748	+	0.000	0.000	Merged-chr7-47115663-5
NR4868--MA0035.3.Gata1	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR577--MA0482.1.Gata4	chr10	44069230	44069240	+	0.000	0.000	Merged-chr10-44069344-19
NR1917--MA1104.1.GATA6	chr14	66218978	66218990	-	0.000	0.000	Merged-chr14-66218968-32
NR4183--MA0035.3.Gata1	chr5	21227244	21227254	+	0.000	0.000	Merged-chr5-21227345-8
NR4385--MA0037.3.GATA3	chr5	107533777	107533784	-	0.000	0.000	Merged-chr5-107533890-8
NR1920--MA0035.3.Gata1	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR5638--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR5249--MA0766.1.GATA5	chr7	126798571	126798578	+	0.000	0.000	Merged-chr7-126798601-3
NR795--MA0482.1.Gata4	chr10	117918706	117918716	-	0.000	0.000	Merged-chr10-117918701-83
NR5297--MA0482.1.Gata4	chr7	140189368	140189378	-	0.000	0.000	Merged-chr7-140189326-3
NR2975--MA0140.2.GATA1::TAL1	chr19	14386879	14386896	+	0.000	0.000	Merged-chr19-14386985-23
NR5449--MA0035.3.Gata1	chr8	110846146	110846156	+	0.000	0.000	Merged-chr8-110845988-12
NR1066--MA0482.1.Gata4	chr11	98355987	98355997	-	0.000	0.000	Merged-chr11-98355961-5
NR4244--MA0140.2.GATA1::TAL1	chr5	43837757	43837774	+	0.000	0.000	Merged-chr5-43837616-20
NR1450--MA0037.3.GATA3	chr12	118930864	118930871	+	0.000	0.000	Merged-chr12-118930773-38
NR1056--MA0035.3.Gata1	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR4731--MA1104.1.GATA6	chr6	108672111	108672123	-	0.000	0.000	Merged-chr6-108672304-39
NR2819--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR4983--MA1104.1.GATA6	chr7	24407233	24407245	-	0.000	0.000	Merged-chr7-24407263-37
NR1830--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR4459--MA0140.2.GATA1::TAL1	chr5	139377565	139377582	+	0.000	0.000	Merged-chr5-139377554-24
NR1529--MA1104.1.GATA6	chr13	46691024	46691036	-	0.000	0.000	Merged-chr13-46691011-55
NR5438--MA0482.1.Gata4	chr8	106007236	106007246	-	0.000	0.000	Merged-chr8-106007407-44
NR2870--MA0140.2.GATA1::TAL1	chr18	66442250	66442267	-	0.000	0.000	Merged-chr18-66442128-39
NR2812--MA1104.1.GATA6	chr18	38350147	38350159	-	0.000	0.000	Merged-chr18-38350190-47
NR1463--MA0037.3.GATA3	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR2243--MA0035.3.Gata1	chr16	10775063	10775073	+	0.000	0.000	Merged-chr16-10774943-5
NR4759--MA0036.3.GATA2	chr6	122274707	122274717	-	0.000	0.000	Merged-chr6-122274694-14
NR5551--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR1019--MA1104.1.GATA6	chr11	79141562	79141574	+	0.000	0.000	Merged-chr11-79141624-10
NR1572--MA0037.3.GATA3	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR206--MA0036.3.GATA2	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR1185--MA0140.2.GATA1::TAL1	chr12	33145009	33145026	+	0.000	0.000	Merged-chr12-33144935-1
NR5184--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR468--MA0766.1.GATA5	chr1	191803663	191803670	-	0.000	0.000	Merged-chr1-191803516-12
NR3013--MA1104.1.GATA6	chr19	37266071	37266083	-	0.000	0.000	Merged-chr19-37265985-31
NR806--MA0482.1.Gata4	chr10	118530112	118530122	-	0.000	0.000	Merged-chr10-118529914-14
NR3679--MA1104.1.GATA6	chr3	126693181	126693193	-	0.000	0.000	Merged-chr3-126693084-1
NR791--MA0037.3.GATA3	chr10	117861197	117861204	-	0.000	0.000	Merged-chr10-117861044-50
NR3633--MA0140.2.GATA1::TAL1	chr3	103397635	103397652	-	0.000	0.000	Merged-chr3-103397699-44
NR1930--MA0766.1.GATA5	chr14	71120688	71120695	-	0.000	0.000	Merged-chr14-71120653-22
NR1142--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR5564--MA0037.3.GATA3	chr9	21172543	21172550	+	0.000	0.000	Merged-chr9-21172499-22
NR5197--MA1104.1.GATA6	chr7	114301482	114301494	-	0.000	0.000	Merged-chr7-114301594-55
NR3536--MA0037.3.GATA3	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR5146--MA0482.1.Gata4	chr7	98579867	98579877	-	0.000	0.000	Merged-chr7-98579973-5
NR2636--MA0035.3.Gata1	chr17	52150039	52150049	+	0.000	0.000	Merged-chr17-52149947-112
NR1743--MA0140.2.GATA1::TAL1	chr13	112073725	112073742	-	0.000	0.000	Merged-chr13-112074010-21
NR4682--MA0766.1.GATA5	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR5279--MA0035.3.Gata1	chr7	132824497	132824507	-	0.000	0.000	Merged-chr7-132824609-20
NR5188--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR502--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
NR538--MA0035.3.Gata1	chr10	24458831	24458841	+	0.000	0.000	Merged-chr10-24458966-47
NR675--MA0140.2.GATA1::TAL1	chr10	81194175	81194192	-	0.000	0.000	Merged-chr10-81194350-49
