#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3863--MA0511.2.RUNX2	chr17	78087074	78087082	+	0.000	0.000	Merged-chr17-78087139-42
NR5609--MA0511.2.RUNX2	chr4	70410407	70410415	+	0.000	0.000	Merged-chr4-70410445-57
NR1213--MA0002.2.RUNX1	chr11	46344380	46344390	-	0.000	0.000	Merged-chr11-46344217-70
NR5967--MA0002.2.RUNX1	chr5	8807309	8807319	-	0.000	0.000	Merged-chr5-8807445-55
NR5701--MA0684.1.RUNX3	chr4	111495919	111495928	+	0.000	0.000	Merged-chr4-111496121-20
NR5225--MA0684.1.RUNX3	chr3	97055097	97055106	-	0.000	0.000	Merged-chr3-97055000-19
NR5348--MA0002.2.RUNX1	chr3	135307683	135307693	-	0.000	0.000	Merged-chr3-135307763-66
NR7584--MA0511.2.RUNX2	chr8	46420693	46420701	-	0.000	0.000	Merged-chr8-46420639-16
NR3397--MA0002.2.RUNX1	chr16	50555252	50555262	+	0.000	0.000	Merged-chr16-50555141-20
NR3002--MA0002.2.RUNX1	chr15	65727289	65727299	+	0.000	0.000	Merged-chr15-65727192-50
NR703--MA0002.2.RUNX1	chr10	23787399	23787409	-	0.000	0.000	Merged-chr10-23787173-89
NR83--MA0002.2.RUNX1	chr1	52076714	52076724	-	0.000	0.000	Merged-chr1-52076565-28
NR3402--MA0684.1.RUNX3	chr16	51807559	51807568	+	0.000	0.000	Merged-chr16-51807556-50
NR5490--MA0511.2.RUNX2	chr4	34687425	34687433	+	0.000	0.000	Merged-chr4-34687322-58
NR7507--MA0511.2.RUNX2	chr8	13213709	13213717	+	0.000	0.000	Merged-chr8-13213750-72
NR5285--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR4680--MA0002.2.RUNX1	chr2	78860237	78860247	-	0.000	0.000	Merged-chr2-78860154-39
NR1103--MA0684.1.RUNX3	chr10	128746336	128746345	+	0.000	0.000	Merged-chr10-128746488-53
NR3191--MA0511.2.RUNX2	chr15	102257445	102257453	+	0.000	0.000	Merged-chr15-102257531-48
NR4603--MA0002.2.RUNX1	chr2	58481639	58481649	-	0.000	0.000	Merged-chr2-58481590-14
NR7808--MA0684.1.RUNX3	chr8	119380835	119380844	+	0.000	0.000	Merged-chr8-119380766-18
NR1478--MA0002.2.RUNX1	chr11	94386603	94386613	-	0.000	0.000	Merged-chr11-94386453-49
NR4170--MA0002.2.RUNX1	chr18	84874255	84874265	+	0.000	0.000	Merged-chr18-84874398-59
NR3366--MA0511.2.RUNX2	chr16	44735846	44735854	+	0.000	0.000	Merged-chr16-44735956-40
NR4712--MA0002.2.RUNX1	chr2	85725975	85725985	-	0.000	0.000	Merged-chr2-85725914-24
NR3908--MA0511.2.RUNX2	chr17	86038397	86038405	+	0.000	0.000	Merged-chr17-86038391-20
NR4841--MA0684.1.RUNX3	chr2	135737686	135737695	-	0.000	0.000	Merged-chr2-135737673-31
NR7898--MA0684.1.RUNX3	chr9	11513921	11513930	-	0.000	0.000	Merged-chr9-11513974-36
NR7355--MA0002.2.RUNX1	chr7	120918684	120918694	+	0.000	0.000	Merged-chr7-120918613-12
NR7311--MA0511.2.RUNX2	chr7	112180310	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR6501--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR4821--MA0002.2.RUNX1	chr2	129198693	129198703	+	0.000	0.000	Merged-chr2-129198566-84
NR2870--MA0002.2.RUNX1	chr15	28081354	28081364	-	0.000	0.000	Merged-chr15-28081319-36
NR62--MA0002.2.RUNX1	chr1	39896692	39896702	+	0.000	0.000	Merged-chr1-39896761-43
NR5727--MA0684.1.RUNX3	chr4	120984725	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR934--MA0002.2.RUNX1	chr10	86786197	86786207	+	0.000	0.000	Merged-chr10-86786135-22
NR3028--MA0002.2.RUNX1	chr15	73833430	73833440	+	0.000	0.000	Merged-chr15-73833465-20
NR6610--MA0002.2.RUNX1	chr6	56568985	56568995	+	0.000	0.000	Merged-chr6-56568855-65
NR7516--MA0684.1.RUNX3	chr8	13955210	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR5022--MA0002.2.RUNX1	chr2	180725306	180725316	+	0.000	0.000	Merged-chr2-180725398-50
NR2883--MA0002.2.RUNX1	chr15	33083258	33083268	+	0.000	0.000	Merged-chr15-33083437-82
NR7781--MA0511.2.RUNX2	chr8	115045818	115045826	+	0.000	0.000	Merged-chr8-115045943-98
NR8380--MA0002.2.RUNX1	chrX	36689844	36689854	-	0.000	0.000	Merged-chrX-36689951-23
NR1043--MA0002.2.RUNX1	chr10	116849143	116849153	+	0.000	0.000	Merged-chr10-116848967-32
NR5945--MA0684.1.RUNX3	chr4	154936711	154936720	+	0.000	0.000	Merged-chr4-154936813-27
NR75--MA0002.2.RUNX1	chr1	45825324	45825334	-	0.000	0.000	Merged-chr1-45825325-25
NR3517--MA0002.2.RUNX1	chr16	93153284	93153294	-	0.000	0.000	Merged-chr16-93153200-34
NR3597--MA0511.2.RUNX2	chr17	8195732	8195740	-	0.000	0.000	Merged-chr17-8195901-46
NR5326--MA0684.1.RUNX3	chr3	128122335	128122344	-	0.000	0.000	Merged-chr3-128122378-34
NR3646--MA0684.1.RUNX3	chr17	19445082	19445091	+	0.000	0.000	Merged-chr17-19445027-33
NR5449--MA0002.2.RUNX1	chr4	5798364	5798374	+	0.000	0.000	Merged-chr4-5798325-52
NR2028--MA0511.2.RUNX2	chr12	116467216	116467224	-	0.000	0.000	Merged-chr12-116467208-51
NR7192--MA0684.1.RUNX3	chr7	73588833	73588842	+	0.000	0.000	Merged-chr7-73589087-116
NR7529--MA0684.1.RUNX3	chr8	19161780	19161789	+	0.000	0.000	Merged-chr8-19161757-88
NR785--MA0002.2.RUNX1	chr10	59431154	59431164	-	0.000	0.000	Merged-chr10-59431050-41
NR6461--MA0002.2.RUNX1	chr5	150259936	150259946	+	0.000	0.000	Merged-chr5-150259783-65
NR5657--MA0511.2.RUNX2	chr4	98040364	98040372	+	0.000	0.000	Merged-chr4-98040330-51
NR771--MA0684.1.RUNX3	chr10	54255394	54255403	-	0.000	0.000	Merged-chr10-54255218-57
NR5415--MA0002.2.RUNX1	chr3	148496806	148496816	-	0.000	0.000	Merged-chr3-148496954-8
NR1579--MA0002.2.RUNX1	chr11	109445750	109445760	+	0.000	0.000	Merged-chr11-109445792-26
NR5667--MA0002.2.RUNX1	chr4	101217157	101217167	-	0.000	0.000	Merged-chr4-101217167-64
NR4641--MA0511.2.RUNX2	chr2	69861111	69861119	+	0.000	0.000	Merged-chr2-69861077-1
NR423--MA0684.1.RUNX3	chr1	161976647	161976656	-	0.000	0.000	Merged-chr1-161976505-45
NR7599--MA0002.2.RUNX1	chr8	57638073	57638083	+	0.000	0.000	Merged-chr8-57637972-56
NR132--MA0002.2.RUNX1	chr1	64986260	64986270	+	0.000	0.000	Merged-chr1-64986300-23
NR7333--MA0684.1.RUNX3	chr7	115501850	115501859	-	0.000	0.000	Merged-chr7-115501823-28
NR1422--MA0684.1.RUNX3	chr11	83828988	83828997	+	0.000	0.000	Merged-chr11-83828814-21
NR6331--MA0002.2.RUNX1	chr5	120622434	120622444	+	0.000	0.000	Merged-chr5-120622470-38
NR3354--MA0684.1.RUNX3	chr16	43661736	43661745	-	0.000	0.000	Merged-chr16-43661789-37
NR512--MA0002.2.RUNX1	chr1	181866671	181866681	+	0.000	0.000	Merged-chr1-181866572-42
NR3748--MA0002.2.RUNX1	chr17	47508151	47508161	-	0.000	0.000	Merged-chr17-47508113-61
NR5491--MA0684.1.RUNX3	chr4	34687425	34687434	+	0.000	0.000	Merged-chr4-34687322-58
NR7237--MA0684.1.RUNX3	chr7	80828607	80828616	+	0.000	0.000	Merged-chr7-80828687-47
NR912--MA0684.1.RUNX3	chr10	80848619	80848628	-	0.000	0.000	Merged-chr10-80848752-35
NR493--MA0002.2.RUNX1	chr1	179240818	179240828	-	0.000	0.000	Merged-chr1-179240877-38
NR5907--MA0511.2.RUNX2	chr4	148167240	148167248	-	0.000	0.000	Merged-chr4-148167175-10
NR8027--MA0511.2.RUNX2	chr9	59959390	59959398	-	0.000	0.000	Merged-chr9-59959525-42
NR3192--MA0684.1.RUNX3	chr15	102257445	102257454	+	0.000	0.000	Merged-chr15-102257531-48
NR7568--MA0511.2.RUNX2	chr8	35430958	35430966	-	0.000	0.000	Merged-chr8-35430856-53
NR2190--MA0002.2.RUNX1	chr13	45885150	45885160	-	0.000	0.000	Merged-chr13-45885080-29
NR2861--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR6201--MA0002.2.RUNX1	chr5	96825134	96825144	-	0.000	0.000	Merged-chr5-96825060-50
NR5126--MA0511.2.RUNX2	chr3	68240113	68240121	+	0.000	0.000	Merged-chr3-68240034-18
NR4250--MA0002.2.RUNX1	chr19	29261912	29261922	-	0.000	0.000	Merged-chr19-29261826-30
NR3717--MA0511.2.RUNX2	chr17	36824076	36824084	+	0.000	0.000	Merged-chr17-36824195-38
NR2907--MA0002.2.RUNX1	chr15	38129487	38129497	-	0.000	0.000	Merged-chr15-38129582-31
NR6724--MA0002.2.RUNX1	chr6	99388827	99388837	-	0.000	0.000	Merged-chr6-99389059-78
NR3303--MA0511.2.RUNX2	chr16	31275139	31275147	+	0.000	0.000	Merged-chr16-31275130-59
NR5156--MA0684.1.RUNX3	chr3	79227567	79227576	+	0.000	0.000	Merged-chr3-79227479-60
NR7359--MA0684.1.RUNX3	chr7	121059761	121059770	+	0.000	0.000	Merged-chr7-121059708-48
NR2474--MA0002.2.RUNX1	chr13	117242260	117242270	-	0.000	0.000	Merged-chr13-117242416-107
NR1448--MA0684.1.RUNX3	chr11	86624548	86624557	+	0.000	0.000	Merged-chr11-86624418-56
NR7150--MA0684.1.RUNX3	chr7	58798372	58798381	+	0.000	0.000	Merged-chr7-58798464-29
NR3412--MA0511.2.RUNX2	chr16	55770520	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR4677--MA0002.2.RUNX1	chr2	76567393	76567403	+	0.000	0.000	Merged-chr2-76567320-34
NR2331--MA0002.2.RUNX1	chr13	89889237	89889247	-	0.000	0.000	Merged-chr13-89889254-28
NR5807--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR1527--MA0511.2.RUNX2	chr11	102728698	102728706	-	0.000	0.000	Merged-chr11-102728773-11
NR620--MA0684.1.RUNX3	chr10	9856012	9856021	+	0.000	0.000	Merged-chr10-9856019-18
NR1034--MA0684.1.RUNX3	chr10	112922610	112922619	-	0.000	0.000	Merged-chr10-112922544-15
NR1157--MA0002.2.RUNX1	chr11	20914214	20914224	-	0.000	0.000	Merged-chr11-20914101-26
NR2854--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR1779--MA0511.2.RUNX2	chr12	70713839	70713847	-	0.000	0.000	Merged-chr12-70713725-41
NR124--MA0002.2.RUNX1	chr1	64086118	64086128	+	0.000	0.000	Merged-chr1-64086002-50
NR5867--MA0511.2.RUNX2	chr4	141184100	141184108	-	0.000	0.000	Merged-chr4-141184066-30
NR5374--MA0684.1.RUNX3	chr3	138877038	138877047	+	0.000	0.000	Merged-chr3-138877299-79
NR7448--MA0002.2.RUNX1	chr7	140845032	140845042	-	0.000	0.000	Merged-chr7-140845076-30
NR7719--MA0002.2.RUNX1	chr8	94827986	94827996	+	0.000	0.000	Merged-chr8-94828163-36
NR4994--MA0511.2.RUNX2	chr2	169089154	169089162	+	0.000	0.000	Merged-chr2-169089199-37
NR776--MA0684.1.RUNX3	chr10	56486719	56486728	+	0.000	0.000	Merged-chr10-56486689-18
NR7927--MA0511.2.RUNX2	chr9	32592160	32592168	-	0.000	0.000	Merged-chr9-32592064-58
NR7242--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR1047--MA0684.1.RUNX3	chr10	117494059	117494068	+	0.000	0.000	Merged-chr10-117494286-56
NR756--MA0002.2.RUNX1	chr10	45710999	45711009	+	0.000	0.000	Merged-chr10-45710990-44
NR4481--MA0002.2.RUNX1	chr2	18672855	18672865	+	0.000	0.000	Merged-chr2-18673007-1
NR59--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR6270--MA0002.2.RUNX1	chr5	110493954	110493964	-	0.000	0.000	Merged-chr5-110494008-19
NR4861--MA0002.2.RUNX1	chr2	145903641	145903651	+	0.000	0.000	Merged-chr2-145903731-4
NR1679--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
