#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR8672--MA1107.1.KLF9	chr11	107449305	107449317	+	0.000	0.000	Merged-chr11-107449414-20
NR28758--MA0741.1.KLF16	chr3	68784287	68784297	-	0.000	0.000	Merged-chr3-68784168-43
NR49248--MA0493.1.Klf1	chrX	48314744	48314754	+	0.000	0.000	Merged-chrX-48314836-34
NR26141--MA0741.1.KLF16	chr2	94290627	94290637	-	0.000	0.000	Merged-chr2-94290703-17
NR16903--MA1107.1.KLF9	chr15	100495161	100495173	-	0.000	0.000	Merged-chr15-100495239-52
NR4400--MA0741.1.KLF16	chr10	80226431	80226441	-	0.000	0.000	Merged-chr10-80226667-64
NR43748--MA0599.1.KLF5	chr8	3631084	3631093	-	0.000	0.000	Merged-chr8-3631064-68
NR24772--MA0493.1.Klf1	chr2	27676915	27676925	+	0.000	0.000	Merged-chr2-27677278-63
NR38116--MA0742.1.Klf12	chr6	38345974	38345988	+	0.000	0.000	Merged-chr6-38346040-40
NR7186--MA0741.1.KLF16	chr11	70647238	70647248	-	0.000	0.000	Merged-chr11-70647218-85
NR49168--MA0599.1.KLF5	chrX	36598145	36598154	+	0.000	0.000	Merged-chrX-36598230-66
NR26813--MA0493.1.Klf1	chr2	131204728	131204738	-	0.000	0.000	Merged-chr2-131204704-19
NR4631--MA0493.1.Klf1	chr10	81401814	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR21887--MA0742.1.Klf12	chr18	60059215	60059229	+	0.000	0.000	Merged-chr18-60059257-14
NR38007--MA0493.1.Klf1	chr6	29528742	29528752	+	0.000	0.000	Merged-chr6-29528931-31
NR590--MA0741.1.KLF16	chr1	55435970	55435980	+	0.000	0.000	Merged-chr1-55435941-9
NR33923--MA0493.1.Klf1	chr4	148704912	148704922	+	0.000	0.000	Merged-chr4-148704871-18
NR49835--MA0599.1.KLF5	chrX	150588224	150588233	-	0.000	0.000	Merged-chrX-150588315-63
NR42470--MA0599.1.KLF5	chr7	100845692	100845701	+	0.000	0.000	Merged-chr7-100845687-28
NR19157--MA0493.1.Klf1	chr17	24896473	24896483	+	0.000	0.000	Merged-chr17-24896442-47
NR41801--MA0599.1.KLF5	chr7	63974259	63974268	+	0.000	0.000	Merged-chr7-63974448-57
NR15680--MA0741.1.KLF16	chr15	66718661	66718671	-	0.000	0.000	Merged-chr15-66718609-34
NR41150--MA0741.1.KLF16	chr7	28809179	28809189	+	0.000	0.000	Merged-chr7-28809284-68
NR6061--MA0741.1.KLF16	chr11	14142561	14142571	-	0.000	0.000	Merged-chr11-14142731-31
NR6603--MA0741.1.KLF16	chr11	53852029	53852039	-	0.000	0.000	Merged-chr11-53851984-46
NR23255--MA0740.1.KLF14	chr19	21737793	21737806	+	0.000	0.000	Merged-chr19-21737663-55
NR36124--MA0740.1.KLF14	chr5	111330631	111330644	-	0.000	0.000	Merged-chr5-111330756-70
NR45028--MA0599.1.KLF5	chr8	83699219	83699228	-	0.000	0.000	Merged-chr8-83698923-131
NR16186--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR44717--MA0740.1.KLF14	chr8	70699011	70699024	+	0.000	0.000	Merged-chr8-70699111-121
