#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR994--MA0766.1.GATA5	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR3088--MA0766.1.GATA5	chr18	76222284	76222291	-	0.000	0.000	Merged-chr18-76222464-24
NR123--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR3518--MA0140.2.GATA1::TAL1	chr2	102886846	102886863	+	0.000	0.000	Merged-chr2-102886878-67
NR3036--MA0035.3.Gata1	chr18	65795609	65795619	+	0.000	0.000	Merged-chr18-65795530-14
NR1449--MA1104.1.GATA6	chr12	82187422	82187434	-	0.000	0.000	Merged-chr12-82187311-20
NR3949--MA0482.1.Gata4	chr3	81531229	81531239	+	0.000	0.000	Merged-chr3-81531232-1
NR1035--MA1104.1.GATA6	chr11	32489303	32489315	+	0.000	0.000	Merged-chr11-32489418-40
NR1306--MA1104.1.GATA6	chr11	115481802	115481814	-	0.000	0.000	Merged-chr11-115481768-12
NR3458--MA0036.3.GATA2	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR3264--MA0482.1.Gata4	chr19	57430289	57430299	-	0.000	0.000	Merged-chr19-57430178-33
NR1925--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR1236--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR997--MA0036.3.GATA2	chr11	22936749	22936759	-	0.000	0.000	Merged-chr11-22936648-30
NR5324--MA0482.1.Gata4	chr6	146072075	146072085	+	0.000	0.000	Merged-chr6-146072064-12
NR5119--MA0482.1.Gata4	chr6	91576116	91576126	+	0.000	0.000	Merged-chr6-91576137-19
NR196--MA0140.2.GATA1::TAL1	chr1	86532670	86532687	+	0.000	0.000	Merged-chr1-86532525-44
