#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR7872--MA0684.1.RUNX3	chrX	41909909	41909918	+	0.000	0.000	Merged-chrX-41909948-8
NR2930--MA0684.1.RUNX3	chr16	24171356	24171365	-	0.000	0.000	Merged-chr16-24171355-10
NR4733--MA0002.2.RUNX1	chr3	83987848	83987858	-	0.000	0.000	Merged-chr3-83987942-35
NR5444--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR5715--MA0002.2.RUNX1	chr5	73340417	73340427	+	0.000	0.000	Merged-chr5-73340408-13
NR6870--MA0002.2.RUNX1	chr7	117376066	117376076	-	0.000	0.000	Merged-chr7-117376059-38
NR4147--MA0684.1.RUNX3	chr2	59716627	59716636	-	0.000	0.000	Merged-chr2-59716624-17
NR5639--MA0684.1.RUNX3	chr5	36538884	36538893	-	0.000	0.000	Merged-chr5-36538864-43
NR5696--MA0002.2.RUNX1	chr5	64961154	64961164	-	0.000	0.000	Merged-chr5-64961143-27
NR1071--MA0684.1.RUNX3	chr10	120201986	120201995	+	0.000	0.000	Merged-chr10-120201986-109
NR780--MA0002.2.RUNX1	chr10	39625755	39625765	-	0.000	0.000	Merged-chr10-39625592-31
NR1613--MA0684.1.RUNX3	chr12	81933737	81933746	-	0.000	0.000	Merged-chr12-81933629-26
NR3145--MA0002.2.RUNX1	chr16	92904141	92904151	-	0.000	0.000	Merged-chr16-92904166-16
NR1137--MA0684.1.RUNX3	chr11	4594761	4594770	+	0.000	0.000	Merged-chr11-4594631-84
NR3416--MA0002.2.RUNX1	chr17	78087125	78087135	-	0.000	0.000	Merged-chr17-78087139-42
NR846--MA0002.2.RUNX1	chr10	60381312	60381322	+	0.000	0.000	Merged-chr10-60381393-83
NR3972--MA0511.2.RUNX2	chr19	57113350	57113358	+	0.000	0.000	Merged-chr19-57113185-31
NR5718--MA0511.2.RUNX2	chr5	74132754	74132762	-	0.000	0.000	Merged-chr5-74132835-25
NR5553--MA0002.2.RUNX1	chr5	8807309	8807319	-	0.000	0.000	Merged-chr5-8807445-55
NR3816--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR3939--MA0002.2.RUNX1	chr19	55357797	55357807	+	0.000	0.000	Merged-chr19-55357717-16
NR7904--MA0684.1.RUNX3	chrX	73914917	73914926	-	0.000	0.000	Merged-chrX-73915089-47
NR5953--MA0684.1.RUNX3	chr5	132284859	132284868	+	0.000	0.000	Merged-chr5-132284790-1
NR2814--MA0002.2.RUNX1	chr15	94276565	94276575	+	0.000	0.000	Merged-chr15-94276800-21
NR832--MA0684.1.RUNX3	chr10	59608426	59608435	+	0.000	0.000	Merged-chr10-59608424-25
NR1722--MA0684.1.RUNX3	chr12	105013232	105013241	+	0.000	0.000	Merged-chr12-105013301-48
