#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR123--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR5358--MA0482.1.Gata4	chr7	114301484	114301494	+	0.000	0.000	Merged-chr7-114301594-55
NR5537--MA1104.1.GATA6	chr8	69168491	69168503	+	0.000	0.000	Merged-chr8-69168549-18
NR5239--MA0035.3.Gata1	chr7	68225792	68225802	+	0.000	0.000	Merged-chr7-68225775-20
NR2747--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR1654--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR4045--MA0037.3.GATA3	chr3	153835878	153835885	+	0.000	0.000	Merged-chr3-153835875-30
NR5738--MA0482.1.Gata4	chr9	13466581	13466591	-	0.000	0.000	Merged-chr9-13466686-68
NR3296--MA0036.3.GATA2	chr2	70091790	70091800	-	0.000	0.000	Merged-chr2-70091832-100
NR3443--MA0037.3.GATA3	chr2	118096168	118096175	-	0.000	0.000	Merged-chr2-118096123-1
NR3373--MA0482.1.Gata4	chr2	103424794	103424804	+	0.000	0.000	Merged-chr2-103424790-20
NR4004--MA0140.2.GATA1::TAL1	chr3	144232226	144232243	-	0.000	0.000	Merged-chr3-144232172-58
NR1369--MA0035.3.Gata1	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR2508--MA0036.3.GATA2	chr16	76283990	76284000	+	0.000	0.000	Merged-chr16-76283887-58
NR4916--MA0036.3.GATA2	chr6	97523240	97523250	+	0.000	0.000	Merged-chr6-97523334-26
NR1319--MA1104.1.GATA6	chr12	69446042	69446054	+	0.000	0.000	Merged-chr12-69446107-1
NR2561--MA0766.1.GATA5	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR2627--MA0766.1.GATA5	chr17	13654820	13654827	+	0.000	0.000	Merged-chr17-13654932-70
NR5008--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR3586--MA0140.2.GATA1::TAL1	chr2	152789703	152789720	-	0.000	0.000	Merged-chr2-152789536-78
NR3067--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR625--MA0766.1.GATA5	chr10	34172906	34172913	+	0.000	0.000	Merged-chr10-34172961-40
NR5066--MA0482.1.Gata4	chr6	135418446	135418456	+	0.000	0.000	Merged-chr6-135418528-77
NR2556--MA0035.3.Gata1	chr16	92761910	92761920	-	0.000	0.000	Merged-chr16-92761917-18
NR302--MA0035.3.Gata1	chr1	126765375	126765385	-	0.000	0.000	Merged-chr1-126765328-4
NR1358--MA0482.1.Gata4	chr12	83929661	83929671	-	0.000	0.000	Merged-chr12-83929616-29
NR5098--MA0036.3.GATA2	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR504--MA1104.1.GATA6	chr1	179578810	179578822	-	0.000	0.000	Merged-chr1-179578897-31
NR2820--MA1104.1.GATA6	chr18	11913376	11913388	+	0.000	0.000	Merged-chr18-11913705-37
NR1471--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR5579--MA0035.3.Gata1	chr8	91073945	91073955	-	0.000	0.000	Merged-chr8-91073966-44
NR2160--MA0766.1.GATA5	chr15	11533053	11533060	+	0.000	0.000	Merged-chr15-11533088-60
NR12--MA1104.1.GATA6	chr1	16104471	16104483	+	0.000	0.000	Merged-chr1-16104291-1,Merged-chr1-16104606-10
NR4363--MA0766.1.GATA5	chr4	133879300	133879307	-	0.000	0.000	Merged-chr4-133879423-50
NR1324--MA0482.1.Gata4	chr12	70999793	70999803	-	0.000	0.000	Merged-chr12-70999631-61
NR315--MA0035.3.Gata1	chr1	131204670	131204680	-	0.000	0.000	Merged-chr1-131204658-49
NR2816--MA0482.1.Gata4	chr18	7703683	7703693	+	0.000	0.000	Merged-chr18-7703691-3
NR2628--MA0037.3.GATA3	chr17	13655026	13655033	+	0.000	0.000	Merged-chr17-13654932-70
NR3094--MA0482.1.Gata4	chr19	57116938	57116948	-	0.000	0.000	Merged-chr19-57117009-44
NR3365--MA0482.1.Gata4	chr2	102039327	102039337	-	0.000	0.000	Merged-chr2-102039537-38
NR1070--MA0037.3.GATA3	chr11	70653432	70653439	+	0.000	0.000	Merged-chr11-70653653-5
NR2787--MA0035.3.Gata1	chr17	85981995	85982005	+	0.000	0.000	Merged-chr17-85982062-9
NR4669--MA0037.3.GATA3	chr5	122232124	122232131	+	0.000	0.000	Merged-chr5-122232202-28
NR2763--MA0482.1.Gata4	chr17	74753362	74753372	+	0.000	0.000	Merged-chr17-74753393-19
NR432--MA0036.3.GATA2	chr1	165730170	165730180	-	0.000	0.000	Merged-chr1-165730262-25
NR627--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR1698--MA0482.1.Gata4	chr13	85479646	85479656	-	0.000	0.000	Merged-chr13-85479573-23
NR5287--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR3158--MA0036.3.GATA2	chr2	25111312	25111322	+	0.000	0.000	Merged-chr2-25111409-51
NR2955--MA1104.1.GATA6	chr18	80861904	80861916	+	0.000	0.000	Merged-chr18-80862030-12
NR4608--MA0035.3.Gata1	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR3487--MA0482.1.Gata4	chr2	127923473	127923483	+	0.000	0.000	Merged-chr2-127923410-36
NR3097--MA0035.3.Gata1	chr19	57116939	57116949	-	0.000	0.000	Merged-chr19-57117009-44
NR403--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR5965--MA0037.3.GATA3	chr9	88332500	88332507	+	0.000	0.000	Merged-chr9-88332643-26
NR4717--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR1239--MA0036.3.GATA2	chr11	119352715	119352725	-	0.000	0.000	Merged-chr11-119352857-1
NR5157--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR307--MA0035.3.Gata1	chr1	127796554	127796564	+	0.000	0.000	Merged-chr1-127796546-56
NR4422--MA0482.1.Gata4	chr4	150938226	150938236	+	0.000	0.000	Merged-chr4-150938152-39
NR2317--MA0036.3.GATA2	chr15	100984052	100984062	-	0.000	0.000	Merged-chr15-100983947-40
NR330--MA0140.2.GATA1::TAL1	chr1	144006745	144006762	-	0.000	0.000	Merged-chr1-144006692-45
NR5359--MA1104.1.GATA6	chr7	114301482	114301494	-	0.000	0.000	Merged-chr7-114301594-55
NR145--MA0035.3.Gata1	chr1	79752488	79752498	-	0.000	0.000	Merged-chr1-79752241-78
