#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1053--MA0731.1.BCL6B	chr4	63668514	63668530	+	0.000	0.000	Merged-chr4-63668506-36
NR152--MA0463.1.Bcl6	chr10	51454452	51454465	+	0.000	0.000	Merged-chr10-51454322-111
NR208--MA0731.1.BCL6B	chr10	118007454	118007470	-	0.000	0.000	Merged-chr10-118007304-63
NR1277--MA0463.1.Bcl6	chr6	120483384	120483397	+	0.000	0.000	Merged-chr6-120483394-54
NR806--MA0463.1.Bcl6	chr2	25241268	25241281	-	0.000	0.000	Merged-chr2-25241119-44
NR1555--MA0731.1.BCL6B	chr9	52259708	52259724	+	0.000	0.000	Merged-chr9-52259787-26
NR166--MA0463.1.Bcl6	chr10	75354136	75354149	-	0.000	0.000	Merged-chr10-75354225-31
NR1609--MA0463.1.Bcl6	chr9	120140752	120140765	-	0.000	0.000	Merged-chr9-120140845-26
NR511--MA0463.1.Bcl6	chr14	74947736	74947749	+	0.000	0.000	Merged-chr14-74947864-55
NR1627--MA0463.1.Bcl6	chrX	59999515	59999528	-	0.000	0.000	Merged-chrX-59999627-14
NR1560--MA0463.1.Bcl6	chr9	61965818	61965831	+	0.000	0.000	Merged-chr9-61965647-41
NR1202--MA0463.1.Bcl6	chr5	135134247	135134260	+	0.000	0.000	Merged-chr5-135134293-53
NR1529--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR570--MA0731.1.BCL6B	chr15	97355992	97356008	-	0.000	0.000	Merged-chr15-97356067-61
NR1635--MA0731.1.BCL6B	chrX	113074894	113074910	-	0.000	0.000	Merged-chrX-113075086-29
NR758--MA0463.1.Bcl6	chr19	5118003	5118016	+	0.000	0.000	Merged-chr19-5118074-68
NR854--MA0731.1.BCL6B	chr2	102981699	102981715	+	0.000	0.000	Merged-chr2-102981586-74
NR664--MA0463.1.Bcl6	chr17	44121486	44121499	+	0.000	0.000	Merged-chr17-44121634-62
NR1330--MA0731.1.BCL6B	chr7	24134130	24134146	+	0.000	0.000	Merged-chr7-24134230-46
NR1125--MA0731.1.BCL6B	chr5	3508574	3508590	+	0.000	0.000	Merged-chr5-3508647-19
