#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR8146--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR8522--MA0089.1.MAFG::NFE2L1	chr7	117428880	117428885	-	0.000	0.000	Merged-chr7-117429043-56
NR9075--MA0089.1.MAFG::NFE2L1	chr8	122464126	122464131	+	0.000	0.000	Merged-chr8-122464115-42
NR8410--MA0495.2.MAFF	chr7	99151386	99151406	+	0.000	0.000	Merged-chr7-99151549-44
NR7441--MA0591.1.Bach1::Mafk	chr5	144308347	144308361	+	0.000	0.000	Merged-chr5-144308281-9
NR7204--MA0591.1.Bach1::Mafk	chr5	99974160	99974174	-	0.000	0.000	Merged-chr5-99974081-2
NR4593--MA0089.1.MAFG::NFE2L1	chr18	63652877	63652882	+	0.000	0.000	Merged-chr18-63652713-5
NR1--MA0089.1.MAFG::NFE2L1	chr1	4748204	4748209	+	0.000	0.000	Merged-chr1-4748298-21
NR2009--MA0501.1.MAF::NFE2	chr12	52644368	52644382	+	0.000	0.000	Merged-chr12-52644289-23
NR269--MA0591.1.Bach1::Mafk	chr1	91092505	91092519	+	0.000	0.000	Merged-chr1-91092668-6
NR5821--MA0495.2.MAFF	chr3	21961368	21961388	-	0.000	0.000	Merged-chr3-21961340-12
NR1415--MA0089.1.MAFG::NFE2L1	chr11	46348001	46348006	-	0.000	0.000	Merged-chr11-46347986-9
NR9162--MA0089.1.MAFG::NFE2L1	chr8	128575012	128575017	-	0.000	0.000	Merged-chr8-128575049-9
NR1578--MA0495.2.MAFF	chr11	79224737	79224757	-	0.000	0.000	Merged-chr11-79224672-8
NR7392--MA0089.1.MAFG::NFE2L1	chr5	135025143	135025148	-	0.000	0.000	Merged-chr5-135024997-58
NR8448--MA0089.1.MAFG::NFE2L1	chr7	107610036	107610041	-	0.000	0.000	Merged-chr7-107609877-33
NR2145--MA0591.1.Bach1::Mafk	chr12	99874754	99874768	+	0.000	0.000	Merged-chr12-99874750-2
NR7028--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR3723--MA0591.1.Bach1::Mafk	chr16	24831178	24831192	+	0.000	0.000	Merged-chr16-24831230-9
NR5749--MA0089.1.MAFG::NFE2L1	chr2	177464762	177464767	-	0.000	0.000	Merged-chr2-177464769-67
NR73--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR1232--MA0591.1.Bach1::Mafk	chr10	117665833	117665847	-	0.000	0.000	Merged-chr10-117665862-11
NR3475--MA0089.1.MAFG::NFE2L1	chr15	74752870	74752875	-	0.000	0.000	Merged-chr15-74752931-48
NR150--MA0501.1.MAF::NFE2	chr1	58857059	58857073	+	0.000	0.000	Merged-chr1-58857046-16
NR8761--MA0117.2.Mafb	chr8	25617993	25618004	-	0.000	0.000	Merged-chr8-25618060-51
NR6785--MA0496.2.MAFK	chr4	140948237	140948255	+	0.000	0.000	Merged-chr4-140948211-54
NR6765--MA0089.1.MAFG::NFE2L1	chr4	136033571	136033576	+	0.000	0.000	Merged-chr4-136033547-7
NR2102--MA0591.1.Bach1::Mafk	chr12	85624870	85624884	+	0.000	0.000	Merged-chr12-85624723-56
NR1103--MA0496.2.MAFK	chr10	86727748	86727766	+	0.000	0.000	Merged-chr10-86727830-49
NR2661--MA0591.1.Bach1::Mafk	chr13	80963011	80963025	+	0.000	0.000	Merged-chr13-80963053-30
NR887--MA0496.2.MAFK	chr10	26962580	26962598	+	0.000	0.000	Merged-chr10-26962635-2
NR167--MA0089.1.MAFG::NFE2L1	chr1	61050562	61050567	+	0.000	0.000	Merged-chr1-61050420-56
NR3513--MA0501.1.MAF::NFE2	chr15	83474201	83474215	+	0.000	0.000	Merged-chr15-83474258-63
NR1313--MA0089.1.MAFG::NFE2L1	chr10	130324372	130324377	-	0.000	0.000	Merged-chr10-130324467-31
NR8801--MA0501.1.MAF::NFE2	chr8	46869607	46869621	-	0.000	0.000	Merged-chr8-46869591-35
NR7935--MA0591.1.Bach1::Mafk	chr6	119522084	119522098	+	0.000	0.000	Merged-chr6-119522115-45
NR2703--MA0591.1.Bach1::Mafk	chr13	91370944	91370958	+	0.000	0.000	Merged-chr13-91370901-101
NR104--MA0501.1.MAF::NFE2	chr1	43207345	43207359	-	0.000	0.000	Merged-chr1-43207362-30
NR209--MA0117.2.Mafb	chr1	78591382	78591393	+	0.000	0.000	Merged-chr1-78591432-38
NR3442--MA0659.1.MAFG	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR9695--MA0501.1.MAF::NFE2	chr9	118361134	118361148	-	0.000	0.000	Merged-chr9-118361138-26
NR8231--MA0089.1.MAFG::NFE2L1	chr7	24413798	24413803	-	0.000	0.000	Merged-chr7-24413787-50
NR1400--MA0089.1.MAFG::NFE2L1	chr11	35537704	35537709	+	0.000	0.000	Merged-chr11-35537638-11
NR4793--MA0089.1.MAFG::NFE2L1	chr19	10763559	10763564	-	0.000	0.000	Merged-chr19-10763714-65
NR6590--MA0501.1.MAF::NFE2	chr4	106598585	106598599	-	0.000	0.000	Merged-chr4-106598618-21
NR4808--MA0591.1.Bach1::Mafk	chr19	14503999	14504013	-	0.000	0.000	Merged-chr19-14504107-29
NR7549--MA0591.1.Bach1::Mafk	chr6	30227526	30227540	-	0.000	0.000	Merged-chr6-30227395-32
NR9362--MA0089.1.MAFG::NFE2L1	chr9	69358105	69358110	+	0.000	0.000	Merged-chr9-69357954-30
NR783--MA0501.1.MAF::NFE2	chr10	3238612	3238626	-	0.000	0.000	Merged-chr10-3238463-21
NR1124--MA0089.1.MAFG::NFE2L1	chr10	93070381	93070386	-	0.000	0.000	Merged-chr10-93070182-10
NR121--MA0591.1.Bach1::Mafk	chr1	51532460	51532474	-	0.000	0.000	Merged-chr1-51532484-11
NR9720--MA0591.1.Bach1::Mafk	chr9	120960858	120960872	-	0.000	0.000	Merged-chr9-120960803-26
NR8527--MA0495.2.MAFF	chr7	117559008	117559028	-	0.000	0.000	Merged-chr7-117559166-31
NR2746--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR1813--MA0659.1.MAFG	chr11	115172976	115172996	-	0.000	0.000	Merged-chr11-115173098-6
NR7113--MA0089.1.MAFG::NFE2L1	chr5	75791987	75791992	+	0.000	0.000	Merged-chr5-75792010-32
NR6750--MA0089.1.MAFG::NFE2L1	chr4	134714130	134714135	-	0.000	0.000	Merged-chr4-134714108-20
NR3509--MA0591.1.Bach1::Mafk	chr15	82163819	82163833	+	0.000	0.000	Merged-chr15-82163866-28
NR4731--MA0496.2.MAFK	chr18	82826228	82826246	-	0.000	0.000	Merged-chr18-82826025-87
NR3673--MA0495.2.MAFF	chr16	14350966	14350986	+	0.000	0.000	Merged-chr16-14350919-24
NR8244--MA0089.1.MAFG::NFE2L1	chr7	29179490	29179495	+	0.000	0.000	Merged-chr7-29179477-12
NR5545--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR4505--MA0117.2.Mafb	chr18	37694534	37694545	+	0.000	0.000	Merged-chr18-37694498-20
NR8620--MA0089.1.MAFG::NFE2L1	chr7	132772572	132772577	+	0.000	0.000	Merged-chr7-132772585-7
NR5659--MA0591.1.Bach1::Mafk	chr2	165405590	165405604	-	0.000	0.000	Merged-chr2-165405500-2
NR9879--MA0089.1.MAFG::NFE2L1	chrX	159911064	159911069	+	0.000	0.000	Merged-chrX-159910945-21
NR9809--MA0496.2.MAFK	chrX	78583550	78583568	-	0.000	0.000	Merged-chrX-78583654-97
NR7473--MA0495.2.MAFF	chr5	149160714	149160734	-	0.000	0.000	Merged-chr5-149160687-30
NR4877--MA0501.1.MAF::NFE2	chr19	33429575	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR4918--MA0089.1.MAFG::NFE2L1	chr19	44454802	44454807	-	0.000	0.000	Merged-chr19-44454908-10
NR912--MA0117.2.Mafb	chr10	39923401	39923412	+	0.000	0.000	Merged-chr10-39923489-12
NR4405--MA0495.2.MAFF	chr17	88213760	88213780	+	0.000	0.000	Merged-chr17-88213709-19
NR7681--MA0591.1.Bach1::Mafk	chr6	67668303	67668317	-	0.000	0.000	Merged-chr6-67668321-12
NR4803--MA0089.1.MAFG::NFE2L1	chr19	12833815	12833820	-	0.000	0.000	Merged-chr19-12833671-54
NR3197--MA0089.1.MAFG::NFE2L1	chr14	105895101	105895106	-	0.000	0.000	Merged-chr14-105895286-34
NR583--MA0496.2.MAFK	chr1	171845552	171845570	-	0.000	0.000	Merged-chr1-171845441-77
NR239--MA0495.2.MAFF	chr1	86005115	86005135	-	0.000	0.000	Merged-chr1-86005276-2
NR3333--MA0495.2.MAFF	chr15	36365053	36365073	-	0.000	0.000	Merged-chr15-36365016-4
NR9227--MA0591.1.Bach1::Mafk	chr9	33030755	33030769	+	0.000	0.000	Merged-chr9-33030819-6
NR8202--MA0117.2.Mafb	chr7	16119878	16119889	-	0.000	0.000	Merged-chr7-16119991-49
NR805--MA0659.1.MAFG	chr10	12875019	12875039	-	0.000	0.000	Merged-chr10-12875013-52
NR3298--MA0591.1.Bach1::Mafk	chr15	27518266	27518280	-	0.000	0.000	Merged-chr15-27518308-43
NR7295--MA0591.1.Bach1::Mafk	chr5	112488583	112488597	-	0.000	0.000	Merged-chr5-112488536-19
NR7058--MA0591.1.Bach1::Mafk	chr5	52149302	52149316	+	0.000	0.000	Merged-chr5-52149380-37
NR480--MA0496.2.MAFK	chr1	156674418	156674436	-	0.000	0.000	Merged-chr1-156674616-3
NR1596--MA0496.2.MAFK	chr11	82205895	82205913	-	0.000	0.000	Merged-chr11-82205985-28
NR469--MA0117.2.Mafb	chr1	155006653	155006664	+	0.000	0.000	Merged-chr1-155006660-49
NR8323--MA0117.2.Mafb	chr7	73517596	73517607	-	0.000	0.000	Merged-chr7-73517689-25
NR3499--MA0089.1.MAFG::NFE2L1	chr15	81254513	81254518	+	0.000	0.000	Merged-chr15-81254471-25
NR1902--MA0089.1.MAFG::NFE2L1	chr12	13576062	13576067	-	0.000	0.000	Merged-chr12-13576044-20
NR1749--MA0591.1.Bach1::Mafk	chr11	107986099	107986113	-	0.000	0.000	Merged-chr11-107986116-15
NR9724--MA0496.2.MAFK	chr9	120960856	120960874	+	0.000	0.000	Merged-chr9-120960803-26
NR4168--MA0591.1.Bach1::Mafk	chr17	35204737	35204751	-	0.000	0.000	Merged-chr17-35204986-79
NR5530--MA0089.1.MAFG::NFE2L1	chr2	144555951	144555956	-	0.000	0.000	Merged-chr2-144556034-87
NR4615--MA0496.2.MAFK	chr18	65479281	65479299	-	0.000	0.000	Merged-chr18-65479334-47
NR3384--MA0089.1.MAFG::NFE2L1	chr15	57695648	57695653	+	0.000	0.000	Merged-chr15-57695732-52
NR9007--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR7001--MA0501.1.MAF::NFE2	chr5	24903047	24903061	+	0.000	0.000	Merged-chr5-24903021-15
NR4833--MA0591.1.Bach1::Mafk	chr19	21785351	21785365	-	0.000	0.000	Merged-chr19-21785424-37
NR5864--MA0659.1.MAFG	chr3	51934937	51934957	-	0.000	0.000	Merged-chr3-51935087-24
NR7574--MA0591.1.Bach1::Mafk	chr6	39312040	39312054	-	0.000	0.000	Merged-chr6-39311993-25
NR843--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR7337--MA0591.1.Bach1::Mafk	chr5	118377711	118377725	-	0.000	0.000	Merged-chr5-118377738-2
NR7896--MA0591.1.Bach1::Mafk	chr6	115685099	115685113	+	0.000	0.000	Merged-chr6-115685008-41
NR823--MA0659.1.MAFG	chr10	15300269	15300289	+	0.000	0.000	Merged-chr10-15300322-38
NR2542--MA0089.1.MAFG::NFE2L1	chr13	49270739	49270744	+	0.000	0.000	Merged-chr13-49270675-31
NR5511--MA0591.1.Bach1::Mafk	chr2	140101414	140101428	+	0.000	0.000	Merged-chr2-140101246-37
NR1828--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR9830--MA0591.1.Bach1::Mafk	chrX	101878728	101878742	-	0.000	0.000	Merged-chrX-101878716-19
