#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1053--MA0731.1.BCL6B	chr4	63668514	63668530	+	0.000	0.000	Merged-chr4-63668506-36
NR152--MA0463.1.Bcl6	chr10	51454452	51454465	+	0.000	0.000	Merged-chr10-51454322-111
NR208--MA0731.1.BCL6B	chr10	118007454	118007470	-	0.000	0.000	Merged-chr10-118007304-63
NR1277--MA0463.1.Bcl6	chr6	120483384	120483397	+	0.000	0.000	Merged-chr6-120483394-54
NR806--MA0463.1.Bcl6	chr2	25241268	25241281	-	0.000	0.000	Merged-chr2-25241119-44
NR1380--MA0731.1.BCL6B	chr7	98090357	98090373	+	0.000	0.000	Merged-chr7-98090470-13
NR721--MA0463.1.Bcl6	chr18	38484134	38484147	+	0.000	0.000	Merged-chr18-38484055-88
NR166--MA0463.1.Bcl6	chr10	75354136	75354149	-	0.000	0.000	Merged-chr10-75354225-31
NR1179--MA0463.1.Bcl6	chr5	105145863	105145876	+	0.000	0.000	Merged-chr5-105145750-96
NR184--MA0463.1.Bcl6	chr10	85029969	85029982	-	0.000	0.000	Merged-chr10-85030062-18
NR1609--MA0463.1.Bcl6	chr9	120140752	120140765	-	0.000	0.000	Merged-chr9-120140845-26
NR296--MA0463.1.Bcl6	chr11	99105277	99105290	-	0.000	0.000	Merged-chr11-99105109-62
NR1627--MA0463.1.Bcl6	chrX	59999515	59999528	-	0.000	0.000	Merged-chrX-59999627-14
NR838--MA0463.1.Bcl6	chr2	65104758	65104771	+	0.000	0.000	Merged-chr2-65104683-25
NR1590--MA0731.1.BCL6B	chr9	105642907	105642923	-	0.000	0.000	Merged-chr9-105643016-54
NR1560--MA0463.1.Bcl6	chr9	61965818	61965831	+	0.000	0.000	Merged-chr9-61965647-41
NR1202--MA0463.1.Bcl6	chr5	135134247	135134260	+	0.000	0.000	Merged-chr5-135134293-53
NR1529--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR570--MA0731.1.BCL6B	chr15	97355992	97356008	-	0.000	0.000	Merged-chr15-97356067-61
NR1635--MA0731.1.BCL6B	chrX	113074894	113074910	-	0.000	0.000	Merged-chrX-113075086-29
