#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3179--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR984--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR2527--MA0037.3.GATA3	chr3	104643972	104643979	-	0.000	0.000	Merged-chr3-104644064-46
NR2681--MA0036.3.GATA2	chr4	46152003	46152013	+	0.000	0.000	Merged-chr4-46152127-36
NR3520--MA0140.2.GATA1::TAL1	chr7	140321084	140321101	-	0.000	0.000	Merged-chr7-140321203-63
NR222--MA0036.3.GATA2	chr1	165985997	165986007	-	0.000	0.000	Merged-chr1-165985990-54
NR67--MA1104.1.GATA6	chr1	69331722	69331734	+	0.000	0.000	Merged-chr1-69331775-34
NR1287--MA1104.1.GATA6	chr14	62799050	62799062	-	0.000	0.000	Merged-chr14-62798973-44
NR2343--MA0766.1.GATA5	chr2	166665740	166665747	-	0.000	0.000	Merged-chr2-166665700-84
NR617--MA0482.1.Gata4	chr11	53656982	53656992	+	0.000	0.000	Merged-chr11-53657053-47
NR2585--MA0036.3.GATA2	chr3	133332578	133332588	+	0.000	0.000	Merged-chr3-133332565-72
NR2866--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR1117--MA0035.3.Gata1	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR203--MA0482.1.Gata4	chr1	155201432	155201442	+	0.000	0.000	Merged-chr1-155201490-45
NR3049--MA0035.3.Gata1	chr6	35380105	35380115	+	0.000	0.000	Merged-chr6-35380025-41
NR58--MA0766.1.GATA5	chr1	64956882	64956889	-	0.000	0.000	Merged-chr1-64956845-95
NR2713--MA0036.3.GATA2	chr4	63948283	63948293	+	0.000	0.000	Merged-chr4-63948222-34
NR3695--MA0037.3.GATA3	chr8	121603049	121603056	-	0.000	0.000	Merged-chr8-121603020-18
NR659--MA0766.1.GATA5	chr11	65795066	65795073	-	0.000	0.000	Merged-chr11-65794880-54
NR1620--MA0037.3.GATA3	chr16	78237070	78237077	-	0.000	0.000	Merged-chr16-78236959-38
NR812--MA0035.3.Gata1	chr11	111065058	111065068	-	0.000	0.000	Merged-chr11-111065000-37
NR2975--MA0766.1.GATA5	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR1868--MA0482.1.Gata4	chr18	13016561	13016571	+	0.000	0.000	Merged-chr18-13016580-10
NR2356--MA0766.1.GATA5	chr2	167081045	167081052	+	0.000	0.000	Merged-chr2-167081117-10
NR2033--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR293--MA0482.1.Gata4	chr10	21964643	21964653	+	0.000	0.000	Merged-chr10-21964511-16
NR3900--MA0036.3.GATA2	chr9	97068913	97068923	+	0.000	0.000	Merged-chr9-97068935-38
NR3089--MA1104.1.GATA6	chr6	71980503	71980515	+	0.000	0.000	Merged-chr6-71980569-75
NR2287--MA0140.2.GATA1::TAL1	chr2	132497584	132497601	-	0.000	0.000	Merged-chr2-132497706-22
NR46--MA1104.1.GATA6	chr1	61402628	61402640	-	0.000	0.000	Merged-chr1-61402618-25
NR1633--MA0037.3.GATA3	chr16	91917849	91917856	-	0.000	0.000	Merged-chr16-91917917-41
NR3243--MA0482.1.Gata4	chr6	142823505	142823515	-	0.000	0.000	Merged-chr6-142823375-40
NR852--MA1104.1.GATA6	chr12	35686611	35686623	+	0.000	0.000	Merged-chr12-35686484-17
NR2073--MA0037.3.GATA3	chr19	60838027	60838034	+	0.000	0.000	Merged-chr19-60837918-27
NR2312--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR192--MA0766.1.GATA5	chr1	151025274	151025281	-	0.000	0.000	Merged-chr1-151025373-52
NR2370--MA0482.1.Gata4	chr2	173018134	173018144	+	0.000	0.000	Merged-chr2-173018174-48
NR2641--MA0482.1.Gata4	chr3	154779186	154779196	-	0.000	0.000	Merged-chr3-154778992-62
