#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR2399--MA0037.3.GATA3	chr16	62940589	62940596	-	0.000	0.000	Merged-chr16-62940729-45
NR195--MA0035.3.Gata1	chr1	95451121	95451131	+	0.000	0.000	Merged-chr1-95451081-31
NR4852--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR3682--MA0037.3.GATA3	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR3012--MA0482.1.Gata4	chr19	37266073	37266083	+	0.000	0.000	Merged-chr19-37265985-31
NR3678--MA0482.1.Gata4	chr3	126693183	126693193	+	0.000	0.000	Merged-chr3-126693084-1
NR1998--MA0482.1.Gata4	chr15	5108584	5108594	+	0.000	0.000	Merged-chr15-5108448-64
NR1127--MA0482.1.Gata4	chr11	113574272	113574282	-	0.000	0.000	Merged-chr11-113574265-17
NR5885--MA0037.3.GATA3	chrX	13461670	13461677	+	0.000	0.000	Merged-chrX-13461805-52
NR5215--MA0482.1.Gata4	chr7	119836236	119836246	+	0.000	0.000	Merged-chr7-119836348-71
NR5789--MA1104.1.GATA6	chr9	108832552	108832564	+	0.000	0.000	Merged-chr9-108832464-53
NR1159--MA0036.3.GATA2	chr12	3427691	3427701	+	0.000	0.000	Merged-chr12-3427631-4
NR3695--MA1104.1.GATA6	chr3	133332577	133332589	-	0.000	0.000	Merged-chr3-133332565-72
NR2017--MA0037.3.GATA3	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR2391--MA0482.1.Gata4	chr16	58670210	58670220	+	0.000	0.000	Merged-chr16-58670422-58
NR5503--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR955--MA0035.3.Gata1	chr11	55131724	55131734	+	0.000	0.000	Merged-chr11-55131677-86
NR1759--MA0482.1.Gata4	chr13	114831408	114831418	+	0.000	0.000	Merged-chr13-114831525-46
NR4865--MA0482.1.Gata4	chr6	134189983	134189993	-	0.000	0.000	Merged-chr6-134189868-22
NR4180--MA0482.1.Gata4	chr5	19890232	19890242	+	0.000	0.000	Merged-chr5-19890226-2
NR2965--MA0036.3.GATA2	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR516--MA0766.1.GATA5	chr10	17574973	17574980	+	0.000	0.000	Merged-chr10-17575084-24
NR5659--MA1104.1.GATA6	chr9	69156193	69156205	-	0.000	0.000	Merged-chr9-69156335-38
NR5070--MA0037.3.GATA3	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR2854--MA1104.1.GATA6	chr18	62090030	62090042	-	0.000	0.000	Merged-chr18-62089904-13
NR1981--MA0037.3.GATA3	chr14	121711324	121711331	+	0.000	0.000	Merged-chr14-121711337-42
NR421--MA0482.1.Gata4	chr1	179578812	179578822	+	0.000	0.000	Merged-chr1-179578897-31
NR3294--MA1104.1.GATA6	chr2	121457051	121457063	-	0.000	0.000	Merged-chr2-121457132-54
NR600--MA1104.1.GATA6	chr10	57486992	57487004	-	0.000	0.000	Merged-chr10-57486904-2
NR4024--MA0037.3.GATA3	chr4	122872202	122872209	-	0.000	0.000	Merged-chr4-122872187-66
NR4940--MA0482.1.Gata4	chr6	144332168	144332178	-	0.000	0.000	Merged-chr6-144332292-25
NR5056--MA0035.3.Gata1	chr7	67451658	67451668	+	0.000	0.000	Merged-chr7-67451602-26
NR4868--MA0035.3.Gata1	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR4799--MA0037.3.GATA3	chr6	128286051	128286058	+	0.000	0.000	Merged-chr6-128286104-14
NR577--MA0482.1.Gata4	chr10	44069230	44069240	+	0.000	0.000	Merged-chr10-44069344-19
NR934--MA0035.3.Gata1	chr11	51760531	51760541	-	0.000	0.000	Merged-chr11-51760433-27
NR1232--MA1104.1.GATA6	chr12	59169865	59169877	-	0.000	0.000	Merged-chr12-59170039-43
NR4292--MA0035.3.Gata1	chr5	74348599	74348609	+	0.000	0.000	Merged-chr5-74348625-55
NR5249--MA0766.1.GATA5	chr7	126798571	126798578	+	0.000	0.000	Merged-chr7-126798601-3
NR3021--MA0037.3.GATA3	chr19	38224181	38224188	+	0.000	0.000	Merged-chr19-38224078-67
NR5297--MA0482.1.Gata4	chr7	140189368	140189378	-	0.000	0.000	Merged-chr7-140189326-3
NR5449--MA0035.3.Gata1	chr8	110846146	110846156	+	0.000	0.000	Merged-chr8-110845988-12
NR1066--MA0482.1.Gata4	chr11	98355987	98355997	-	0.000	0.000	Merged-chr11-98355961-5
NR4481--MA0140.2.GATA1::TAL1	chr5	143038559	143038576	+	0.000	0.000	Merged-chr5-143038769-30
NR4244--MA0140.2.GATA1::TAL1	chr5	43837757	43837774	+	0.000	0.000	Merged-chr5-43837616-20
NR304--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR4504--MA0766.1.GATA5	chr5	148398757	148398764	+	0.000	0.000	Merged-chr5-148398705-3
NR1450--MA0037.3.GATA3	chr12	118930864	118930871	+	0.000	0.000	Merged-chr12-118930773-38
NR1056--MA0035.3.Gata1	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
