#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1147--MA0463.1.Bcl6	chr8	34622655	34622668	+	0.000	0.000	Merged-chr8-34622775-45
NR64--MA0731.1.BCL6B	chr1	166016681	166016697	-	0.000	0.000	Merged-chr1-166016547-30
NR1067--MA0463.1.Bcl6	chr7	37978525	37978538	+	0.000	0.000	Merged-chr7-37978660-9
NR990--MA0463.1.Bcl6	chr6	53455595	53455608	+	0.000	0.000	Merged-chr6-53455637-20
NR623--MA0463.1.Bcl6	chr2	18050907	18050920	-	0.000	0.000	Merged-chr2-18050783-11
NR610--MA0731.1.BCL6B	chr19	53421457	53421473	-	0.000	0.000	Merged-chr19-53421333-52
NR56--MA0731.1.BCL6B	chr1	153549829	153549845	-	0.000	0.000	Merged-chr1-153549743-28
NR60--MA0463.1.Bcl6	chr1	155050360	155050373	-	0.000	0.000	Merged-chr1-155050378-11
NR968--MA0463.1.Bcl6	chr5	149427430	149427443	+	0.000	0.000	Merged-chr5-149427432-30
NR984--MA0731.1.BCL6B	chr6	38789669	38789685	-	0.000	0.000	Merged-chr6-38789563-52
NR431--MA0463.1.Bcl6	chr16	4469718	4469731	-	0.000	0.000	Merged-chr16-4469915-27
NR1016--MA0731.1.BCL6B	chr6	120529141	120529157	-	0.000	0.000	Merged-chr6-120529161-48
NR854--MA0731.1.BCL6B	chr4	141618735	141618751	+	0.000	0.000	Merged-chr4-141618821-28
NR1268--MA0731.1.BCL6B	chrX	38251709	38251725	-	0.000	0.000	Merged-chrX-38251634-1
NR561--MA0463.1.Bcl6	chr18	61643667	61643680	+	0.000	0.000	Merged-chr18-61643847-38
NR418--MA0463.1.Bcl6	chr15	93715522	93715535	-	0.000	0.000	Merged-chr15-93715568-13
NR1010--MA0463.1.Bcl6	chr6	116264065	116264078	+	0.000	0.000	Merged-chr6-116264225-57
NR1122--MA0463.1.Bcl6	chr7	120754925	120754938	+	0.000	0.000	Merged-chr7-120754842-25
NR454--MA0463.1.Bcl6	chr16	50229194	50229207	+	0.000	0.000	Merged-chr16-50229098-21
NR1140--MA0463.1.Bcl6	chr7	143707007	143707020	-	0.000	0.000	Merged-chr7-143706917-33
NR1008--MA0731.1.BCL6B	chr6	112856904	112856920	-	0.000	0.000	Merged-chr6-112856769-8
NR338--MA0463.1.Bcl6	chr14	53134927	53134940	-	0.000	0.000	Merged-chr14-53134979-28
NR1024--MA0463.1.Bcl6	chr6	129233045	129233058	+	0.000	0.000	Merged-chr6-129233058-42
NR356--MA0463.1.Bcl6	chr14	101949135	101949148	-	0.000	0.000	Merged-chr14-101949272-41
NR1042--MA0463.1.Bcl6	chr6	143868291	143868304	+	0.000	0.000	Merged-chr6-143868417-58
NR1173--MA0731.1.BCL6B	chr8	94969689	94969705	+	0.000	0.000	Merged-chr8-94969690-1
NR1060--MA0463.1.Bcl6	chr7	19797137	19797150	-	0.000	0.000	Merged-chr7-19797327-39
NR486--MA0463.1.Bcl6	chr17	12371723	12371736	-	0.000	0.000	Merged-chr17-12371893-96
NR701--MA0463.1.Bcl6	chr2	144527546	144527559	-	0.000	0.000	Merged-chr2-144527541-67
NR1038--MA0463.1.Bcl6	chr6	137455710	137455723	+	0.000	0.000	Merged-chr6-137455836-39
NR676--MA0731.1.BCL6B	chr2	103485213	103485229	-	0.000	0.000	Merged-chr2-103485172-63
NR41--MA0731.1.BCL6B	chr1	106395688	106395704	+	0.000	0.000	Merged-chr1-106395596-30
NR276--MA0463.1.Bcl6	chr13	12340884	12340897	-	0.000	0.000	Merged-chr13-12340700-65
NR961--MA0463.1.Bcl6	chr5	146897063	146897076	+	0.000	0.000	Merged-chr5-146897155-34
NR403--MA0731.1.BCL6B	chr15	76870702	76870718	-	0.000	0.000	Merged-chr15-76870721-2
NR809--MA0463.1.Bcl6	chr4	43972343	43972356	-	0.000	0.000	Merged-chr4-43972345-49
NR67--MA0731.1.BCL6B	chr1	171114077	171114093	+	0.000	0.000	Merged-chr1-171114011-38
NR939--MA0731.1.BCL6B	chr5	124050169	124050185	+	0.000	0.000	Merged-chr5-124050362-25
