#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR4923--MA0496.2.MAFK	chr18	10744228	10744246	+	0.000	0.000	Merged-chr18-10744169-16
NR565--MA0495.2.MAFF	chr1	153288164	153288184	+	0.000	0.000	Merged-chr1-153288080-22
NR1796--MA0501.1.MAF::NFE2	chr11	75913375	75913389	-	0.000	0.000	Merged-chr11-75913481-1
NR4176--MA0495.2.MAFF	chr16	24831175	24831195	-	0.000	0.000	Merged-chr16-24831230-9
NR2732--MA0501.1.MAF::NFE2	chr13	9767493	9767507	-	0.000	0.000	Merged-chr13-9767570-31
NR6561--MA0496.2.MAFK	chr3	37978668	37978686	-	0.000	0.000	Merged-chr3-37978790-50
NR10728--MA0501.1.MAF::NFE2	chrX	73976487	73976501	-	0.000	0.000	Merged-chrX-73976480-18
NR8927--MA0501.1.MAF::NFE2	chr6	140598692	140598706	-	0.000	0.000	Merged-chr6-140598794-45
NR5889--MA0501.1.MAF::NFE2	chr2	91187680	91187694	-	0.000	0.000	Merged-chr2-91187616-14
NR8929--MA0496.2.MAFK	chr6	140598693	140598711	-	0.000	0.000	Merged-chr6-140598794-45
NR2556--MA0495.2.MAFF	chr12	103341439	103341459	-	0.000	0.000	Merged-chr12-103341437-53
NR1232--MA0591.1.Bach1::Mafk	chr10	81408905	81408919	+	0.000	0.000	Merged-chr10-81409039-20
NR3518--MA0659.1.MAFG	chr14	71035803	71035823	+	0.000	0.000	Merged-chr14-71035782-16
NR4178--MA0659.1.MAFG	chr16	24831175	24831195	+	0.000	0.000	Merged-chr16-24831230-9
NR5130--MA0089.1.MAFG::NFE2L1	chr18	65395640	65395645	+	0.000	0.000	Merged-chr18-65395765-31
NR7210--MA0117.2.Mafb	chr4	33147148	33147159	-	0.000	0.000	Merged-chr4-33147019-23
NR6235--MA0495.2.MAFF	chr2	156882460	156882480	-	0.000	0.000	Merged-chr2-156882642-42
NR5156--MA0659.1.MAFG	chr18	68227635	68227655	+	0.000	0.000	Merged-chr18-68227583-82
NR4861--MA0495.2.MAFF	chr17	86206502	86206522	+	0.000	0.000	Merged-chr17-86206449-38
NR947--MA0089.1.MAFG::NFE2L1	chr10	21029361	21029366	-	0.000	0.000	Merged-chr10-21029256-16
NR9464--MA0089.1.MAFG::NFE2L1	chr7	122296926	122296931	+	0.000	0.000	Merged-chr7-122296889-48
