#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR8672--MA1107.1.KLF9	chr11	107449305	107449317	+	0.000	0.000	Merged-chr11-107449414-20
NR6283--MA0599.1.KLF5	chr11	30986395	30986404	-	0.000	0.000	Merged-chr11-30986417-66
NR31086--MA0741.1.KLF16	chr4	41503200	41503210	+	0.000	0.000	Merged-chr4-41503192-32
NR28758--MA0741.1.KLF16	chr3	68784287	68784297	-	0.000	0.000	Merged-chr3-68784168-43
NR43748--MA0599.1.KLF5	chr8	3631084	3631093	-	0.000	0.000	Merged-chr8-3631064-68
NR24772--MA0493.1.Klf1	chr2	27676915	27676925	+	0.000	0.000	Merged-chr2-27677278-63
NR31628--MA0741.1.KLF16	chr4	59805746	59805756	-	0.000	0.000	Merged-chr4-59805793-13
NR10032--MA0742.1.Klf12	chr12	65258704	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR38116--MA0742.1.Klf12	chr6	38345974	38345988	+	0.000	0.000	Merged-chr6-38346040-40
NR34363--MA1107.1.KLF9	chr5	3509456	3509468	-	0.000	0.000	Merged-chr5-3509650-29
NR28107--MA0599.1.KLF5	chr2	181081018	181081027	-	0.000	0.000	Merged-chr2-181081085-14
NR49168--MA0599.1.KLF5	chrX	36598145	36598154	+	0.000	0.000	Merged-chrX-36598230-66
NR26813--MA0493.1.Klf1	chr2	131204728	131204738	-	0.000	0.000	Merged-chr2-131204704-19
NR2097--MA0740.1.KLF14	chr1	156474387	156474400	+	0.000	0.000	Merged-chr1-156474258-59
NR34734--MA0741.1.KLF16	chr5	32192299	32192309	-	0.000	0.000	Merged-chr5-32192251-27
NR4766--MA0599.1.KLF5	chr10	84440711	84440720	+	0.000	0.000	Merged-chr10-84440807-71
NR16795--MA0039.3.KLF4	chr15	97908370	97908380	+	0.000	0.000	Merged-chr15-97908198-86
NR4661--MA0742.1.Klf12	chr10	81464645	81464659	-	0.000	0.000	Merged-chr10-81464665-32
NR41134--MA0599.1.KLF5	chr7	28451880	28451889	-	0.000	0.000	Merged-chr7-28452002-19
NR38070--MA0599.1.KLF5	chr6	34955705	34955714	-	0.000	0.000	Merged-chr6-34955632-40
NR38007--MA0493.1.Klf1	chr6	29528742	29528752	+	0.000	0.000	Merged-chr6-29528931-31
NR15850--MA0599.1.KLF5	chr15	75969090	75969099	+	0.000	0.000	Merged-chr15-75969244-47
NR37125--MA0741.1.KLF16	chr5	135780565	135780575	-	0.000	0.000	Merged-chr5-135780527-18
NR14525--MA0741.1.KLF16	chr14	76767500	76767510	-	0.000	0.000	Merged-chr14-76767447-8
NR590--MA0741.1.KLF16	chr1	55435970	55435980	+	0.000	0.000	Merged-chr1-55435941-9
NR33923--MA0493.1.Klf1	chr4	148704912	148704922	+	0.000	0.000	Merged-chr4-148704871-18
NR37591--MA0742.1.Klf12	chr5	144358274	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR1146--MA1107.1.KLF9	chr1	88248229	88248241	-	0.000	0.000	Merged-chr1-88248175-2
NR19157--MA0493.1.Klf1	chr17	24896473	24896483	+	0.000	0.000	Merged-chr17-24896442-47
NR41801--MA0599.1.KLF5	chr7	63974259	63974268	+	0.000	0.000	Merged-chr7-63974448-57
NR20980--MA0039.3.KLF4	chr17	86507827	86507837	-	0.000	0.000	Merged-chr17-86507710-65
NR19077--MA0599.1.KLF5	chr17	23924869	23924878	+	0.000	0.000	Merged-chr17-23924911-57
NR23255--MA0740.1.KLF14	chr19	21737793	21737806	+	0.000	0.000	Merged-chr19-21737663-55
NR39593--MA1107.1.KLF9	chr6	125433842	125433854	+	0.000	0.000	Merged-chr6-125433874-28
