#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR323--MA0002.2.RUNX1	chr1	130797340	130797350	-	0.000	0.000	Merged-chr1-130797241-17
NR7647--MA0002.2.RUNX1	chr8	123000551	123000561	-	0.000	0.000	Merged-chr8-123000494-51
NR3893--MA0684.1.RUNX3	chr18	56459018	56459027	+	0.000	0.000	Merged-chr18-56459089-42
NR780--MA0002.2.RUNX1	chr10	39192890	39192900	+	0.000	0.000	Merged-chr10-39192937-50
NR1342--MA0684.1.RUNX3	chr11	75154490	75154499	-	0.000	0.000	Merged-chr11-75154404-32
NR3145--MA0002.2.RUNX1	chr16	33499314	33499324	-	0.000	0.000	Merged-chr16-33499243-20
NR5381--MA0511.2.RUNX2	chr4	34922323	34922331	+	0.000	0.000	Merged-chr4-34922356-19
NR5923--MA0511.2.RUNX2	chr5	44220689	44220697	+	0.000	0.000	Merged-chr5-44220668-26
NR5718--MA0511.2.RUNX2	chr4	145099991	145099999	+	0.000	0.000	Merged-chr4-145100023-41
NR4571--MA0002.2.RUNX1	chr2	116921554	116921564	+	0.000	0.000	Merged-chr2-116921612-11
NR3101--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR5282--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR975--MA0684.1.RUNX3	chr10	92791359	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR5348--MA0002.2.RUNX1	chr4	11419953	11419963	+	0.000	0.000	Merged-chr4-11419904-10
NR3668--MA0002.2.RUNX1	chr17	71288303	71288313	+	0.000	0.000	Merged-chr17-71288308-17
NR3624--MA0511.2.RUNX2	chr17	57286937	57286945	-	0.000	0.000	Merged-chr17-57286889-25
NR5477--MA0684.1.RUNX3	chr4	82365251	82365260	+	0.000	0.000	Merged-chr4-82365199-20
NR2543--MA0002.2.RUNX1	chr14	60129721	60129731	-	0.000	0.000	Merged-chr14-60129717-50
NR6459--MA0684.1.RUNX3	chr6	58892898	58892907	-	0.000	0.000	Merged-chr6-58892859-7
NR5490--MA0511.2.RUNX2	chr4	84118620	84118628	-	0.000	0.000	Merged-chr4-84118627-8
NR4951--MA0002.2.RUNX1	chr3	52703682	52703692	+	0.000	0.000	Merged-chr3-52703708-18
NR3111--MA0002.2.RUNX1	chr16	23328327	23328337	+	0.000	0.000	Merged-chr16-23328334-50
NR3257--MA0511.2.RUNX2	chr16	76249601	76249609	+	0.000	0.000	Merged-chr16-76249767-78
NR7594--MA0002.2.RUNX1	chr8	116605490	116605500	+	0.000	0.000	Merged-chr8-116605593-15
NR3035--MA0684.1.RUNX3	chr15	102376956	102376965	+	0.000	0.000	Merged-chr15-102377119-58
NR6740--MA0002.2.RUNX1	chr6	134005574	134005584	+	0.000	0.000	Merged-chr6-134005462-15
NR1478--MA0002.2.RUNX1	chr11	107693457	107693467	-	0.000	0.000	Merged-chr11-107693539-25
NR2781--MA0684.1.RUNX3	chr15	4085775	4085784	+	0.000	0.000	Merged-chr15-4085955-91
NR445--MA0002.2.RUNX1	chr1	161309407	161309417	+	0.000	0.000	Merged-chr1-161309457-43
NR1020--MA0511.2.RUNX2	chr10	98728782	98728790	+	0.000	0.000	Merged-chr10-98728864-24
NR1686--MA0511.2.RUNX2	chr12	69530053	69530061	+	0.000	0.000	Merged-chr12-69529974-44
NR7103--MA0002.2.RUNX1	chr7	110204417	110204427	+	0.000	0.000	Merged-chr7-110204373-3
NR5218--MA0002.2.RUNX1	chr3	135594522	135594532	-	0.000	0.000	Merged-chr3-135594497-62
