#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1223--MA0482.1.Gata4	chr12	92823440	92823450	+	0.000	0.000	Merged-chr12-92823421-39
NR994--MA0766.1.GATA5	chr11	97246705	97246712	-	0.000	0.000	Merged-chr11-97246717-13
NR984--MA0036.3.GATA2	chr11	95835284	95835294	-	0.000	0.000	Merged-chr11-95835319-21
NR2801--MA0035.3.Gata1	chr2	60867099	60867109	-	0.000	0.000	Merged-chr2-60866977-3
NR1475--MA0482.1.Gata4	chr13	85505145	85505155	+	0.000	0.000	Merged-chr13-85505133-53
NR3953--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR4111--MA0140.2.GATA1::TAL1	chr6	136902663	136902680	-	0.000	0.000	Merged-chr6-136902691-26
NR4090--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR1998--MA0482.1.Gata4	chr16	23280258	23280268	+	0.000	0.000	Merged-chr16-23280075-31
NR323--MA0035.3.Gata1	chr1	173599133	173599143	-	0.000	0.000	Merged-chr1-173599178-60
NR3520--MA0140.2.GATA1::TAL1	chr4	124769246	124769263	-	0.000	0.000	Merged-chr4-124769177-27
NR2553--MA0482.1.Gata4	chr19	5348971	5348981	+	0.000	0.000	Merged-chr19-5349151-26
NR3605--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR3145--MA0035.3.Gata1	chr3	89872406	89872416	-	0.000	0.000	Merged-chr3-89872416-43
NR1865--MA0140.2.GATA1::TAL1	chr15	62169759	62169776	+	0.000	0.000	Merged-chr15-62169746-74
NR3791--MA0037.3.GATA3	chr5	115474734	115474741	-	0.000	0.000	Merged-chr5-115474524-35
NR2686--MA0035.3.Gata1	chr2	9688418	9688428	-	0.000	0.000	Merged-chr2-9688295-16
NR3121--MA0482.1.Gata4	chr3	84772177	84772187	-	0.000	0.000	Merged-chr3-84772067-31
NR4712--MA0140.2.GATA1::TAL1	chr9	57659991	57660008	-	0.000	0.000	Merged-chr9-57659986-8
NR997--MA0036.3.GATA2	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR136--MA0766.1.GATA5	chr1	94091864	94091871	+	0.000	0.000	Merged-chr1-94091974-43
NR2072--MA0140.2.GATA1::TAL1	chr16	51767777	51767794	-	0.000	0.000	Merged-chr16-51767896-20
NR4722--MA0482.1.Gata4	chr9	61681487	61681497	-	0.000	0.000	Merged-chr9-61681687-3
NR1226--MA0035.3.Gata1	chr12	92823439	92823449	+	0.000	0.000	Merged-chr12-92823421-39
NR1840--MA0036.3.GATA2	chr15	36231909	36231919	+	0.000	0.000	Merged-chr15-36231997-8
NR886--MA1104.1.GATA6	chr11	70594810	70594822	-	0.000	0.000	Merged-chr11-70594778-39
NR2280--MA0036.3.GATA2	chr17	57060565	57060575	-	0.000	0.000	Merged-chr17-57060464-86
NR3067--MA0766.1.GATA5	chr3	51554317	51554324	+	0.000	0.000	Merged-chr3-51554312-36
NR3015--MA0035.3.Gata1	chr2	166719517	166719527	+	0.000	0.000	Merged-chr2-166719426-29
NR445--MA0035.3.Gata1	chr10	39378351	39378361	+	0.000	0.000	Merged-chr10-39378270-8
NR2285--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR421--MA0482.1.Gata4	chr10	26325439	26325449	+	0.000	0.000	Merged-chr10-26325461-56
NR1029--MA0036.3.GATA2	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR4350--MA0766.1.GATA5	chr7	128132355	128132362	-	0.000	0.000	Merged-chr7-128132284-5
NR1106--MA0482.1.Gata4	chr12	25187347	25187357	+	0.000	0.000	Merged-chr12-25187422-2
NR3538--MA0035.3.Gata1	chr4	136180263	136180273	-	0.000	0.000	Merged-chr4-136180395-76
NR1014--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR877--MA0766.1.GATA5	chr11	69991098	69991105	-	0.000	0.000	Merged-chr11-69991335-71
NR944--MA0482.1.Gata4	chr11	83271749	83271759	+	0.000	0.000	Merged-chr11-83271704-105
NR2051--MA0766.1.GATA5	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR2784--MA0482.1.Gata4	chr2	58137932	58137942	-	0.000	0.000	Merged-chr2-58137903-53
NR4202--MA0035.3.Gata1	chr7	45592269	45592279	+	0.000	0.000	Merged-chr7-45592111-34
NR392--MA0035.3.Gata1	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR4496--MA0036.3.GATA2	chr8	107437297	107437307	+	0.000	0.000	Merged-chr8-107437181-10
NR934--MA0035.3.Gata1	chr11	79207969	79207979	+	0.000	0.000	Merged-chr11-79207824-18
NR4573--MA0482.1.Gata4	chr8	122917818	122917828	+	0.000	0.000	Merged-chr8-122917932-59
NR4385--MA0037.3.GATA3	chr8	19703588	19703595	+	0.000	0.000	Merged-chr8-19703358-67
NR3189--MA0766.1.GATA5	chr3	103385272	103385279	-	0.000	0.000	Merged-chr3-103385702-147
NR891--MA0482.1.Gata4	chr11	70653429	70653439	-	0.000	0.000	Merged-chr11-70653653-5
NR4220--MA0766.1.GATA5	chr7	66060370	66060377	-	0.000	0.000	Merged-chr7-66060555-63
NR2606--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR2797--MA0482.1.Gata4	chr2	60867098	60867108	-	0.000	0.000	Merged-chr2-60866977-3
NR2402--MA0482.1.Gata4	chr18	39457947	39457957	+	0.000	0.000	Merged-chr18-39457993-13
NR3113--MA0482.1.Gata4	chr3	84093106	84093116	-	0.000	0.000	Merged-chr3-84093112-19
NR814--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR424--MA0035.3.Gata1	chr10	26325438	26325448	+	0.000	0.000	Merged-chr10-26325461-56
NR1228--MA0482.1.Gata4	chr12	93227050	93227060	+	0.000	0.000	Merged-chr12-93227052-12
