#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3036--MA0002.2.RUNX1	chr15	36562936	36562946	-	0.000	0.000	Merged-chr15-36562926-39
NR3307--MA0002.2.RUNX1	chr16	10815182	10815192	-	0.000	0.000	Merged-chr16-10815093-30
NR1356--MA0002.2.RUNX1	chr11	50213201	50213211	+	0.000	0.000	Merged-chr11-50213336-46
NR1041--MA0511.2.RUNX2	chr10	92791360	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR2782--MA0002.2.RUNX1	chr14	68035462	68035472	-	0.000	0.000	Merged-chr14-68035283-72
NR1978--MA0511.2.RUNX2	chr12	98269813	98269821	+	0.000	0.000	Merged-chr12-98269804-132
NR7680--MA0511.2.RUNX2	chr7	125581399	125581407	-	0.000	0.000	Merged-chr7-125581363-89
NR5715--MA0002.2.RUNX1	chr4	43937320	43937330	-	0.000	0.000	Merged-chr4-43937152-65
NR7475--MA0511.2.RUNX2	chr7	75600561	75600569	+	0.000	0.000	Merged-chr7-75600674-52
NR1879--MA0002.2.RUNX1	chr12	69539513	69539523	-	0.000	0.000	Merged-chr12-69539558-45
NR7376--MA0002.2.RUNX1	chr7	44857429	44857439	+	0.000	0.000	Merged-chr7-44857288-44
NR5696--MA0002.2.RUNX1	chr4	40721127	40721137	-	0.000	0.000	Merged-chr4-40721165-38
NR3022--MA0684.1.RUNX3	chr15	31546313	31546322	+	0.000	0.000	Merged-chr15-31546423-43
NR575--MA0002.2.RUNX1	chr1	173910926	173910936	+	0.000	0.000	Merged-chr1-173910910-9
NR5718--MA0511.2.RUNX2	chr4	44962502	44962510	+	0.000	0.000	Merged-chr4-44962580-14
NR3767--MA0511.2.RUNX2	chr17	36844432	36844440	-	0.000	0.000	Merged-chr17-36844405-20
NR3668--MA0002.2.RUNX1	chr17	18947425	18947435	-	0.000	0.000	Merged-chr17-18947435-35
NR703--MA0002.2.RUNX1	chr1	193366090	193366100	+	0.000	0.000	Merged-chr1-193366026-12
NR1988--MA0002.2.RUNX1	chr12	98800481	98800491	-	0.000	0.000	Merged-chr12-98800600-14
NR3353--MA0511.2.RUNX2	chr16	25587929	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR7485--MA0002.2.RUNX1	chr7	75915759	75915769	+	0.000	0.000	Merged-chr7-75915701-33
NR7756--MA0002.2.RUNX1	chr7	139911332	139911342	+	0.000	0.000	Merged-chr7-139911302-6
NR5748--MA0684.1.RUNX3	chr4	53826423	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR1722--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR1369--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR7885--MA0684.1.RUNX3	chr8	40584804	40584813	+	0.000	0.000	Merged-chr8-40584789-43
NR640--MA0511.2.RUNX2	chr1	182504347	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR4951--MA0002.2.RUNX1	chr2	132512543	132512553	+	0.000	0.000	Merged-chr2-132512511-69
NR7014--MA0684.1.RUNX3	chr6	99985479	99985488	-	0.000	0.000	Merged-chr6-99985483-19
NR2943--MA0684.1.RUNX3	chr15	4085775	4085784	+	0.000	0.000	Merged-chr15-4085955-91
NR6267--MA0511.2.RUNX2	chr5	23719094	23719102	+	0.000	0.000	Merged-chr5-23719169-48
NR812--MA0002.2.RUNX1	chr10	30537424	30537434	-	0.000	0.000	Merged-chr10-30537547-6
NR7389--MA0002.2.RUNX1	chr7	48919736	48919746	+	0.000	0.000	Merged-chr7-48919531-17
NR5314--MA0002.2.RUNX1	chr3	83080983	83080993	+	0.000	0.000	Merged-chr3-83080875-43
NR3092--MA0002.2.RUNX1	chr15	55520967	55520977	-	0.000	0.000	Merged-chr15-55520889-48
NR3306--MA0684.1.RUNX3	chr16	10665352	10665361	-	0.000	0.000	Merged-chr16-10665545-75
NR7821--MA0511.2.RUNX2	chr8	19161780	19161788	+	0.000	0.000	Merged-chr8-19161757-88
NR5109--MA0002.2.RUNX1	chr2	166610501	166610511	-	0.000	0.000	Merged-chr2-166610595-30
NR8420--MA0002.2.RUNX1	chr9	82961600	82961610	+	0.000	0.000	Merged-chr9-82961653-22
NR1478--MA0002.2.RUNX1	chr11	75961938	75961948	-	0.000	0.000	Merged-chr11-75962033-17
NR5936--MA0511.2.RUNX2	chr4	121041163	121041171	+	0.000	0.000	Merged-chr4-121041130-36
NR1749--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR7789--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR5509--MA0684.1.RUNX3	chr3	130932422	130932431	+	0.000	0.000	Merged-chr3-130932446-30
NR5837--MA0002.2.RUNX1	chr4	88006046	88006056	+	0.000	0.000	Merged-chr4-88006036-27
NR445--MA0002.2.RUNX1	chr1	155099515	155099525	+	0.000	0.000	Merged-chr1-155099585-8
NR7868--MA0511.2.RUNX2	chr8	34740486	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR1335--MA0002.2.RUNX1	chr11	43705357	43705367	-	0.000	0.000	Merged-chr11-43705351-17
NR7498--MA0002.2.RUNX1	chr7	80647630	80647640	+	0.000	0.000	Merged-chr7-80647614-48
NR5152--MA0002.2.RUNX1	chr2	173455289	173455299	+	0.000	0.000	Merged-chr2-173455329-43
NR3415--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR968--MA0002.2.RUNX1	chr10	75839305	75839315	-	0.000	0.000	Merged-chr10-75839326-47
NR4693--MA0002.2.RUNX1	chr2	49313370	49313380	-	0.000	0.000	Merged-chr2-49313171-56
NR5281--MA0684.1.RUNX3	chr3	62339075	62339084	+	0.000	0.000	Merged-chr3-62339060-22
NR7084--MA0002.2.RUNX1	chr6	119918902	119918912	+	0.000	0.000	Merged-chr6-119918835-40
NR5076--MA0684.1.RUNX3	chr2	163120929	163120938	+	0.000	0.000	Merged-chr2-163121047-86
NR283--MA0002.2.RUNX1	chr1	106035625	106035635	+	0.000	0.000	Merged-chr1-106035815-1
NR3124--MA0002.2.RUNX1	chr15	65727289	65727299	+	0.000	0.000	Merged-chr15-65727192-50
NR3376--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR2079--MA0684.1.RUNX3	chr12	111599076	111599085	-	0.000	0.000	Merged-chr12-111599080-10
NR7136--MA0684.1.RUNX3	chr6	127103015	127103024	+	0.000	0.000	Merged-chr6-127103000-20
NR1381--MA0511.2.RUNX2	chr11	53097005	53097013	+	0.000	0.000	Merged-chr11-53097142-34
NR7407--MA0684.1.RUNX3	chr7	55890219	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR2522--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR3899--MA0002.2.RUNX1	chr17	73815027	73815037	+	0.000	0.000	Merged-chr17-73814943-62
NR934--MA0002.2.RUNX1	chr10	70156646	70156656	+	0.000	0.000	Merged-chr10-70156646-22
NR1348--MA0002.2.RUNX1	chr11	46462158	46462168	+	0.000	0.000	Merged-chr11-46462115-37
NR4930--MA0002.2.RUNX1	chr2	128502839	128502849	+	0.000	0.000	Merged-chr2-128502877-18
