#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR3707--MA0684.1.RUNX3	chr17	65541199	65541208	+	0.000	0.000	Merged-chr17-65540988-64
NR5239--MA0002.2.RUNX1	chr3	115692546	115692556	-	0.000	0.000	Merged-chr3-115692552-34
NR73--MA0511.2.RUNX2	chr1	39896694	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR7524--MA0684.1.RUNX3	chr7	136164676	136164685	+	0.000	0.000	Merged-chr7-136164647-23
NR2910--MA0002.2.RUNX1	chr15	38326646	38326656	-	0.000	0.000	Merged-chr15-38326552-13
NR1071--MA0684.1.RUNX3	chr11	5541337	5541346	+	0.000	0.000	Merged-chr11-5541384-26
NR780--MA0002.2.RUNX1	chr10	68673689	68673699	+	0.000	0.000	Merged-chr10-68673774-53
NR3145--MA0002.2.RUNX1	chr15	100706484	100706494	+	0.000	0.000	Merged-chr15-100706630-70
NR5652--MA0511.2.RUNX2	chr4	99829122	99829130	+	0.000	0.000	Merged-chr4-99829355-64
NR3101--MA0511.2.RUNX2	chr15	93563705	93563713	+	0.000	0.000	Merged-chr15-93563752-30
NR1421--MA0511.2.RUNX2	chr11	104582889	104582897	-	0.000	0.000	Merged-chr11-104582835-39
NR5348--MA0002.2.RUNX1	chr3	138909520	138909530	+	0.000	0.000	Merged-chr3-138909500-18
NR1051--MA0002.2.RUNX1	chr11	3155110	3155120	+	0.000	0.000	Merged-chr11-3155205-32
NR1988--MA0002.2.RUNX1	chr12	118373364	118373374	+	0.000	0.000	Merged-chr12-118373393-48
NR5477--MA0684.1.RUNX3	chr4	32179943	32179952	+	0.000	0.000	Merged-chr4-32179914-44
NR5205--MA0002.2.RUNX1	chr3	103914579	103914589	+	0.000	0.000	Merged-chr3-103914557-104
NR5761--MA0511.2.RUNX2	chr4	128811607	128811615	+	0.000	0.000	Merged-chr4-128811652-46
NR3005--MA0511.2.RUNX2	chr15	73150952	73150960	+	0.000	0.000	Merged-chr15-73151082-33
NR6267--MA0511.2.RUNX2	chr5	105840059	105840067	-	0.000	0.000	Merged-chr5-105840151-44
NR5186--MA0002.2.RUNX1	chr3	101098205	101098215	+	0.000	0.000	Merged-chr3-101098276-14
NR3111--MA0002.2.RUNX1	chr15	95763082	95763092	-	0.000	0.000	Merged-chr15-95763066-31
NR7537--MA0684.1.RUNX3	chr7	137476759	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR2381--MA0002.2.RUNX1	chr13	111826797	111826807	-	0.000	0.000	Merged-chr13-111826819-15
NR793--MA0002.2.RUNX1	chr10	71247269	71247279	-	0.000	0.000	Merged-chr10-71247188-37
NR1626--MA0684.1.RUNX3	chr12	41331184	41331193	-	0.000	0.000	Merged-chr12-41331287-30
