#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR712--MA0508.2.PRDM1	chr16	22390630	22390639	+	0.000	0.000	Merged-chr16-22390538-1
NR1060--MA0508.2.PRDM1	chr2	101993229	101993238	+	0.000	0.000	Merged-chr2-101993125-49
NR1583--MA0508.2.PRDM1	chr7	12910141	12910150	-	0.000	0.000	Merged-chr7-12910020-103
NR1378--MA0508.2.PRDM1	chr5	64488158	64488167	+	0.000	0.000	Merged-chr5-64487990-63
NR1649--MA0508.2.PRDM1	chr7	112918350	112918359	-	0.000	0.000	Merged-chr7-112918407-20
NR821--MA0508.2.PRDM1	chr17	70973593	70973602	+	0.000	0.000	Merged-chr17-70973710-59
NR202--MA0508.2.PRDM1	chr10	44786361	44786370	-	0.000	0.000	Merged-chr10-44786456-11
NR1758--MA0508.2.PRDM1	chr9	25230348	25230357	-	0.000	0.000	Merged-chr9-25230368-52
NR454--MA0508.2.PRDM1	chr13	20306473	20306482	-	0.000	0.000	Merged-chr13-20306536-31
NR725--MA0508.2.PRDM1	chr16	31234186	31234195	+	0.000	0.000	Merged-chr16-31234137-43
NR1073--MA0508.2.PRDM1	chr2	117089713	117089722	-	0.000	0.000	Merged-chr2-117089625-28
NR1615--MA0508.2.PRDM1	chr7	74697053	74697062	+	0.000	0.000	Merged-chr7-74696900-78
NR311--MA0508.2.PRDM1	chr11	64116865	64116874	-	0.000	0.000	Merged-chr11-64116814-48
NR977--MA0508.2.PRDM1	chr2	6220491	6220500	-	0.000	0.000	Merged-chr2-6220387-36
NR292--MA0508.2.PRDM1	chr11	20326625	20326634	+	0.000	0.000	Merged-chr11-20326437-1
NR1519--MA0508.2.PRDM1	chr6	107748910	107748919	-	0.000	0.000	Merged-chr6-107749008-33
NR1105--MA0508.2.PRDM1	chr2	145905309	145905318	+	0.000	0.000	Merged-chr2-145905286-60
NR71--MA0508.2.PRDM1	chr1	127381124	127381133	+	0.000	0.000	Merged-chr1-127381080-26
NR1357--MA0508.2.PRDM1	chr5	32485713	32485722	-	0.000	0.000	Merged-chr5-32485648-7
NR1628--MA0508.2.PRDM1	chr7	89499827	89499836	-	0.000	0.000	Merged-chr7-89500080-22
NR1214--MA0508.2.PRDM1	chr3	123385939	123385948	+	0.000	0.000	Merged-chr3-123385920-64
NR433--MA0508.2.PRDM1	chr12	115262600	115262609	-	0.000	0.000	Merged-chr12-115262701-27
NR704--MA0508.2.PRDM1	chr16	10992650	10992659	-	0.000	0.000	Merged-chr16-10992753-110
NR1052--MA0508.2.PRDM1	chr2	84798206	84798215	+	0.000	0.000	Merged-chr2-84798317-11
NR1118--MA0508.2.PRDM1	chr2	164353660	164353669	-	0.000	0.000	Merged-chr2-164353561-20
NR84--MA0508.2.PRDM1	chr1	138559838	138559847	-	0.000	0.000	Merged-chr1-138559796-44
NR685--MA0508.2.PRDM1	chr15	93581887	93581896	+	0.000	0.000	Merged-chr15-93581886-25
NR956--MA0508.2.PRDM1	chr19	53900127	53900136	-	0.000	0.000	Merged-chr19-53900039-75
NR1607--MA0508.2.PRDM1	chr7	58475299	58475308	-	0.000	0.000	Merged-chr7-58475361-44
NR97--MA0508.2.PRDM1	chr1	152010419	152010428	-	0.000	0.000	Merged-chr1-152010502-52
NR1588--MA0508.2.PRDM1	chr7	19573482	19573491	+	0.000	0.000	Merged-chr7-19573361-57
NR1174--MA0508.2.PRDM1	chr3	84035906	84035915	-	0.000	0.000	Merged-chr3-84035969-7
NR141--MA0508.2.PRDM1	chr1	184738121	184738130	-	0.000	0.000	Merged-chr1-184738115-15
NR63--MA0508.2.PRDM1	chr1	106647497	106647506	-	0.000	0.000	Merged-chr1-106647524-44
NR393--MA0508.2.PRDM1	chr12	69853634	69853643	+	0.000	0.000	Merged-chr12-69853558-20
NR935--MA0508.2.PRDM1	chr19	32712447	32712456	+	0.000	0.000	Merged-chr19-32712408-94
NR1078--MA0508.2.PRDM1	chr2	122180682	122180691	+	0.000	0.000	Merged-chr2-122180612-37
NR4--MA0508.2.PRDM1	chr1	13382541	13382550	-	0.000	0.000	Merged-chr1-13382643-29
NR773--MA0508.2.PRDM1	chr17	5747980	5747989	-	0.000	0.000	Merged-chr17-5748141-46
NR630--MA0508.2.PRDM1	chr14	122754655	122754664	-	0.000	0.000	Merged-chr14-122754701-5
NR1315--MA0508.2.PRDM1	chr4	122898564	122898573	-	0.000	0.000	Merged-chr4-122898510-27
NR534--MA0508.2.PRDM1	chr13	107114044	107114053	+	0.000	0.000	Merged-chr13-107114151-28
NR914--MA0508.2.PRDM1	chr19	6869651	6869660	+	0.000	0.000	Merged-chr19-6869528-29
NR1328--MA0508.2.PRDM1	chr4	136031644	136031653	+	0.000	0.000	Merged-chr4-136031447-41
NR752--MA0508.2.PRDM1	chr16	75617833	75617842	-	0.000	0.000	Merged-chr16-75617911-31
NR799--MA0508.2.PRDM1	chr17	34296201	34296210	+	0.000	0.000	Merged-chr17-34296219-24
NR242--MA0508.2.PRDM1	chr10	94552294	94552303	-	0.000	0.000	Merged-chr10-94552139-57
NR513--MA0508.2.PRDM1	chr13	91224129	91224138	+	0.000	0.000	Merged-chr13-91224009-83
NR874--MA0508.2.PRDM1	chr18	50010017	50010026	-	0.000	0.000	Merged-chr18-50010125-24
