#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR7889--MA0511.2.RUNX2	chr8	115185670	115185678	-	0.000	0.000	Merged-chr8-115185594-22
NR3307--MA0002.2.RUNX1	chr16	49774779	49774789	+	0.000	0.000	Merged-chr16-49774880-113
NR3592--MA0511.2.RUNX2	chr17	30842506	30842514	-	0.000	0.000	Merged-chr17-30842407-10
NR5321--MA0684.1.RUNX3	chr3	133328655	133328664	-	0.000	0.000	Merged-chr3-133328719-18
NR5173--MA0002.2.RUNX1	chr3	96833555	96833565	+	0.000	0.000	Merged-chr3-96833450-4
NR5444--MA0002.2.RUNX1	chr4	8907004	8907014	+	0.000	0.000	Merged-chr4-8906961-41
NR3436--MA0684.1.RUNX3	chr16	93552876	93552885	-	0.000	0.000	Merged-chr16-93552984-42
NR7680--MA0511.2.RUNX2	chr8	40584804	40584812	+	0.000	0.000	Merged-chr8-40584789-43
NR5715--MA0002.2.RUNX1	chr4	115984293	115984303	-	0.000	0.000	Merged-chr4-115984376-24
NR1485--MA0684.1.RUNX3	chr11	116254743	116254752	+	0.000	0.000	Merged-chr11-116254750-41
NR1008--MA0002.2.RUNX1	chr10	121189337	121189347	-	0.000	0.000	Merged-chr10-121189304-59
NR1137--MA0684.1.RUNX3	chr11	40693595	40693604	-	0.000	0.000	Merged-chr11-40693557-6
NR5381--MA0511.2.RUNX2	chr3	146152625	146152633	-	0.000	0.000	Merged-chr3-146152558-21
NR4399--MA0684.1.RUNX3	chr2	26389341	26389350	+	0.000	0.000	Merged-chr2-26389230-66
NR1408--MA0684.1.RUNX3	chr11	102209020	102209029	-	0.000	0.000	Merged-chr11-102208952-14
NR5923--MA0511.2.RUNX2	chr4	150269496	150269504	+	0.000	0.000	Merged-chr4-150269601-64
NR1736--MA0002.2.RUNX1	chr12	87470305	87470315	+	0.000	0.000	Merged-chr12-87470490-42
NR2891--MA0002.2.RUNX1	chr15	36640859	36640869	+	0.000	0.000	Merged-chr15-36640954-48
NR7899--MA0002.2.RUNX1	chr8	115729321	115729331	-	0.000	0.000	Merged-chr8-115729318-9
NR7028--MA0002.2.RUNX1	chr6	149307983	149307993	+	0.000	0.000	Merged-chr6-149307945-23
NR4971--MA0684.1.RUNX3	chr3	18624050	18624059	+	0.000	0.000	Merged-chr3-18624063-31
NR6774--MA0002.2.RUNX1	chr6	114644726	114644736	+	0.000	0.000	Merged-chr6-114644613-24
NR1117--MA0002.2.RUNX1	chr11	23818890	23818900	+	0.000	0.000	Merged-chr11-23819028-15
NR7633--MA0684.1.RUNX3	chr8	22405901	22405910	-	0.000	0.000	Merged-chr8-22405869-37
NR7485--MA0002.2.RUNX1	chr7	128158949	128158959	+	0.000	0.000	Merged-chr7-128158931-27
NR83--MA0002.2.RUNX1	chr1	40473882	40473892	+	0.000	0.000	Merged-chr1-40473860-44
NR1180--MA0684.1.RUNX3	chr11	54217571	54217580	+	0.000	0.000	Merged-chr11-54217626-10
