#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1576--MA0731.1.BCL6B	chr8	114506161	114506177	+	0.000	0.000	Merged-chr8-114506190-31
NR1433--MA0731.1.BCL6B	chr7	39544305	39544321	-	0.000	0.000	Merged-chr7-39544508-62
NR264--MA0463.1.Bcl6	chr11	78345897	78345910	+	0.000	0.000	Merged-chr11-78345997-37
NR1685--MA0731.1.BCL6B	chr9	122185191	122185207	-	0.000	0.000	Merged-chr9-122185213-17
NR51--MA0731.1.BCL6B	chr1	106395688	106395704	+	0.000	0.000	Merged-chr1-106395596-30
NR824--MA0463.1.Bcl6	chr19	14598236	14598249	-	0.000	0.000	Merged-chr19-14598034-110
NR1049--MA0463.1.Bcl6	chr3	96905379	96905392	+	0.000	0.000	Merged-chr3-96905193-62
NR721--MA0463.1.Bcl6	chr17	29606455	29606468	+	0.000	0.000	Merged-chr17-29606605-11
NR166--MA0463.1.Bcl6	chr10	85046839	85046852	-	0.000	0.000	Merged-chr10-85046752-18
NR902--MA0731.1.BCL6B	chr2	69862573	69862589	+	0.000	0.000	Merged-chr2-69862499-13
NR1521--MA0731.1.BCL6B	chr8	12607380	12607396	-	0.000	0.000	Merged-chr8-12607436-37
NR287--MA0463.1.Bcl6	chr11	98918364	98918377	+	0.000	0.000	Merged-chr11-98918377-19
NR1179--MA0463.1.Bcl6	chr4	133844629	133844642	+	0.000	0.000	Merged-chr4-133844550-10
NR296--MA0463.1.Bcl6	chr11	103375378	103375391	-	0.000	0.000	Merged-chr11-103375376-18
NR972--MA0463.1.Bcl6	chr2	152104938	152104951	+	0.000	0.000	Merged-chr2-152105009-1
NR501--MA0731.1.BCL6B	chr14	50807834	50807850	-	0.000	0.000	Merged-chr14-50807721-56
NR726--MA0463.1.Bcl6	chr17	32424202	32424215	-	0.000	0.000	Merged-chr17-32424197-48
NR511--MA0463.1.Bcl6	chr14	55643728	55643741	-	0.000	0.000	Merged-chr14-55643644-87
NR1627--MA0463.1.Bcl6	chr9	57831510	57831523	-	0.000	0.000	Merged-chr9-57831644-49
NR838--MA0463.1.Bcl6	chr19	34550722	34550735	-	0.000	0.000	Merged-chr19-34550799-53
NR623--MA0463.1.Bcl6	chr16	11519381	11519394	+	0.000	0.000	Merged-chr16-11519349-21
NR516--MA0463.1.Bcl6	chr14	60634739	60634752	+	0.000	0.000	Merged-chr14-60634625-83
NR1547--MA0463.1.Bcl6	chr8	70806729	70806742	+	0.000	0.000	Merged-chr8-70806772-33
NR56--MA0463.1.Bcl6	chr1	118403981	118403994	-	0.000	0.000	Merged-chr1-118403887-21
NR664--MA0463.1.Bcl6	chr16	78490565	78490578	-	0.000	0.000	Merged-chr16-78490593-70
NR418--MA0463.1.Bcl6	chr13	49247952	49247965	+	0.000	0.000	Merged-chr13-49248043-74
NR1377--MA0731.1.BCL6B	chr6	112207462	112207478	-	0.000	0.000	Merged-chr6-112207426-39
NR1319--MA0463.1.Bcl6	chr5	146845045	146845058	-	0.000	0.000	Merged-chr5-146845015-50
NR1181--MA0731.1.BCL6B	chr4	135292735	135292751	-	0.000	0.000	Merged-chr4-135292823-34
NR351--MA0463.1.Bcl6	chr12	83632244	83632257	-	0.000	0.000	Merged-chr12-83632308-58
NR1606--MA0731.1.BCL6B	chr9	32594531	32594547	+	0.000	0.000	Merged-chr9-32594541-47
NR253--MA0463.1.Bcl6	chr11	68726821	68726834	+	0.000	0.000	Merged-chr11-68726851-12
NR825--MA0731.1.BCL6B	chr19	14598236	14598252	+	0.000	0.000	Merged-chr19-14598034-110
NR392--MA0731.1.BCL6B	chr12	119157077	119157093	-	0.000	0.000	Merged-chr12-119157162-44
NR1077--MA0731.1.BCL6B	chr3	132791402	132791418	-	0.000	0.000	Merged-chr3-132791387-40
NR1172--MA0463.1.Bcl6	chr4	132040314	132040327	-	0.000	0.000	Merged-chr4-132040319-80
NR41--MA0731.1.BCL6B	chr1	88450668	88450684	+	0.000	0.000	Merged-chr1-88450830-24
NR708--MA0731.1.BCL6B	chr17	15499617	15499633	-	0.000	0.000	Merged-chr17-15499813-50
NR88--MA0731.1.BCL6B	chr1	161894142	161894158	+	0.000	0.000	Merged-chr1-161894254-19
NR388--MA0463.1.Bcl6	chr12	115404472	115404485	-	0.000	0.000	Merged-chr12-115404436-40
NR546--MA0731.1.BCL6B	chr14	118865201	118865217	+	0.000	0.000	Merged-chr14-118865146-38
NR1436--MA0731.1.BCL6B	chr7	44896014	44896030	-	0.000	0.000	Merged-chr7-44895929-62
NR13--MA0463.1.Bcl6	chr1	37000525	37000538	-	0.000	0.000	Merged-chr1-37000533-36
NR827--MA0463.1.Bcl6	chr19	15883052	15883065	-	0.000	0.000	Merged-chr19-15883225-34
NR764--MA0731.1.BCL6B	chr17	86732170	86732186	+	0.000	0.000	Merged-chr17-86732314-48
NR1522--MA0463.1.Bcl6	chr8	12672243	12672256	+	0.000	0.000	Merged-chr8-12672209-68
NR254--MA0731.1.BCL6B	chr11	68768669	68768685	+	0.000	0.000	Merged-chr11-68768507-16
NR863--MA0463.1.Bcl6	chr2	19389000	19389013	+	0.000	0.000	Merged-chr2-19388892-38
NR1518--MA0463.1.Bcl6	chr7	142435488	142435501	+	0.000	0.000	Merged-chr7-142435660-33
NR881--MA0463.1.Bcl6	chr2	48333073	48333086	+	0.000	0.000	Merged-chr2-48333008-54
NR27--MA0463.1.Bcl6	chr1	75521898	75521911	-	0.000	0.000	Merged-chr1-75521691-67
NR1424--MA0463.1.Bcl6	chr7	24442088	24442101	+	0.000	0.000	Merged-chr7-24442029-26
NR852--MA0731.1.BCL6B	chr19	53421457	53421473	-	0.000	0.000	Merged-chr19-53421333-52
NR647--MA0731.1.BCL6B	chr16	44724614	44724630	-	0.000	0.000	Merged-chr16-44724464-54
NR747--MA0463.1.Bcl6	chr17	56269274	56269287	+	0.000	0.000	Merged-chr17-56269390-41
NR756--MA0731.1.BCL6B	chr17	79347975	79347991	+	0.000	0.000	Merged-chr17-79348160-59
NR63--MA0463.1.Bcl6	chr1	134060902	134060915	+	0.000	0.000	Merged-chr1-134061079-45
NR722--MA0731.1.BCL6B	chr17	29606452	29606468	-	0.000	0.000	Merged-chr17-29606605-11
NR313--MA0463.1.Bcl6	chr11	117081940	117081953	-	0.000	0.000	Merged-chr11-117081831-19
NR1572--MA0463.1.Bcl6	chr8	109614654	109614667	-	0.000	0.000	Merged-chr8-109614638-43
