#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR712--MA0508.2.PRDM1	chr16	78236891	78236900	-	0.000	0.000	Merged-chr16-78236959-38
NR693--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR1583--MA0508.2.PRDM1	chr7	81855229	81855238	+	0.000	0.000	Merged-chr7-81855095-36
NR15--MA0508.2.PRDM1	chr1	52100604	52100613	+	0.000	0.000	Merged-chr1-52100715-41
NR1487--MA0508.2.PRDM1	chr6	106793804	106793813	+	0.000	0.000	Merged-chr6-106793923-177
NR1758--MA0508.2.PRDM1	chr9	63738502	63738511	+	0.000	0.000	Merged-chr9-63738316-120
NR930--MA0508.2.PRDM1	chr2	5642776	5642785	-	0.000	0.000	Merged-chr2-5642867-48
NR454--MA0508.2.PRDM1	chr13	24419835	24419844	+	0.000	0.000	Merged-chr13-24419838-27
NR725--MA0508.2.PRDM1	chr16	94402423	94402432	+	0.000	0.000	Merged-chr16-94402317-35
NR1344--MA0508.2.PRDM1	chr5	43355258	43355267	+	0.000	0.000	Merged-chr5-43355421-55
NR311--MA0508.2.PRDM1	chr11	94210257	94210266	+	0.000	0.000	Merged-chr11-94210319-4
NR834--MA0508.2.PRDM1	chr18	65099380	65099389	-	0.000	0.000	Merged-chr18-65099318-13
NR1105--MA0508.2.PRDM1	chr3	71564229	71564238	+	0.000	0.000	Merged-chr3-71564100-40
NR943--MA0508.2.PRDM1	chr2	18765756	18765765	-	0.000	0.000	Merged-chr2-18765910-35
NR781--MA0508.2.PRDM1	chr17	66074191	66074200	-	0.000	0.000	Merged-chr17-66074199-45
NR1466--MA0508.2.PRDM1	chr6	88756979	88756988	-	0.000	0.000	Merged-chr6-88757111-24
NR704--MA0508.2.PRDM1	chr16	52147413	52147422	+	0.000	0.000	Merged-chr16-52147489-52
NR1052--MA0508.2.PRDM1	chr2	163084299	163084308	+	0.000	0.000	Merged-chr2-163084384-15
NR1323--MA0508.2.PRDM1	chr5	9101018	9101027	+	0.000	0.000	Merged-chr5-9101041-100
NR1118--MA0508.2.PRDM1	chr3	87970338	87970347	+	0.000	0.000	Merged-chr3-87970386-8
NR1575--MA0508.2.PRDM1	chr7	73531100	73531109	+	0.000	0.000	Merged-chr7-73531012-64
NR271--MA0508.2.PRDM1	chr11	46474288	46474297	-	0.000	0.000	Merged-chr11-46474391-31
NR813--MA0508.2.PRDM1	chr18	32192333	32192342	-	0.000	0.000	Merged-chr18-32192400-28
NR794--MA0508.2.PRDM1	chr17	86187956	86187965	-	0.000	0.000	Merged-chr17-86187981-35
NR303--MA0508.2.PRDM1	chr11	84880156	84880165	+	0.000	0.000	Merged-chr11-84880218-87
NR826--MA0508.2.PRDM1	chr18	60375874	60375883	+	0.000	0.000	Merged-chr18-60375896-42
