#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR7765--MA0117.2.Mafb	chr3	96759766	96759777	-	0.000	0.000	Merged-chr3-96759827-28
NR757--MA0496.2.MAFK	chr1	152254076	152254094	+	0.000	0.000	Merged-chr1-152254014-57
NR4593--MA0089.1.MAFG::NFE2L1	chr15	93712836	93712841	-	0.000	0.000	Merged-chr15-93712745-43
NR12550--MA0495.2.MAFF	chrX	57177427	57177447	-	0.000	0.000	Merged-chrX-57177488-49
NR11229--MA0591.1.Bach1::Mafk	chr7	127181061	127181075	+	0.000	0.000	Merged-chr7-127180997-43
NR9809--MA0495.2.MAFF	chr5	147056151	147056171	-	0.000	0.000	Merged-chr5-147056200-56
NR1443--MA0496.2.MAFK	chr10	69542860	69542878	+	0.000	0.000	Merged-chr10-69542895-13
NR5227--MA0591.1.Bach1::Mafk	chr17	21962761	21962775	+	0.000	0.000	Merged-chr17-21962669-83
NR9591--MA0591.1.Bach1::Mafk	chr5	112324701	112324715	+	0.000	0.000	Merged-chr5-112324796-2
NR2835--MA0089.1.MAFG::NFE2L1	chr12	105455242	105455247	+	0.000	0.000	Merged-chr12-105455367-17
NR5034--MA0501.1.MAF::NFE2	chr16	90221018	90221032	-	0.000	0.000	Merged-chr16-90220998-103
NR663--MA0496.2.MAFK	chr1	131108797	131108815	+	0.000	0.000	Merged-chr1-131108920-12
NR5043--MA0089.1.MAFG::NFE2L1	chr16	91366733	91366738	-	0.000	0.000	Merged-chr16-91366873-55
NR3883--MA0501.1.MAF::NFE2	chr14	49235090	49235104	+	0.000	0.000	Merged-chr14-49234999-34
NR11527--MA0496.2.MAFK	chr8	34173430	34173448	-	0.000	0.000	Merged-chr8-34173383-21
NR6888--MA0496.2.MAFK	chr2	120599710	120599728	+	0.000	0.000	Merged-chr2-120599667-35
NR2382--MA0591.1.Bach1::Mafk	chr11	120729639	120729653	-	0.000	0.000	Merged-chr11-120729772-16
NR6142--MA0591.1.Bach1::Mafk	chr19	24985227	24985241	-	0.000	0.000	Merged-chr19-24985157-18
NR8824--MA0089.1.MAFG::NFE2L1	chr4	132008369	132008374	-	0.000	0.000	Merged-chr4-132008360-32
