#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR170--MA0508.2.PRDM1	chr10	22299683	22299692	+	0.000	0.000	Merged-chr10-22299519-45
NR441--MA0508.2.PRDM1	chr12	115298215	115298224	-	0.000	0.000	Merged-chr12-115298159-31
NR712--MA0508.2.PRDM1	chr16	52329570	52329579	+	0.000	0.000	Merged-chr16-52329510-16
NR1060--MA0508.2.PRDM1	chr3	65929709	65929718	-	0.000	0.000	Merged-chr3-65929899-83
NR964--MA0508.2.PRDM1	chr2	75148024	75148033	+	0.000	0.000	Merged-chr2-75148078-33
NR1378--MA0508.2.PRDM1	chr6	91125020	91125029	+	0.000	0.000	Merged-chr6-91125010-35
NR1649--MA0508.2.PRDM1	chr8	126652461	126652470	-	0.000	0.000	Merged-chr8-126652316-29
NR15--MA0508.2.PRDM1	chr1	36883963	36883972	-	0.000	0.000	Merged-chr1-36883943-16
NR550--MA0508.2.PRDM1	chr14	10146639	10146648	-	0.000	0.000	Merged-chr14-10146570-14
NR1487--MA0508.2.PRDM1	chr7	27337673	27337682	+	0.000	0.000	Merged-chr7-27337719-26
NR454--MA0508.2.PRDM1	chr13	16021028	16021037	-	0.000	0.000	Merged-chr13-16020821-23
NR1344--MA0508.2.PRDM1	chr6	47294433	47294442	+	0.000	0.000	Merged-chr6-47294463-18
NR1615--MA0508.2.PRDM1	chr8	77429894	77429903	-	0.000	0.000	Merged-chr8-77429902-19
NR1139--MA0508.2.PRDM1	chr4	11095661	11095670	-	0.000	0.000	Merged-chr4-11095738-16
NR977--MA0508.2.PRDM1	chr2	101819592	101819601	+	0.000	0.000	Merged-chr2-101819569-26
NR1201--MA0508.2.PRDM1	chr4	132898346	132898355	+	0.000	0.000	Merged-chr4-132898365-25
NR292--MA0508.2.PRDM1	chr11	4319158	4319167	+	0.000	0.000	Merged-chr11-4319029-17
NR563--MA0508.2.PRDM1	chr14	32388585	32388594	-	0.000	0.000	Merged-chr14-32388438-6
NR1182--MA0508.2.PRDM1	chr4	103123116	103123125	-	0.000	0.000	Merged-chr4-103123254-34
NR672--MA0508.2.PRDM1	chr16	10769881	10769890	+	0.000	0.000	Merged-chr16-10769811-36
NR1357--MA0508.2.PRDM1	chr6	66472895	66472904	+	0.000	0.000	Merged-chr6-66473070-26
NR1628--MA0508.2.PRDM1	chr8	90877381	90877390	-	0.000	0.000	Merged-chr8-90877142-94
NR800--MA0508.2.PRDM1	chr17	88403478	88403487	+	0.000	0.000	Merged-chr17-88403515-53
NR324--MA0508.2.PRDM1	chr11	68434822	68434831	-	0.000	0.000	Merged-chr11-68434991-1
NR1214--MA0508.2.PRDM1	chr4	138282969	138282978	-	0.000	0.000	Merged-chr4-138283015-36
NR162--MA0508.2.PRDM1	chr10	14052546	14052555	+	0.000	0.000	Merged-chr10-14052449-13
NR1052--MA0508.2.PRDM1	chr3	51560823	51560832	+	0.000	0.000	Merged-chr3-51560755-201
NR1118--MA0508.2.PRDM1	chr3	146039567	146039576	-	0.000	0.000	Merged-chr3-146039588-29
NR685--MA0508.2.PRDM1	chr16	25250333	25250342	+	0.000	0.000	Merged-chr16-25250353-21
NR651--MA0508.2.PRDM1	chr15	85828932	85828941	+	0.000	0.000	Merged-chr15-85828905-13
NR969--MA0508.2.PRDM1	chr2	79698303	79698312	+	0.000	0.000	Merged-chr2-79698404-21
NR141--MA0508.2.PRDM1	chr1	191182897	191182906	-	0.000	0.000	Merged-chr1-191183227-91
NR393--MA0508.2.PRDM1	chr12	61994427	61994436	-	0.000	0.000	Merged-chr12-61994556-31
NR664--MA0508.2.PRDM1	chr15	100605063	100605072	+	0.000	0.000	Merged-chr15-100605074-53
NR1349--MA0508.2.PRDM1	chr6	51580395	51580404	-	0.000	0.000	Merged-chr6-51580456-21
NR4--MA0508.2.PRDM1	chr1	13293643	13293652	-	0.000	0.000	Merged-chr1-13293593-50
NR250--MA0508.2.PRDM1	chr10	95880522	95880531	-	0.000	0.000	Merged-chr10-95880381-56
NR773--MA0508.2.PRDM1	chr17	45703389	45703398	-	0.000	0.000	Merged-chr17-45703436-19
