#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1162--MA0731.1.BCL6B	chr5	77170705	77170721	-	0.000	0.000	Merged-chr5-77170742-14
NR1271--MA0731.1.BCL6B	chr6	113668825	113668841	+	0.000	0.000	Merged-chr6-113668955-38
NR1398--MA0463.1.Bcl6	chr7	114817785	114817798	+	0.000	0.000	Merged-chr7-114817676-52
NR1446--MA0731.1.BCL6B	chr8	25578403	25578419	-	0.000	0.000	Merged-chr8-25578502-39
NR824--MA0463.1.Bcl6	chr2	36049404	36049417	-	0.000	0.000	Merged-chr2-36049261-79
NR1284--MA0731.1.BCL6B	chr6	127365248	127365264	+	0.000	0.000	Merged-chr6-127365482-29
NR1555--MA0731.1.BCL6B	chr9	52259708	52259724	+	0.000	0.000	Merged-chr9-52259787-26
NR1622--MA0463.1.Bcl6	chrX	12129234	12129247	-	0.000	0.000	Merged-chrX-12129136-2
NR287--MA0463.1.Bcl6	chr11	89024322	89024335	-	0.000	0.000	Merged-chr11-89024298-29
NR1197--MA0463.1.Bcl6	chr5	129594207	129594220	+	0.000	0.000	Merged-chr5-129594296-34
NR511--MA0463.1.Bcl6	chr14	74947736	74947749	+	0.000	0.000	Merged-chr14-74947864-55
NR42--MA0463.1.Bcl6	chr1	72212336	72212349	-	0.000	0.000	Merged-chr1-72212180-28
NR591--MA0731.1.BCL6B	chr16	24652366	24652382	-	0.000	0.000	Merged-chr16-24652303-15
NR1430--MA0463.1.Bcl6	chr7	131112869	131112882	-	0.000	0.000	Merged-chr7-131112700-22
NR641--MA0463.1.Bcl6	chr17	5060866	5060879	+	0.000	0.000	Merged-chr17-5060798-16
NR762--MA0463.1.Bcl6	chr19	10830063	10830076	-	0.000	0.000	Merged-chr19-10829902-50
NR874--MA0463.1.Bcl6	chr2	125859091	125859104	-	0.000	0.000	Merged-chr2-125858986-61
NR301--MA0463.1.Bcl6	chr11	103344789	103344802	+	0.000	0.000	Merged-chr11-103344829-56
NR1417--MA0731.1.BCL6B	chr7	126230773	126230789	-	0.000	0.000	Merged-chr7-126230639-34
NR1003--MA0731.1.BCL6B	chr3	148511210	148511226	+	0.000	0.000	Merged-chr3-148511126-2
NR1460--MA0731.1.BCL6B	chr8	46543352	46543368	+	0.000	0.000	Merged-chr8-46543326-23
NR534--MA0463.1.Bcl6	chr15	3271449	3271462	-	0.000	0.000	Merged-chr15-3271441-2
NR758--MA0463.1.Bcl6	chr19	5118003	5118016	+	0.000	0.000	Merged-chr19-5118074-68
NR331--MA0731.1.BCL6B	chr12	29291093	29291109	+	0.000	0.000	Merged-chr12-29291093-42
NR1016--MA0731.1.BCL6B	chr4	6881220	6881236	+	0.000	0.000	Merged-chr4-6881171-35
NR1125--MA0731.1.BCL6B	chr5	3508574	3508590	+	0.000	0.000	Merged-chr5-3508647-19
NR91--MA0731.1.BCL6B	chr1	153690965	153690981	+	0.000	0.000	Merged-chr1-153691138-32
NR1462--MA0463.1.Bcl6	chr8	53630672	53630685	+	0.000	0.000	Merged-chr8-53630787-29
NR1319--MA0463.1.Bcl6	chr7	10354990	10355003	+	0.000	0.000	Merged-chr7-10354949-2
NR1104--MA0463.1.Bcl6	chr4	136082046	136082059	-	0.000	0.000	Merged-chr4-136081901-45
NR310--MA0731.1.BCL6B	chr11	116534500	116534516	+	0.000	0.000	Merged-chr11-116534371-20
NR1449--MA0463.1.Bcl6	chr8	25769240	25769253	+	0.000	0.000	Merged-chr8-25769209-9
