#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1809--MA0501.1.MAF::NFE2	chr11	88103553	88103567	+	0.000	0.000	Merged-chr11-88103479-31
NR1244--MA0659.1.MAFG	chr10	105229292	105229312	+	0.000	0.000	Merged-chr10-105229362-2
NR8522--MA0089.1.MAFG::NFE2L1	chr7	24377288	24377293	+	0.000	0.000	Merged-chr7-24377357-8
NR7546--MA0659.1.MAFG	chr5	77285949	77285969	+	0.000	0.000	Merged-chr5-77285904-24
NR9451--MA0089.1.MAFG::NFE2L1	chr9	7502282	7502287	-	0.000	0.000	Merged-chr9-7502238-5
NR3735--MA0501.1.MAF::NFE2	chr15	85258001	85258015	-	0.000	0.000	Merged-chr15-85258102-30
NR92--MA0089.1.MAFG::NFE2L1	chr1	51572874	51572879	-	0.000	0.000	Merged-chr1-51572755-47
NR8602--MA0496.2.MAFK	chr7	58455703	58455721	-	0.000	0.000	Merged-chr7-58455724-12
NR3764--MA0659.1.MAFG	chr15	93751115	93751135	-	0.000	0.000	Merged-chr15-93751087-35
NR2994--MA0496.2.MAFK	chr13	112287288	112287306	+	0.000	0.000	Merged-chr13-112287336-21
NR5661--MA0501.1.MAF::NFE2	chr2	116998934	116998948	-	0.000	0.000	Merged-chr2-116999120-8
NR5534--MA0089.1.MAFG::NFE2L1	chr2	79698315	79698320	+	0.000	0.000	Merged-chr2-79698404-21
NR326--MA0501.1.MAF::NFE2	chr1	127320080	127320094	+	0.000	0.000	Merged-chr1-127320105-13
NR7392--MA0089.1.MAFG::NFE2L1	chr5	10866566	10866571	+	0.000	0.000	Merged-chr5-10866661-52
NR9868--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR3670--MA0659.1.MAFG	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR1490--MA0089.1.MAFG::NFE2L1	chr11	30786947	30786952	-	0.000	0.000	Merged-chr11-30786827-19
NR3605--MA0496.2.MAFK	chr15	62461811	62461829	-	0.000	0.000	Merged-chr15-62461858-4
NR9500--MA0495.2.MAFF	chr9	20961727	20961747	-	0.000	0.000	Merged-chr9-20961726-34
NR8824--MA0089.1.MAFG::NFE2L1	chr7	109781589	109781594	-	0.000	0.000	Merged-chr7-109781592-85
NR5266--MA0495.2.MAFF	chr2	5840988	5841008	-	0.000	0.000	Merged-chr2-5840978-13
NR3099--MA0089.1.MAFG::NFE2L1	chr14	20810105	20810110	-	0.000	0.000	Merged-chr14-20810060-8
NR3892--MA0495.2.MAFF	chr16	14350966	14350986	+	0.000	0.000	Merged-chr16-14350919-24
NR5130--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR10023--MA0117.2.Mafb	chrX	57177642	57177653	+	0.000	0.000	Merged-chrX-57177488-49
NR9870--MA0591.1.Bach1::Mafk	chr9	111290150	111290164	+	0.000	0.000	Merged-chr9-111290022-34
NR1522--MA0501.1.MAF::NFE2	chr11	43729114	43729128	+	0.000	0.000	Merged-chr11-43729040-41
NR947--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR7571--MA0495.2.MAFF	chr5	92348938	92348958	-	0.000	0.000	Merged-chr5-92348973-52
NR9278--MA0117.2.Mafb	chr8	115386000	115386011	+	0.000	0.000	Merged-chr8-115385950-27
NR5345--MA0089.1.MAFG::NFE2L1	chr2	25620559	25620564	-	0.000	0.000	Merged-chr2-25620603-21
NR1589--MA0659.1.MAFG	chr11	57791379	57791399	-	0.000	0.000	Merged-chr11-57791276-17
NR2453--MA0495.2.MAFF	chr12	111367206	111367226	-	0.000	0.000	Merged-chr12-111367204-5
NR5163--MA0495.2.MAFF	chr19	42031302	42031322	-	0.000	0.000	Merged-chr19-42031201-8
NR1426--MA0501.1.MAF::NFE2	chr11	3482358	3482372	-	0.000	0.000	Merged-chr11-3482319-7
NR6274--MA0089.1.MAFG::NFE2L1	chr3	58625183	58625188	-	0.000	0.000	Merged-chr3-58625270-4
NR3071--MA0089.1.MAFG::NFE2L1	chr14	8173304	8173309	-	0.000	0.000	Merged-chr14-8173262-80
NR5615--MA0501.1.MAF::NFE2	chr2	102913246	102913260	-	0.000	0.000	Merged-chr2-102913155-52
NR9057--MA0495.2.MAFF	chr8	33968527	33968547	-	0.000	0.000	Merged-chr8-33968508-27
NR4612--MA0501.1.MAF::NFE2	chr17	74802999	74803013	-	0.000	0.000	Merged-chr17-74802991-25
NR5268--MA0659.1.MAFG	chr2	5840988	5841008	+	0.000	0.000	Merged-chr2-5840978-13
NR1804--MA0089.1.MAFG::NFE2L1	chr11	87853247	87853252	-	0.000	0.000	Merged-chr11-87853280-46
NR1313--MA0089.1.MAFG::NFE2L1	chr10	116565089	116565094	+	0.000	0.000	Merged-chr10-116565236-65
NR7781--MA0089.1.MAFG::NFE2L1	chr5	139253510	139253515	+	0.000	0.000	Merged-chr5-139253488-7
NR5389--MA0659.1.MAFG	chr2	34977065	34977085	+	0.000	0.000	Merged-chr2-34977109-71
NR3068--MA0496.2.MAFK	chr14	7990139	7990157	-	0.000	0.000	Merged-chr14-7990170-1
NR10019--MA0659.1.MAFG	chrX	53607939	53607959	-	0.000	0.000	Merged-chrX-53607978-28
NR1528--MA0089.1.MAFG::NFE2L1	chr11	46474480	46474485	-	0.000	0.000	Merged-chr11-46474391-31
NR630--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR9599--MA0501.1.MAF::NFE2	chr9	51015898	51015912	-	0.000	0.000	Merged-chr9-51015891-3
NR6507--MA0501.1.MAF::NFE2	chr3	108726408	108726422	-	0.000	0.000	Merged-chr3-108726514-23
NR5504--MA0501.1.MAF::NFE2	chr2	72170819	72170833	+	0.000	0.000	Merged-chr2-72170854-84
NR8850--MA0591.1.Bach1::Mafk	chr7	112369099	112369113	+	0.000	0.000	Merged-chr7-112369142-36
NR3789--MA0591.1.Bach1::Mafk	chr15	96953632	96953646	+	0.000	0.000	Merged-chr15-96953639-31
NR5734--MA0089.1.MAFG::NFE2L1	chr2	121220183	121220188	+	0.000	0.000	Merged-chr2-121220311-7
NR3469--MA0501.1.MAF::NFE2	chr15	25216831	25216845	+	0.000	0.000	Merged-chr15-25216736-38
NR1591--MA0496.2.MAFK	chr11	57791380	57791398	+	0.000	0.000	Merged-chr11-57791276-17
NR10017--MA0591.1.Bach1::Mafk	chrX	53607942	53607956	+	0.000	0.000	Merged-chrX-53607978-28
NR8739--MA0117.2.Mafb	chr7	97626084	97626095	+	0.000	0.000	Merged-chr7-97625910-13
NR98--MA0117.2.Mafb	chr1	52631153	52631164	+	0.000	0.000	Merged-chr1-52631121-87
NR6331--MA0501.1.MAF::NFE2	chr3	79336208	79336222	-	0.000	0.000	Merged-chr3-79336264-23
NR28--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR9699--MA0591.1.Bach1::Mafk	chr9	72390559	72390573	+	0.000	0.000	Merged-chr9-72390608-30
NR9577--MA0089.1.MAFG::NFE2L1	chr9	45829302	45829307	-	0.000	0.000	Merged-chr9-45829267-9
NR5192--MA0659.1.MAFG	chr19	47035151	47035171	+	0.000	0.000	Merged-chr19-47035164-10
NR9805--MA0591.1.Bach1::Mafk	chr9	93131714	93131728	-	0.000	0.000	Merged-chr9-93131866-17
NR1204--MA0501.1.MAF::NFE2	chr10	96231459	96231473	+	0.000	0.000	Merged-chr10-96231519-16
NR6235--MA0501.1.MAF::NFE2	chr3	37259934	37259948	+	0.000	0.000	Merged-chr3-37259753-44
NR1702--MA0089.1.MAFG::NFE2L1	chr11	72000312	72000317	+	0.000	0.000	Merged-chr11-72000404-31
NR3894--MA0117.2.Mafb	chr16	14350966	14350977	+	0.000	0.000	Merged-chr16-14350919-24
NR1153--MA0495.2.MAFF	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR2631--MA0089.1.MAFG::NFE2L1	chr13	30548975	30548980	+	0.000	0.000	Merged-chr13-30549048-17
NR6105--MA0496.2.MAFK	chr2	173795151	173795169	-	0.000	0.000	Merged-chr2-173795090-38
NR1108--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR5136--MA0501.1.MAF::NFE2	chr19	34475394	34475408	+	0.000	0.000	Merged-chr19-34475070-71
NR2681--MA0496.2.MAFK	chr13	41683041	41683059	+	0.000	0.000	Merged-chr13-41683049-20
NR4616--MA0089.1.MAFG::NFE2L1	chr17	78163511	78163516	+	0.000	0.000	Merged-chr17-78163485-40
NR4863--MA0117.2.Mafb	chr18	61626449	61626460	-	0.000	0.000	Merged-chr18-61626581-16
NR5169--MA0089.1.MAFG::NFE2L1	chr19	42266461	42266466	-	0.000	0.000	Merged-chr19-42266343-14
NR5337--MA0591.1.Bach1::Mafk	chr2	23006517	23006531	+	0.000	0.000	Merged-chr2-23006422-36
NR4125--MA0089.1.MAFG::NFE2L1	chr16	84627234	84627239	+	0.000	0.000	Merged-chr16-84627265-6
NR350--MA0496.2.MAFK	chr1	128772629	128772647	-	0.000	0.000	Merged-chr1-128772538-19
NR3762--MA0089.1.MAFG::NFE2L1	chr15	93712836	93712841	-	0.000	0.000	Merged-chr15-93712745-43
NR1941--MA0495.2.MAFF	chr11	111055402	111055422	-	0.000	0.000	Merged-chr11-111055378-1
NR4691--MA0089.1.MAFG::NFE2L1	chr17	88213608	88213613	+	0.000	0.000	Merged-chr17-88213709-19
NR9952--MA0496.2.MAFK	chr9	120960856	120960874	+	0.000	0.000	Merged-chr9-120960803-26
NR9809--MA0496.2.MAFK	chr9	93131712	93131730	-	0.000	0.000	Merged-chr9-93131866-17
NR2769--MA0591.1.Bach1::Mafk	chr13	58475734	58475748	-	0.000	0.000	Merged-chr13-58475654-27
NR1513--MA0089.1.MAFG::NFE2L1	chr11	43377448	43377453	+	0.000	0.000	Merged-chr11-43377382-54
NR9053--MA0501.1.MAF::NFE2	chr8	33547664	33547678	-	0.000	0.000	Merged-chr8-33547724-23
NR4877--MA0501.1.MAF::NFE2	chr18	61830837	61830851	-	0.000	0.000	Merged-chr18-61830902-25
NR3619--MA0496.2.MAFK	chr15	64041701	64041719	+	0.000	0.000	Merged-chr15-64041818-65
NR8305--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR2871--MA0501.1.MAF::NFE2	chr13	91206398	91206412	-	0.000	0.000	Merged-chr13-91206410-21
NR9475--MA0089.1.MAFG::NFE2L1	chr9	14281030	14281035	-	0.000	0.000	Merged-chr9-14281018-40
NR1224--MA0089.1.MAFG::NFE2L1	chr10	98861677	98861682	-	0.000	0.000	Merged-chr10-98861710-33
NR9851--MA0089.1.MAFG::NFE2L1	chr9	107280810	107280815	-	0.000	0.000	Merged-chr9-107280639-112
NR8431--MA0089.1.MAFG::NFE2L1	chr6	146734402	146734407	-	0.000	0.000	Merged-chr6-146734350-25
NR7578--MA0659.1.MAFG	chr5	93126378	93126398	+	0.000	0.000	Merged-chr5-93126356-16
NR3082--MA0089.1.MAFG::NFE2L1	chr14	17414426	17414431	+	0.000	0.000	Merged-chr14-17414498-32
NR3939--MA0501.1.MAF::NFE2	chr16	24854472	24854486	+	0.000	0.000	Merged-chr16-24854563-13
NR3590--MA0659.1.MAFG	chr15	61541265	61541285	+	0.000	0.000	Merged-chr15-61541070-57
NR1815--MA0089.1.MAFG::NFE2L1	chr11	88567047	88567052	-	0.000	0.000	Merged-chr11-88567097-31
NR4023--MA0089.1.MAFG::NFE2L1	chr16	49797156	49797161	-	0.000	0.000	Merged-chr16-49797153-43
NR337--MA0496.2.MAFK	chr1	127796503	127796521	+	0.000	0.000	Merged-chr1-127796546-56
NR5769--MA0501.1.MAF::NFE2	chr2	128117913	128117927	+	0.000	0.000	Merged-chr2-128117807-36
NR263--MA0117.2.Mafb	chr1	94035480	94035491	+	0.000	0.000	Merged-chr1-94035484-87
NR9532--MA0495.2.MAFF	chr9	35475547	35475567	+	0.000	0.000	Merged-chr9-35475679-27
