#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR5837--MA0501.1.MAF::NFE2	chr17	32091560	32091574	-	0.000	0.000	Merged-chr17-32091645-60
NR6867--MA0089.1.MAFG::NFE2L1	chr19	33221647	33221652	-	0.000	0.000	Merged-chr19-33221512-3
NR3831--MA0501.1.MAF::NFE2	chr13	96697952	96697966	-	0.000	0.000	Merged-chr13-96698036-39
NR1328--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR6376--MA0089.1.MAFG::NFE2L1	chr18	41979645	41979650	+	0.000	0.000	Merged-chr18-41979653-39
NR11979--MA0496.2.MAFK	chr6	148436635	148436653	-	0.000	0.000	Merged-chr6-148436541-68
NR11827--MA0501.1.MAF::NFE2	chr6	137582484	137582498	-	0.000	0.000	Merged-chr6-137582391-38
NR2441--MA0117.2.Mafb	chr11	87662628	87662639	-	0.000	0.000	Merged-chr11-87662654-50
NR13241--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR7763--MA0501.1.MAF::NFE2	chr2	130030038	130030052	-	0.000	0.000	Merged-chr2-130029976-28
NR2853--MA0591.1.Bach1::Mafk	chr12	40009994	40010008	+	0.000	0.000	Merged-chr12-40010101-23
NR11319--MA0659.1.MAFG	chr6	72495720	72495740	+	0.000	0.000	Merged-chr6-72495605-8
NR11788--MA0089.1.MAFG::NFE2L1	chr6	130286583	130286588	-	0.000	0.000	Merged-chr6-130286452-8
NR3879--MA0089.1.MAFG::NFE2L1	chr13	103412676	103412681	-	0.000	0.000	Merged-chr13-103412841-15
NR1039--MA0089.1.MAFG::NFE2L1	chr1	178594160	178594165	+	0.000	0.000	Merged-chr1-178594136-3
NR12655--MA0659.1.MAFG	chr7	122402415	122402435	-	0.000	0.000	Merged-chr7-122402258-36
NR104--MA0495.2.MAFF	chr1	36723248	36723268	+	0.000	0.000	Merged-chr1-36723209-66
NR5749--MA0089.1.MAFG::NFE2L1	chr17	12121572	12121577	+	0.000	0.000	Merged-chr17-12121610-9
NR4941--MA0496.2.MAFK	chr15	67290241	67290259	-	0.000	0.000	Merged-chr15-67290142-69
NR3099--MA0089.1.MAFG::NFE2L1	chr12	91746020	91746025	+	0.000	0.000	Merged-chr12-91745848-45
NR2533--MA0496.2.MAFK	chr11	101199676	101199694	-	0.000	0.000	Merged-chr11-101199720-6
NR11350--MA0117.2.Mafb	chr6	82775641	82775652	-	0.000	0.000	Merged-chr6-82775550-35
NR3574--MA0591.1.Bach1::Mafk	chr13	49381519	49381533	-	0.000	0.000	Merged-chr13-49381430-36
NR7334--MA0591.1.Bach1::Mafk	chr2	60810804	60810818	+	0.000	0.000	Merged-chr2-60810848-31
NR13254--MA0089.1.MAFG::NFE2L1	chr8	84689264	84689269	-	0.000	0.000	Merged-chr8-84689283-39
NR215--MA0501.1.MAF::NFE2	chr1	60920619	60920633	+	0.000	0.000	Merged-chr1-60920511-54
NR5345--MA0089.1.MAFG::NFE2L1	chr16	36057661	36057666	+	0.000	0.000	Merged-chr16-36057640-19
NR3896--MA0591.1.Bach1::Mafk	chr13	105293382	105293396	-	0.000	0.000	Merged-chr13-105293306-1
NR13752--MA0495.2.MAFF	chr9	42108607	42108627	+	0.000	0.000	Merged-chr9-42108628-57
NR13944--MA0496.2.MAFK	chr9	75094964	75094982	+	0.000	0.000	Merged-chr9-75094977-14
NR10124--MA0591.1.Bach1::Mafk	chr5	23874721	23874735	-	0.000	0.000	Merged-chr5-23874681-17
NR6980--MA0591.1.Bach1::Mafk	chr19	56759980	56759994	+	0.000	0.000	Merged-chr19-56759911-13
NR13870--MA0117.2.Mafb	chr9	63782901	63782912	-	0.000	0.000	Merged-chr9-63782809-13
NR658--MA0089.1.MAFG::NFE2L1	chr1	131010623	131010628	-	0.000	0.000	Merged-chr1-131010715-50
NR5138--MA0117.2.Mafb	chr15	99336176	99336187	+	0.000	0.000	Merged-chr15-99336095-27
NR7215--MA0089.1.MAFG::NFE2L1	chr2	37565818	37565823	+	0.000	0.000	Merged-chr2-37565860-32
NR5432--MA0089.1.MAFG::NFE2L1	chr16	52468668	52468673	-	0.000	0.000	Merged-chr16-52468577-24
NR4012--MA0089.1.MAFG::NFE2L1	chr13	112809985	112809990	+	0.000	0.000	Merged-chr13-112809842-36
NR10679--MA0496.2.MAFK	chr5	124084433	124084451	-	0.000	0.000	Merged-chr5-124084583-83
NR2275--MA0591.1.Bach1::Mafk	chr11	57951761	57951775	-	0.000	0.000	Merged-chr11-57951726-64
NR10506--MA0501.1.MAF::NFE2	chr5	102960178	102960192	+	0.000	0.000	Merged-chr5-102960204-17
NR2414--MA0501.1.MAF::NFE2	chr11	82175020	82175034	-	0.000	0.000	Merged-chr11-82175025-20
NR4718--MA0089.1.MAFG::NFE2L1	chr15	8109315	8109320	-	0.000	0.000	Merged-chr15-8109261-61
NR13531--MA0501.1.MAF::NFE2	chr8	123332659	123332673	+	0.000	0.000	Merged-chr8-123332759-49
NR1362--MA0591.1.Bach1::Mafk	chr10	25433114	25433128	-	0.000	0.000	Merged-chr10-25433084-18
NR11583--MA0117.2.Mafb	chr6	108313278	108313289	+	0.000	0.000	Merged-chr6-108313223-10
NR10857--MA0089.1.MAFG::NFE2L1	chr5	148678739	148678744	+	0.000	0.000	Merged-chr5-148678733-37
NR12512--MA0089.1.MAFG::NFE2L1	chr7	107748263	107748268	+	0.000	0.000	Merged-chr7-107748177-29
NR1315--MA0501.1.MAF::NFE2	chr10	19008786	19008800	+	0.000	0.000	Merged-chr10-19008781-37
NR2686--MA0495.2.MAFF	chr11	120632966	120632986	+	0.000	0.000	Merged-chr11-120632981-1
NR13144--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR3648--MA0659.1.MAFG	chr13	67375498	67375518	+	0.000	0.000	Merged-chr13-67375654-59
NR4808--MA0591.1.Bach1::Mafk	chr15	36364375	36364389	-	0.000	0.000	Merged-chr15-36364170-51
NR4411--MA0659.1.MAFG	chr14	68048502	68048522	-	0.000	0.000	Merged-chr14-68048538-29
NR4314--MA0089.1.MAFG::NFE2L1	chr14	53078603	53078608	-	0.000	0.000	Merged-chr14-53078717-37
NR2554--MA0591.1.Bach1::Mafk	chr11	104667484	104667498	-	0.000	0.000	Merged-chr11-104667644-45
