#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1504--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR1356--MA0002.2.RUNX1	chr11	63135708	63135718	-	0.000	0.000	Merged-chr11-63135809-28
NR7872--MA0684.1.RUNX3	chr7	128158950	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR7396--MA0684.1.RUNX3	chr6	146434409	146434418	+	0.000	0.000	Merged-chr6-146434496-35
NR4733--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR6870--MA0002.2.RUNX1	chr5	151423113	151423123	-	0.000	0.000	Merged-chr5-151422935-26
NR575--MA0002.2.RUNX1	chr1	180355488	180355498	+	0.000	0.000	Merged-chr1-180355394-18
NR5923--MA0511.2.RUNX2	chr4	63847311	63847319	-	0.000	0.000	Merged-chr4-63847263-40
NR7899--MA0002.2.RUNX1	chr7	132824524	132824534	-	0.000	0.000	Merged-chr7-132824609-20
NR975--MA0684.1.RUNX3	chr10	85411292	85411301	+	0.000	0.000	Merged-chr10-85411172-67
NR5077--MA0002.2.RUNX1	chr2	144231342	144231352	+	0.000	0.000	Merged-chr2-144231243-34
NR3397--MA0002.2.RUNX1	chr16	29981751	29981761	-	0.000	0.000	Merged-chr16-29981748-10
NR432--MA0002.2.RUNX1	chr1	153092419	153092429	-	0.000	0.000	Merged-chr1-153092391-33
NR5682--MA0684.1.RUNX3	chr3	142863419	142863428	+	0.000	0.000	Merged-chr3-142863489-16
NR5953--MA0684.1.RUNX3	chr4	82365251	82365260	+	0.000	0.000	Merged-chr4-82365199-20
NR7756--MA0002.2.RUNX1	chr7	106271099	106271109	-	0.000	0.000	Merged-chr7-106271098-32
NR955--MA0002.2.RUNX1	chr10	81510338	81510348	+	0.000	0.000	Merged-chr10-81510447-46
NR7071--MA0002.2.RUNX1	chr6	86545332	86545342	+	0.000	0.000	Merged-chr6-86545449-8
NR3383--MA0684.1.RUNX3	chr16	24223000	24223009	+	0.000	0.000	Merged-chr16-24223189-62
NR6760--MA0684.1.RUNX3	chr5	124497153	124497162	+	0.000	0.000	Merged-chr5-124497096-41
NR8834--MA0002.2.RUNX1	chrX	48424762	48424772	+	0.000	0.000	Merged-chrX-48424908-65
NR6883--MA0002.2.RUNX1	chr6	15728977	15728987	+	0.000	0.000	Merged-chr6-15729145-52
NR7594--MA0002.2.RUNX1	chr7	74459419	74459429	-	0.000	0.000	Merged-chr7-74459467-35
NR2381--MA0002.2.RUNX1	chr13	85399090	85399100	+	0.000	0.000	Merged-chr13-85399027-23
NR7345--MA0511.2.RUNX2	chr6	140493270	140493278	+	0.000	0.000	Merged-chr6-140493334-8
NR1478--MA0002.2.RUNX1	chr11	85324191	85324201	+	0.000	0.000	Merged-chr11-85324179-42
NR3492--MA0684.1.RUNX3	chr16	51807559	51807568	+	0.000	0.000	Merged-chr16-51807556-50
NR3287--MA0684.1.RUNX3	chr15	100905320	100905329	-	0.000	0.000	Merged-chr15-100905419-58
NR7868--MA0511.2.RUNX2	chr7	128158910	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR6992--MA0002.2.RUNX1	chr6	53589949	53589959	+	0.000	0.000	Merged-chr6-53589975-53
NR3366--MA0511.2.RUNX2	chr16	23322604	23322612	-	0.000	0.000	Merged-chr16-23322651-8
NR4077--MA0511.2.RUNX2	chr18	32880565	32880573	-	0.000	0.000	Merged-chr18-32880667-46
NR302--MA0002.2.RUNX1	chr1	125420049	125420059	-	0.000	0.000	Merged-chr1-125420128-6
NR1587--MA0002.2.RUNX1	chr11	104667738	104667748	+	0.000	0.000	Merged-chr11-104667644-45
NR1814--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR7626--MA0002.2.RUNX1	chr7	79743170	79743180	-	0.000	0.000	Merged-chr7-79743033-54
NR5155--MA0511.2.RUNX2	chr2	160397949	160397957	+	0.000	0.000	Merged-chr2-160397958-31
NR6501--MA0002.2.RUNX1	chr5	66096184	66096194	-	0.000	0.000	Merged-chr5-66096250-16
NR82--MA0684.1.RUNX3	chr1	52019868	52019877	-	0.000	0.000	Merged-chr1-52019898-50
NR5327--MA0002.2.RUNX1	chr3	19454934	19454944	-	0.000	0.000	Merged-chr3-19455020-3
NR1097--MA0684.1.RUNX3	chr10	117432639	117432648	+	0.000	0.000	Merged-chr10-117432736-19
NR3061--MA0511.2.RUNX2	chr15	59596758	59596766	+	0.000	0.000	Merged-chr15-59596634-94
NR491--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR3332--MA0511.2.RUNX2	chr16	14088391	14088399	-	0.000	0.000	Merged-chr16-14088440-49
NR62--MA0002.2.RUNX1	chr1	40515391	40515401	-	0.000	0.000	Merged-chr1-40515347-62
NR1718--MA0511.2.RUNX2	chr12	16532566	16532574	+	0.000	0.000	Merged-chr12-16532570-85
NR3--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR1033--MA0511.2.RUNX2	chr10	95476168	95476176	-	0.000	0.000	Merged-chr10-95476158-26
NR3428--MA0684.1.RUNX3	chr16	36697558	36697567	-	0.000	0.000	Merged-chr16-36697580-3
NR7738--MA0511.2.RUNX2	chr7	104353376	104353384	+	0.000	0.000	Merged-chr7-104353366-64
NR8178--MA0511.2.RUNX2	chr8	94826991	94826999	+	0.000	0.000	Merged-chr8-94826813-30
NR7639--MA0002.2.RUNX1	chr7	80901229	80901239	+	0.000	0.000	Merged-chr7-80901263-54
NR5022--MA0002.2.RUNX1	chr2	127587255	127587265	+	0.000	0.000	Merged-chr2-127587331-50
NR8942--MA0684.1.RUNX3	chrX	164013500	164013509	+	0.000	0.000	Merged-chrX-164013487-51
NR1334--MA0684.1.RUNX3	chr11	58017538	58017547	-	0.000	0.000	Merged-chr11-58017541-22
NR7324--MA0511.2.RUNX2	chr6	135216761	135216769	+	0.000	0.000	Merged-chr6-135216770-8
NR7768--MA0684.1.RUNX3	chr7	106550886	106550895	-	0.000	0.000	Merged-chr7-106550785-1
NR1208--MA0511.2.RUNX2	chr11	5177225	5177233	-	0.000	0.000	Merged-chr11-5177232-57
NR8651--MA0002.2.RUNX1	chr9	96024125	96024135	-	0.000	0.000	Merged-chr9-96024121-9
NR1857--MA0684.1.RUNX3	chr12	82394383	82394392	+	0.000	0.000	Merged-chr12-82394298-69
NR4963--MA0684.1.RUNX3	chr2	114654892	114654901	+	0.000	0.000	Merged-chr2-114654748-80
NR1314--MA0002.2.RUNX1	chr11	53795063	53795073	-	0.000	0.000	Merged-chr11-53795155-60
NR5945--MA0684.1.RUNX3	chr4	75278936	75278945	-	0.000	0.000	Merged-chr4-75279089-1
NR2806--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR1714--MA0684.1.RUNX3	chr12	15808617	15808626	-	0.000	0.000	Merged-chr12-15808656-13
NR4672--MA0002.2.RUNX1	chr2	17671888	17671898	-	0.000	0.000	Merged-chr2-17671925-58
NR5260--MA0684.1.RUNX3	chr2	174333636	174333645	-	0.000	0.000	Merged-chr2-174333779-16
NR1300--MA0684.1.RUNX3	chr11	52076480	52076489	-	0.000	0.000	Merged-chr11-52076354-71
NR1966--MA0684.1.RUNX3	chr12	107721105	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR804--MA0002.2.RUNX1	chr10	44820580	44820590	-	0.000	0.000	Merged-chr10-44820591-4
NR7529--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR3503--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR3355--MA0002.2.RUNX1	chr16	22461876	22461886	+	0.000	0.000	Merged-chr16-22461951-26
NR1618--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR7608--MA0511.2.RUNX2	chr7	75796666	75796674	+	0.000	0.000	Merged-chr7-75796614-49
NR5386--MA0511.2.RUNX2	chr3	51906112	51906120	+	0.000	0.000	Merged-chr3-51906016-20
