#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1378--MA0508.2.PRDM1	chr8	83783329	83783338	+	0.000	0.000	Merged-chr8-83783400-30
NR15--MA0508.2.PRDM1	chr1	51572857	51572866	-	0.000	0.000	Merged-chr1-51572755-47
NR202--MA0508.2.PRDM1	chr10	117571672	117571681	+	0.000	0.000	Merged-chr10-117571495-58
NR725--MA0508.2.PRDM1	chr18	44392777	44392786	-	0.000	0.000	Merged-chr18-44392575-22
NR1344--MA0508.2.PRDM1	chr7	142435693	142435702	+	0.000	0.000	Merged-chr7-142435660-33
NR311--MA0508.2.PRDM1	chr12	13575973	13575982	+	0.000	0.000	Merged-chr12-13576044-20
NR977--MA0508.2.PRDM1	chr3	115972207	115972216	+	0.000	0.000	Merged-chr3-115972355-68
NR1519--MA0508.2.PRDM1	chrX	159199720	159199729	+	0.000	0.000	Merged-chrX-159199808-53
NR420--MA0508.2.PRDM1	chr13	97903434	97903443	+	0.000	0.000	Merged-chr13-97903223-66
NR71--MA0508.2.PRDM1	chr1	155505876	155505885	-	0.000	0.000	Merged-chr1-155505844-22
NR800--MA0508.2.PRDM1	chr19	53035505	53035514	-	0.000	0.000	Merged-chr19-53035588-13
NR1323--MA0508.2.PRDM1	chr7	107664528	107664537	+	0.000	0.000	Merged-chr7-107664561-57
NR1118--MA0508.2.PRDM1	chr5	65832406	65832415	-	0.000	0.000	Merged-chr5-65832305-23
NR542--MA0508.2.PRDM1	chr15	66454132	66454141	+	0.000	0.000	Merged-chr15-66454152-12
NR794--MA0508.2.PRDM1	chr19	41263233	41263242	-	0.000	0.000	Merged-chr19-41263347-13
NR380--MA0508.2.PRDM1	chr13	14063585	14063594	+	0.000	0.000	Merged-chr13-14063519-130
NR651--MA0508.2.PRDM1	chr17	28007329	28007338	+	0.000	0.000	Merged-chr17-28007418-17
NR1336--MA0508.2.PRDM1	chr7	128738213	128738222	-	0.000	0.000	Merged-chr7-128738261-29
NR555--MA0508.2.PRDM1	chr15	80681449	80681458	-	0.000	0.000	Merged-chr15-80681651-57
NR1174--MA0508.2.PRDM1	chr5	149599472	149599481	-	0.000	0.000	Merged-chr5-149599468-27
NR141--MA0508.2.PRDM1	chr10	57463527	57463536	+	0.000	0.000	Merged-chr10-57463564-15
NR664--MA0508.2.PRDM1	chr17	33555553	33555562	+	0.000	0.000	Merged-chr17-33555665-46
NR1283--MA0508.2.PRDM1	chr7	30321742	30321751	-	0.000	0.000	Merged-chr7-30321790-4
NR1078--MA0508.2.PRDM1	chr4	141766603	141766612	+	0.000	0.000	Merged-chr4-141766554-24
NR1349--MA0508.2.PRDM1	chr8	13551173	13551182	-	0.000	0.000	Merged-chr8-13551195-28
NR773--MA0508.2.PRDM1	chr19	11559728	11559737	-	0.000	0.000	Merged-chr19-11559745-14
NR839--MA0508.2.PRDM1	chr2	48328345	48328354	+	0.000	0.000	Merged-chr2-48328415-44
NR76--MA0508.2.PRDM1	chr1	160053604	160053613	-	0.000	0.000	Merged-chr1-160053620-125
NR882--MA0508.2.PRDM1	chr2	121416757	121416766	-	0.000	0.000	Merged-chr2-121416645-22
NR677--MA0508.2.PRDM1	chr17	45703389	45703398	-	0.000	0.000	Merged-chr17-45703436-19
NR1296--MA0508.2.PRDM1	chr7	58701546	58701555	+	0.000	0.000	Merged-chr7-58701532-33
NR263--MA0508.2.PRDM1	chr11	79207920	79207929	+	0.000	0.000	Merged-chr11-79207824-18
NR1153--MA0508.2.PRDM1	chr5	115712214	115712223	+	0.000	0.000	Merged-chr5-115712054-77
NR786--MA0508.2.PRDM1	chr19	32172665	32172674	+	0.000	0.000	Merged-chr19-32172725-56
NR372--MA0508.2.PRDM1	chr13	3611094	3611103	-	0.000	0.000	Merged-chr13-3611189-5
NR709--MA0508.2.PRDM1	chr18	10869543	10869552	-	0.000	0.000	Merged-chr18-10869637-25
NR1057--MA0508.2.PRDM1	chr4	126181350	126181359	+	0.000	0.000	Merged-chr4-126181413-29
NR1328--MA0508.2.PRDM1	chr7	116714853	116714862	+	0.000	0.000	Merged-chr7-116714856-2
NR481--MA0508.2.PRDM1	chr14	73244295	73244304	-	0.000	0.000	Merged-chr14-73244258-38
NR1437--MA0508.2.PRDM1	chr9	52188250	52188259	+	0.000	0.000	Merged-chr9-52188310-18
NR133--MA0508.2.PRDM1	chr10	41984246	41984255	+	0.000	0.000	Merged-chr10-41984389-13
NR799--MA0508.2.PRDM1	chr19	46470944	46470953	+	0.000	0.000	Merged-chr19-46471055-66
NR1023--MA0508.2.PRDM1	chr4	55355938	55355947	-	0.000	0.000	Merged-chr4-55356076-20
NR927--MA0508.2.PRDM1	chr3	21838229	21838238	+	0.000	0.000	Merged-chr3-21838264-19
NR1275--MA0508.2.PRDM1	chr7	16193840	16193849	+	0.000	0.000	Merged-chr7-16193928-27
NR765--MA0508.2.PRDM1	chr19	5088494	5088503	-	0.000	0.000	Merged-chr19-5088339-71
NR1179--MA0508.2.PRDM1	chr6	5295256	5295265	+	0.000	0.000	Merged-chr6-5295174-26
NR1307--MA0508.2.PRDM1	chr7	80179984	80179993	+	0.000	0.000	Merged-chr7-80180023-20
NR874--MA0508.2.PRDM1	chr2	106003263	106003272	+	0.000	0.000	Merged-chr2-106003306-49
NR669--MA0508.2.PRDM1	chr17	36205666	36205675	-	0.000	0.000	Merged-chr17-36205720-56
NR1288--MA0508.2.PRDM1	chr7	45592201	45592210	+	0.000	0.000	Merged-chr7-45592111-34
NR9--MA0508.2.PRDM1	chr1	36296806	36296815	-	0.000	0.000	Merged-chr1-36296864-54
NR526--MA0508.2.PRDM1	chr15	28159183	28159192	-	0.000	0.000	Merged-chr15-28159214-52
NR1145--MA0508.2.PRDM1	chr5	108001108	108001117	+	0.000	0.000	Merged-chr5-108001250-29
NR112--MA0508.2.PRDM1	chr10	12842776	12842785	+	0.000	0.000	Merged-chr10-12842715-46
NR1397--MA0508.2.PRDM1	chr8	115496169	115496178	+	0.000	0.000	Merged-chr8-115496222-29
NR221--MA0508.2.PRDM1	chr11	4804243	4804252	+	0.000	0.000	Merged-chr11-4804243-58
NR887--MA0508.2.PRDM1	chr2	128073135	128073144	+	0.000	0.000	Merged-chr2-128073179-40
NR473--MA0508.2.PRDM1	chr14	61971554	61971563	-	0.000	0.000	Merged-chr14-61971472-73
NR744--MA0508.2.PRDM1	chr18	67870229	67870238	+	0.000	0.000	Merged-chr18-67870077-8
NR1015--MA0508.2.PRDM1	chr4	14882162	14882171	+	0.000	0.000	Merged-chr4-14882054-55
NR47--MA0508.2.PRDM1	chr1	128103200	128103209	-	0.000	0.000	Merged-chr1-128103135-101
NR377--MA0508.2.PRDM1	chr13	6633782	6633791	-	0.000	0.000	Merged-chr13-6633671-76
NR919--MA0508.2.PRDM1	chr2	181581085	181581094	+	0.000	0.000	Merged-chr2-181581172-2
