#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR2648--MA0766.1.GATA5	chr17	12249914	12249921	+	0.000	0.000	Merged-chr17-12249903-14
NR1499--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR466--MA0035.3.Gata1	chr1	171038448	171038458	-	0.000	0.000	Merged-chr1-171038318-80
NR1085--MA0035.3.Gata1	chr11	63148509	63148519	+	0.000	0.000	Merged-chr11-63148506-21
NR3678--MA0482.1.Gata4	chr2	131502596	131502606	+	0.000	0.000	Merged-chr2-131502737-1
NR989--MA0035.3.Gata1	chr11	12072674	12072684	+	0.000	0.000	Merged-chr11-12072507-15
NR16--MA0482.1.Gata4	chr1	20912726	20912736	+	0.000	0.000	Merged-chr1-20912686-65
NR6248--MA0037.3.GATA3	chr9	69073402	69073409	-	0.000	0.000	Merged-chr9-69073494-25
NR4839--MA0037.3.GATA3	chr5	122431332	122431339	-	0.000	0.000	Merged-chr5-122431363-23
NR5518--MA0036.3.GATA2	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR3296--MA0036.3.GATA2	chr2	13836624	13836634	+	0.000	0.000	Merged-chr2-13836576-22
NR126--MA0036.3.GATA2	chr1	66280603	66280613	-	0.000	0.000	Merged-chr1-66280730-25
NR5499--MA0036.3.GATA2	chr7	47113494	47113504	-	0.000	0.000	Merged-chr7-47113657-15
NR3972--MA0140.2.GATA1::TAL1	chr3	101884333	101884350	+	0.000	0.000	Merged-chr3-101884248-30
