#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2004--MA0037.3.GATA3	chr14	55946380	55946387	+	0.000	0.000	Merged-chr14-55946478-14
NR6455--MA0036.3.GATA2	chr9	121477470	121477480	-	0.000	0.000	Merged-chr9-121477472-25
NR493--MA1104.1.GATA6	chr1	173599132	173599144	+	0.000	0.000	Merged-chr1-173599178-60
NR4775--MA0036.3.GATA2	chr5	105192810	105192820	+	0.000	0.000	Merged-chr5-105192735-25
NR5087--MA0482.1.Gata4	chr6	87041202	87041212	-	0.000	0.000	Merged-chr6-87041204-35
NR907--MA0036.3.GATA2	chr10	117731518	117731528	+	0.000	0.000	Merged-chr10-117731554-42
NR171--MA0482.1.Gata4	chr1	87899817	87899827	+	0.000	0.000	Merged-chr1-87899931-42
NR4632--MA0036.3.GATA2	chr5	52786887	52786897	-	0.000	0.000	Merged-chr5-52786683-41
NR1035--MA1104.1.GATA6	chr11	46454647	46454659	-	0.000	0.000	Merged-chr11-46454823-30
NR2747--MA0036.3.GATA2	chr17	35734581	35734591	+	0.000	0.000	Merged-chr17-35734690-16
NR1383--MA0037.3.GATA3	chr12	54568788	54568795	+	0.000	0.000	Merged-chr12-54568862-31
NR2219--MA0140.2.GATA1::TAL1	chr15	61582309	61582326	-	0.000	0.000	Merged-chr15-61582488-19
NR6160--MA0766.1.GATA5	chr9	22132240	22132247	+	0.000	0.000	Merged-chr9-22132302-2
NR4480--MA0766.1.GATA5	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR5247--MA0036.3.GATA2	chr6	126995668	126995678	+	0.000	0.000	Merged-chr6-126995755-15
NR1026--MA0766.1.GATA5	chr11	44529320	44529327	-	0.000	0.000	Merged-chr11-44529424-39
NR1396--MA1104.1.GATA6	chr12	59055287	59055299	+	0.000	0.000	Merged-chr12-59055376-29
NR5851--MA0037.3.GATA3	chr8	33902781	33902788	+	0.000	0.000	Merged-chr8-33902890-33
NR583--MA0036.3.GATA2	chr10	12993574	12993584	+	0.000	0.000	Merged-chr10-12993694-35
NR649--MA0036.3.GATA2	chr10	39378351	39378361	+	0.000	0.000	Merged-chr10-39378270-8
NR6391--MA0140.2.GATA1::TAL1	chr9	107950907	107950924	+	0.000	0.000	Merged-chr9-107950952-46
NR2771--MA0482.1.Gata4	chr17	43699274	43699284	+	0.000	0.000	Merged-chr17-43699457-36
NR5407--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR3185--MA1104.1.GATA6	chr19	33053335	33053347	-	0.000	0.000	Merged-chr19-33053321-32
NR4974--MA0482.1.Gata4	chr6	29279101	29279111	-	0.000	0.000	Merged-chr6-29279043-26
NR1524--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR2235--MA0037.3.GATA3	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR1249--MA0482.1.Gata4	chr11	99105269	99105279	+	0.000	0.000	Merged-chr11-99105109-62
NR2213--MA0766.1.GATA5	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR2598--MA0036.3.GATA2	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR4456--MA0140.2.GATA1::TAL1	chr4	134106266	134106283	+	0.000	0.000	Merged-chr4-134106328-10
NR421--MA0482.1.Gata4	chr1	162615720	162615730	-	0.000	0.000	Merged-chr1-162615694-15
NR4167--MA0037.3.GATA3	chr3	152928850	152928857	-	0.000	0.000	Merged-chr3-152928852-31
NR3306--MA0140.2.GATA1::TAL1	chr2	18939004	18939021	-	0.000	0.000	Merged-chr2-18939077-26
NR6099--MA0037.3.GATA3	chr8	128562985	128562992	-	0.000	0.000	Merged-chr8-128563020-29
NR4863--MA0036.3.GATA2	chr5	137170916	137170926	-	0.000	0.000	Merged-chr5-137171021-10
NR6230--MA0035.3.Gata1	chr9	61702418	61702428	+	0.000	0.000	Merged-chr9-61702629-64
NR2784--MA0482.1.Gata4	chr17	45573049	45573059	+	0.000	0.000	Merged-chr17-45573400-189
NR258--MA0766.1.GATA5	chr1	118399606	118399613	-	0.000	0.000	Merged-chr1-118399766-64
NR6400--MA0036.3.GATA2	chr9	110461308	110461318	+	0.000	0.000	Merged-chr9-110461339-53
NR5327--MA0035.3.Gata1	chr6	136491385	136491395	-	0.000	0.000	Merged-chr6-136491563-93
NR976--MA0036.3.GATA2	chr11	3105380	3105390	-	0.000	0.000	Merged-chr11-3105314-74
NR1710--MA0036.3.GATA2	chr13	67332555	67332565	-	0.000	0.000	Merged-chr13-67332541-54
NR4454--MA0035.3.Gata1	chr4	133494707	133494717	+	0.000	0.000	Merged-chr4-133494546-26
NR1994--MA0037.3.GATA3	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR6043--MA0766.1.GATA5	chr8	117278454	117278461	-	0.000	0.000	Merged-chr8-117278352-17
NR1232--MA1104.1.GATA6	chr11	98393608	98393620	-	0.000	0.000	Merged-chr11-98393448-5
NR4210--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR2064--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR61--MA0140.2.GATA1::TAL1	chr1	40479638	40479655	-	0.000	0.000	Merged-chr1-40479730-47
NR5096--MA1104.1.GATA6	chr6	91125077	91125089	+	0.000	0.000	Merged-chr6-91125010-35
NR722--MA1104.1.GATA6	chr10	67065542	67065554	-	0.000	0.000	Merged-chr10-67065679-35
NR3958--MA1104.1.GATA6	chr3	99234130	99234142	+	0.000	0.000	Merged-chr3-99234214-90
NR424--MA0035.3.Gata1	chr1	162615721	162615731	-	0.000	0.000	Merged-chr1-162615694-15
NR2009--MA0037.3.GATA3	chr14	57712871	57712878	+	0.000	0.000	Merged-chr14-57713043-44
NR5239--MA0036.3.GATA2	chr6	125426393	125426403	-	0.000	0.000	Merged-chr6-125426605-47
NR3288--MA0036.3.GATA2	chr2	9688418	9688428	-	0.000	0.000	Merged-chr2-9688295-16
NR4600--MA0766.1.GATA5	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR3892--MA0037.3.GATA3	chr3	59114100	59114107	-	0.000	0.000	Merged-chr3-59114221-20
NR5909--MA0037.3.GATA3	chr8	72277431	72277438	-	0.000	0.000	Merged-chr8-72277394-10
NR2975--MA0140.2.GATA1::TAL1	chr18	35959285	35959302	-	0.000	0.000	Merged-chr18-35959264-54
NR652--MA0482.1.Gata4	chr10	39455822	39455832	-	0.000	0.000	Merged-chr10-39456022-41
NR3017--MA0482.1.Gata4	chr18	58418713	58418723	-	0.000	0.000	Merged-chr18-58418824-24
NR1066--MA0482.1.Gata4	chr11	59398017	59398027	+	0.000	0.000	Merged-chr11-59397887-30
NR4622--MA1104.1.GATA6	chr5	37083245	37083257	-	0.000	0.000	Merged-chr5-37083387-28
NR4324--MA0035.3.Gata1	chr4	86739553	86739563	-	0.000	0.000	Merged-chr4-86739424-15
NR4874--MA1104.1.GATA6	chr5	137787615	137787627	+	0.000	0.000	Merged-chr5-137787536-7
NR3034--MA1104.1.GATA6	chr18	67671646	67671658	-	0.000	0.000	Merged-chr18-67671688-18
NR1354--MA1104.1.GATA6	chr12	16171985	16171997	+	0.000	0.000	Merged-chr12-16171798-43
NR4281--MA0482.1.Gata4	chr4	59190870	59190880	-	0.000	0.000	Merged-chr4-59190847-19
NR4845--MA0140.2.GATA1::TAL1	chr5	122652770	122652787	+	0.000	0.000	Merged-chr5-122652679-26
NR142--MA0482.1.Gata4	chr1	74201346	74201356	+	0.000	0.000	Merged-chr1-74201398-63
NR3932--MA0140.2.GATA1::TAL1	chr3	89187839	89187856	-	0.000	0.000	Merged-chr3-89188181-94
NR2923--MA0036.3.GATA2	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR2703--MA1104.1.GATA6	chr17	18718466	18718478	+	0.000	0.000	Merged-chr17-18718477-13
NR1718--MA0140.2.GATA1::TAL1	chr13	81767103	81767120	-	0.000	0.000	Merged-chr13-81767269-16
NR4661--MA0482.1.Gata4	chr5	65535551	65535561	+	0.000	0.000	Merged-chr5-65535639-23
NR716--MA0036.3.GATA2	chr10	62327713	62327723	-	0.000	0.000	Merged-chr10-62327638-49
NR5329--MA0140.2.GATA1::TAL1	chr6	136902663	136902680	-	0.000	0.000	Merged-chr6-136902691-26
NR5228--MA0766.1.GATA5	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR1463--MA0037.3.GATA3	chr12	93061987	93061994	-	0.000	0.000	Merged-chr12-93061805-1
