#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR5248--MA0495.2.MAFF	chr2	118667985	118668005	+	0.000	0.000	Merged-chr2-118668058-11
NR8031--MA0089.1.MAFG::NFE2L1	chr7	24082119	24082124	-	0.000	0.000	Merged-chr7-24082240-79
NR2428--MA0659.1.MAFG	chr13	37783912	37783932	-	0.000	0.000	Merged-chr13-37783892-22
NR1--MA0089.1.MAFG::NFE2L1	chr1	4785675	4785680	+	0.000	0.000	Merged-chr1-4785759-53
NR1940--MA0591.1.Bach1::Mafk	chr12	25363186	25363200	-	0.000	0.000	Merged-chr12-25363030-6
NR5821--MA0495.2.MAFF	chr3	84046619	84046639	-	0.000	0.000	Merged-chr3-84046424-40
NR326--MA0501.1.MAF::NFE2	chr1	120073870	120073884	-	0.000	0.000	Merged-chr1-120073802-51
NR319--MA0495.2.MAFF	chr1	120073870	120073890	-	0.000	0.000	Merged-chr1-120073802-51
NR7392--MA0089.1.MAFG::NFE2L1	chr5	148715044	148715049	-	0.000	0.000	Merged-chr5-148715169-40
NR6123--MA0495.2.MAFF	chr3	138909714	138909734	-	0.000	0.000	Merged-chr3-138909500-18
NR3401--MA0591.1.Bach1::Mafk	chr15	64191472	64191486	+	0.000	0.000	Merged-chr15-64191593-19
NR4329--MA0089.1.MAFG::NFE2L1	chr18	23734842	23734847	-	0.000	0.000	Merged-chr18-23734973-16
NR8421--MA0659.1.MAFG	chr7	127014384	127014404	+	0.000	0.000	Merged-chr7-127014477-45
NR5258--MA0089.1.MAFG::NFE2L1	chr2	120352979	120352984	-	0.000	0.000	Merged-chr2-120353009-52
NR3475--MA0089.1.MAFG::NFE2L1	chr15	80562585	80562590	-	0.000	0.000	Merged-chr15-80562627-18
NR3851--MA0089.1.MAFG::NFE2L1	chr16	76346308	76346313	-	0.000	0.000	Merged-chr16-76346185-17
NR775--MA0496.2.MAFK	chr1	193272801	193272819	-	0.000	0.000	Merged-chr1-193272785-4
NR9495--MA0496.2.MAFK	chrX	142737930	142737948	+	0.000	0.000	Merged-chrX-142737886-3
NR2307--MA0117.2.Mafb	chr12	116467139	116467150	+	0.000	0.000	Merged-chr12-116467208-51
NR1522--MA0501.1.MAF::NFE2	chr11	54214891	54214905	+	0.000	0.000	Merged-chr11-54214861-56
NR3015--MA0591.1.Bach1::Mafk	chr14	64440770	64440784	-	0.000	0.000	Merged-chr14-64440768-77
NR6492--MA0659.1.MAFG	chr4	106869719	106869739	+	0.000	0.000	Merged-chr4-106869679-64
NR2429--MA0501.1.MAF::NFE2	chr13	37783918	37783932	+	0.000	0.000	Merged-chr13-37783892-22
NR5496--MA0117.2.Mafb	chr2	163048297	163048308	+	0.000	0.000	Merged-chr2-163048277-32
NR8259--MA0089.1.MAFG::NFE2L1	chr7	101555538	101555543	+	0.000	0.000	Merged-chr7-101555691-65
NR3188--MA0591.1.Bach1::Mafk	chr14	121313385	121313399	-	0.000	0.000	Merged-chr14-121313397-5
NR1215--MA0496.2.MAFK	chr10	96599771	96599789	+	0.000	0.000	Merged-chr10-96599778-54
NR7290--MA0089.1.MAFG::NFE2L1	chr5	129501376	129501381	-	0.000	0.000	Merged-chr5-129501358-95
NR6253--MA0495.2.MAFF	chr4	11887894	11887914	+	0.000	0.000	Merged-chr4-11887917-34
NR1694--MA0496.2.MAFK	chr11	95834502	95834520	-	0.000	0.000	Merged-chr11-95834511-50
NR1684--MA0591.1.Bach1::Mafk	chr11	95337036	95337050	+	0.000	0.000	Merged-chr11-95337203-127
NR5766--MA0591.1.Bach1::Mafk	chr3	59081060	59081074	+	0.000	0.000	Merged-chr3-59081244-57
NR7555--MA0117.2.Mafb	chr6	65937554	65937565	-	0.000	0.000	Merged-chr6-65937524-1
NR7517--MA0089.1.MAFG::NFE2L1	chr6	54775837	54775842	-	0.000	0.000	Merged-chr6-54775842-27
NR1239--MA0089.1.MAFG::NFE2L1	chr10	105841308	105841313	+	0.000	0.000	Merged-chr10-105841335-60
NR2466--MA0501.1.MAF::NFE2	chr13	48516052	48516066	-	0.000	0.000	Merged-chr13-48516187-54
NR2168--MA0089.1.MAFG::NFE2L1	chr12	98259279	98259284	+	0.000	0.000	Merged-chr12-98259208-73
NR6494--MA0501.1.MAF::NFE2	chr4	106869719	106869733	-	0.000	0.000	Merged-chr4-106869679-64
NR8878--MA0659.1.MAFG	chr8	128519540	128519560	-	0.000	0.000	Merged-chr8-128519566-39
NR8433--MA0501.1.MAF::NFE2	chr7	128119806	128119820	-	0.000	0.000	Merged-chr7-128119873-66
NR7461--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR3203--MA0495.2.MAFF	chr14	121992769	121992789	+	0.000	0.000	Merged-chr14-121992584-62
NR7113--MA0089.1.MAFG::NFE2L1	chr5	103975944	103975949	+	0.000	0.000	Merged-chr5-103975926-24
NR441--MA0089.1.MAFG::NFE2L1	chr1	144086333	144086338	+	0.000	0.000	Merged-chr1-144086303-34
NR3184--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR7819--MA0089.1.MAFG::NFE2L1	chr6	129275212	129275217	+	0.000	0.000	Merged-chr6-129275462-82
NR2982--MA0501.1.MAF::NFE2	chr14	55913540	55913554	+	0.000	0.000	Merged-chr14-55913661-13
NR5659--MA0591.1.Bach1::Mafk	chr2	180070690	180070704	+	0.000	0.000	Merged-chr2-180070748-65
NR4661--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	+	0.000	0.000	Merged-chr19-14668781-26
NR3762--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR3572--MA0659.1.MAFG	chr15	98066994	98067014	+	0.000	0.000	Merged-chr15-98066921-50
NR367--MA0089.1.MAFG::NFE2L1	chr1	128830886	128830891	-	0.000	0.000	Merged-chr1-128830861-23
NR3205--MA0659.1.MAFG	chr14	121992769	121992789	+	0.000	0.000	Merged-chr14-121992584-62
NR6124--MA0501.1.MAF::NFE2	chr3	138909720	138909734	+	0.000	0.000	Merged-chr3-138909500-18
NR4212--MA0089.1.MAFG::NFE2L1	chr17	78362465	78362470	+	0.000	0.000	Merged-chr17-78362512-60
NR4089--MA0501.1.MAF::NFE2	chr17	36121586	36121600	-	0.000	0.000	Merged-chr17-36121498-70
NR5938--MA0591.1.Bach1::Mafk	chr3	97658536	97658550	+	0.000	0.000	Merged-chr3-97658299-79
NR9039--MA0496.2.MAFK	chr9	61708040	61708058	+	0.000	0.000	Merged-chr9-61708026-57
NR8922--MA0089.1.MAFG::NFE2L1	chr9	21760276	21760281	+	0.000	0.000	Merged-chr9-21760442-62
NR5741--MA0495.2.MAFF	chr3	52199531	52199551	-	0.000	0.000	Merged-chr3-52199389-34
NR2775--MA0501.1.MAF::NFE2	chr13	114304857	114304871	+	0.000	0.000	Merged-chr13-114304908-17
