#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR31868--MA1107.1.KLF9	chr2	155538422	155538434	-	0.000	0.000	Merged-chr2-155538559-34
NR17509--MA0039.3.KLF4	chr14	75516400	75516410	+	0.000	0.000	Merged-chr14-75516404-45
NR8539--MA0599.1.KLF5	chr11	68432083	68432092	+	0.000	0.000	Merged-chr11-68432285-104
NR31086--MA0741.1.KLF16	chr2	127335974	127335984	+	0.000	0.000	Merged-chr2-127336140-52
NR50056--MA0493.1.Klf1	chr7	113572968	113572978	-	0.000	0.000	Merged-chr7-113573033-33
NR34024--MA0599.1.KLF5	chr3	88043049	88043058	-	0.000	0.000	Merged-chr3-88043136-39
NR54553--MA0657.1.KLF13	chr9	21927569	21927586	-	0.000	0.000	Merged-chr9-21927505-18
NR46458--MA0599.1.KLF5	chr6	130078397	130078406	-	0.000	0.000	Merged-chr6-130078295-22
NR42990--MA0741.1.KLF16	chr5	135118600	135118610	+	0.000	0.000	Merged-chr5-135118769-7
NR30321--MA0039.3.KLF4	chr2	85013859	85013869	-	0.000	0.000	Merged-chr2-85014071-48
NR36991--MA0493.1.Klf1	chr4	62408695	62408705	+	0.000	0.000	Merged-chr4-62408524-84
NR2244--MA0741.1.KLF16	chr1	151764471	151764481	-	0.000	0.000	Merged-chr1-151764343-19
NR26733--MA0599.1.KLF5	chr18	84086793	84086802	+	0.000	0.000	Merged-chr18-84086711-77
NR24898--MA0599.1.KLF5	chr17	83732353	83732362	+	0.000	0.000	Merged-chr17-83732480-77
NR52516--MA0740.1.KLF14	chr8	72136879	72136892	-	0.000	0.000	Merged-chr8-72136702-59
NR39813--MA0742.1.Klf12	chr4	155601373	155601387	+	0.000	0.000	Merged-chr4-155601568-119
NR7323--MA0742.1.Klf12	chr11	4218049	4218063	-	0.000	0.000	Merged-chr11-4218223-50
NR47516--MA0493.1.Klf1	chr7	15948748	15948758	+	0.000	0.000	Merged-chr7-15948803-65
NR30457--MA0599.1.KLF5	chr2	93187529	93187538	-	0.000	0.000	Merged-chr2-93187538-54
NR8883--MA0741.1.KLF16	chr11	74897145	74897155	-	0.000	0.000	Merged-chr11-74897454-145
NR15155--MA1107.1.KLF9	chr13	95524970	95524982	-	0.000	0.000	Merged-chr13-95524749-120
NR38051--MA1107.1.KLF9	chr4	124704045	124704057	-	0.000	0.000	Merged-chr4-124703869-75
NR58104--MA0599.1.KLF5	chrX	135601843	135601852	+	0.000	0.000	Merged-chrX-135601772-31
NR5068--MA0599.1.KLF5	chr10	75129461	75129470	+	0.000	0.000	Merged-chr10-75129487-21
NR48109--MA0741.1.KLF16	chr7	27838540	27838550	+	0.000	0.000	Merged-chr7-27838608-46
NR8949--MA0741.1.KLF16	chr11	75961922	75961932	+	0.000	0.000	Merged-chr11-75962033-17
NR56907--MA0741.1.KLF16	chr9	116369142	116369152	-	0.000	0.000	Merged-chr9-116369265-54
NR35311--MA0742.1.Klf12	chr3	131272102	131272116	+	0.000	0.000	Merged-chr3-131271947-79
NR23678--MA0657.1.KLF13	chr17	35969878	35969895	-	0.000	0.000	Merged-chr17-35969818-62
NR45028--MA0599.1.KLF5	chr6	72957842	72957851	-	0.000	0.000	Merged-chr6-72957924-4
NR11249--MA0599.1.KLF5	chr11	120549832	120549841	-	0.000	0.000	Merged-chr11-120549692-49
NR7043--MA0741.1.KLF16	chr10	127151484	127151494	+	0.000	0.000	Merged-chr10-127151405-14
NR25518--MA0599.1.KLF5	chr18	34855322	34855331	-	0.000	0.000	Merged-chr18-34855284-104
NR9996--MA0599.1.KLF5	chr11	98948047	98948056	+	0.000	0.000	Merged-chr11-98948156-24
NR14083--MA1107.1.KLF9	chr13	45694913	45694925	-	0.000	0.000	Merged-chr13-45695027-25
NR37821--MA0740.1.KLF14	chr4	118437531	118437544	-	0.000	0.000	Merged-chr4-118437424-66
NR55197--MA0599.1.KLF5	chr9	57076190	57076199	-	0.000	0.000	Merged-chr9-57076336-141
NR14474--MA0740.1.KLF14	chr13	56522354	56522367	-	0.000	0.000	Merged-chr13-56522495-59
NR45699--MA0741.1.KLF16	chr6	113076695	113076705	+	0.000	0.000	Merged-chr6-113076869-153
NR52209--MA0493.1.Klf1	chr8	69974383	69974393	-	0.000	0.000	Merged-chr8-69974320-59
NR44990--MA0599.1.KLF5	chr6	72190484	72190493	+	0.000	0.000	Merged-chr6-72190479-35
NR12566--MA1107.1.KLF9	chr12	85632519	85632531	-	0.000	0.000	Merged-chr12-85632486-20
