#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR152--MA0463.1.Bcl6	chr10	83184723	83184736	+	0.000	0.000	Merged-chr10-83184505-58
NR1162--MA0731.1.BCL6B	chr6	37607667	37607683	-	0.000	0.000	Merged-chr6-37607805-50
NR1071--MA0463.1.Bcl6	chr5	24266631	24266644	+	0.000	0.000	Merged-chr5-24266619-56
NR761--MA0731.1.BCL6B	chr2	15049399	15049415	+	0.000	0.000	Merged-chr2-15049301-58
NR1295--MA0463.1.Bcl6	chr7	80864962	80864975	-	0.000	0.000	Merged-chr7-80865063-58
NR287--MA0463.1.Bcl6	chr12	65172677	65172690	-	0.000	0.000	Merged-chr12-65172767-62
NR184--MA0463.1.Bcl6	chr11	3133595	3133608	-	0.000	0.000	Merged-chr11-3133574-54
NR1085--MA0463.1.Bcl6	chr5	64969751	64969764	-	0.000	0.000	Merged-chr5-64969850-57
NR1263--MA0731.1.BCL6B	chr7	25238188	25238204	+	0.000	0.000	Merged-chr7-25238227-126
NR762--MA0463.1.Bcl6	chr2	15055493	15055506	-	0.000	0.000	Merged-chr2-15055346-111
NR874--MA0463.1.Bcl6	chr2	173023764	173023777	+	0.000	0.000	Merged-chr2-173023748-35
NR1202--MA0463.1.Bcl6	chr6	97806942	97806955	+	0.000	0.000	Merged-chr6-97807026-80
NR1146--MA0731.1.BCL6B	chr5	149427427	149427443	-	0.000	0.000	Merged-chr5-149427432-30
NR1408--MA0463.1.Bcl6	chr9	15029231	15029244	+	0.000	0.000	Merged-chr9-15029277-27
NR780--MA0463.1.Bcl6	chr2	32553757	32553770	+	0.000	0.000	Merged-chr2-32553962-47
NR413--MA0463.1.Bcl6	chr13	107837733	107837746	-	0.000	0.000	Merged-chr13-107837755-66
NR570--MA0731.1.BCL6B	chr16	75617786	75617802	-	0.000	0.000	Merged-chr16-75617911-31
NR758--MA0463.1.Bcl6	chr2	11429807	11429820	-	0.000	0.000	Merged-chr2-11429787-25
NR561--MA0463.1.Bcl6	chr16	52292678	52292691	+	0.000	0.000	Merged-chr16-52292729-42
NR963--MA0731.1.BCL6B	chr3	157876983	157876999	+	0.000	0.000	Merged-chr3-157876978-32
NR820--MA0731.1.BCL6B	chr2	93454578	93454594	+	0.000	0.000	Merged-chr2-93454506-54
NR221--MA0463.1.Bcl6	chr11	61175326	61175339	+	0.000	0.000	Merged-chr11-61175090-72
NR1337--MA0463.1.Bcl6	chr7	132773303	132773316	-	0.000	0.000	Merged-chr7-132773147-79
NR351--MA0463.1.Bcl6	chr13	28958405	28958418	+	0.000	0.000	Merged-chr13-28958355-72
NR208--MA0463.1.Bcl6	chr11	52231872	52231885	-	0.000	0.000	Merged-chr11-52232101-58
NR1485--MA0463.1.Bcl6	chr9	106306858	106306871	+	0.000	0.000	Merged-chr9-106306956-36
