#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR930--MA0508.2.PRDM1	chr15	62482575	62482584	-	0.000	0.000	Merged-chr15-62482463-45
NR977--MA0508.2.PRDM1	chr16	22493578	22493587	+	0.000	0.000	Merged-chr16-22493542-26
NR1867--MA0508.2.PRDM1	chr5	20941595	20941604	-	0.000	0.000	Merged-chr5-20941444-45
NR1519--MA0508.2.PRDM1	chr3	18243930	18243939	-	0.000	0.000	Merged-chr3-18243680-52
NR1357--MA0508.2.PRDM1	chr2	57833151	57833160	+	0.000	0.000	Merged-chr2-57833187-31
NR1737--MA0508.2.PRDM1	chr4	59278647	59278656	-	0.000	0.000	Merged-chr4-59278599-46
NR1118--MA0508.2.PRDM1	chr17	57061354	57061363	-	0.000	0.000	Merged-chr17-57061282-9
NR890--MA0508.2.PRDM1	chr14	120277517	120277526	+	0.000	0.000	Merged-chr14-120277544-48
NR685--MA0508.2.PRDM1	chr13	61241602	61241611	-	0.000	0.000	Merged-chr13-61241638-32
NR1575--MA0508.2.PRDM1	chr3	88831823	88831832	+	0.000	0.000	Merged-chr3-88831913-99
NR2401--MA0508.2.PRDM1	chr8	77436172	77436181	-	0.000	0.000	Merged-chr8-77436264-47
NR271--MA0508.2.PRDM1	chr10	56486743	56486752	-	0.000	0.000	Merged-chr10-56486689-18
NR2382--MA0508.2.PRDM1	chr8	46196986	46196995	+	0.000	0.000	Merged-chr8-46197044-15
NR651--MA0508.2.PRDM1	chr13	29522759	29522768	-	0.000	0.000	Merged-chr13-29522774-10
NR2252--MA0508.2.PRDM1	chr7	80232607	80232616	+	0.000	0.000	Merged-chr7-80232686-63
NR1078--MA0508.2.PRDM1	chr17	26551277	26551286	+	0.000	0.000	Merged-chr17-26551311-33
NR773--MA0508.2.PRDM1	chr14	8099675	8099684	-	0.000	0.000	Merged-chr14-8099733-53
NR1044--MA0508.2.PRDM1	chr16	84583986	84583995	+	0.000	0.000	Merged-chr16-84584013-98
NR1153--MA0508.2.PRDM1	chr17	88042613	88042622	+	0.000	0.000	Merged-chr17-88042729-54
NR481--MA0508.2.PRDM1	chr11	103346320	103346329	+	0.000	0.000	Merged-chr11-103346367-17
NR799--MA0508.2.PRDM1	chr14	27390874	27390883	-	0.000	0.000	Merged-chr14-27390836-41
NR385--MA0508.2.PRDM1	chr11	20477808	20477817	+	0.000	0.000	Merged-chr11-20477652-51
NR513--MA0508.2.PRDM1	chr12	15930301	15930310	-	0.000	0.000	Merged-chr12-15930360-26
NR622--MA0508.2.PRDM1	chr12	115812900	115812909	-	0.000	0.000	Merged-chr12-115813006-23
NR983--MA0508.2.PRDM1	chr16	25587828	25587837	+	0.000	0.000	Merged-chr16-25587871-42
NR635--MA0508.2.PRDM1	chr13	5864714	5864723	+	0.000	0.000	Merged-chr13-5864867-1
NR906--MA0508.2.PRDM1	chr15	28159183	28159192	-	0.000	0.000	Merged-chr15-28159214-52
NR330--MA0508.2.PRDM1	chr10	111422752	111422761	-	0.000	0.000	Merged-chr10-111422684-38
NR996--MA0508.2.PRDM1	chr16	36598480	36598489	+	0.000	0.000	Merged-chr16-36598490-46
NR1015--MA0508.2.PRDM1	chr16	52129718	52129727	+	0.000	0.000	Merged-chr16-52129675-51
NR234--MA0508.2.PRDM1	chr10	19168055	19168064	-	0.000	0.000	Merged-chr10-19167953-53
NR247--MA0508.2.PRDM1	chr10	30655970	30655979	+	0.000	0.000	Merged-chr10-30655945-56
NR2563--MA0508.2.PRDM1	chr9	116091608	116091617	+	0.000	0.000	Merged-chr9-116091467-52
NR1961--MA0508.2.PRDM1	chr5	103698385	103698394	+	0.000	0.000	Merged-chr5-103698415-15
NR988--MA0508.2.PRDM1	chr16	31948228	31948237	-	0.000	0.000	Merged-chr16-31948038-1
NR117--MA0508.2.PRDM1	chr1	128103200	128103209	-	0.000	0.000	Merged-chr1-128103135-101
NR369--MA0508.2.PRDM1	chr11	3964099	3964108	+	0.000	0.000	Merged-chr11-3963950-57
NR2589--MA0508.2.PRDM1	chrX	101429573	101429582	+	0.000	0.000	Merged-chrX-101429503-77
