#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2572--MA0036.3.GATA2	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR2909--MA0036.3.GATA2	chr14	64884998	64885008	+	0.000	0.000	Merged-chr14-64885056-34
NR7294--MA1104.1.GATA6	chr6	41141087	41141099	-	0.000	0.000	Merged-chr6-41141136-19
NR6931--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR3334--MA1104.1.GATA6	chr15	78835266	78835278	+	0.000	0.000	Merged-chr15-78835387-37
NR3307--MA0035.3.Gata1	chr15	65810710	65810720	+	0.000	0.000	Merged-chr15-65810890-18
NR2224--MA0036.3.GATA2	chr13	24682442	24682452	-	0.000	0.000	Merged-chr13-24682422-48
NR5362--MA0037.3.GATA3	chr2	173018134	173018141	-	0.000	0.000	Merged-chr2-173018174-48
NR7124--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR8929--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR5173--MA0035.3.Gata1	chr2	132512564	132512574	+	0.000	0.000	Merged-chr2-132512511-69
NR1240--MA1104.1.GATA6	chr10	122578484	122578496	-	0.000	0.000	Merged-chr10-122578660-68
NR2910--MA0035.3.Gata1	chr14	64884998	64885008	+	0.000	0.000	Merged-chr14-64885056-34
NR4013--MA0036.3.GATA2	chr17	71204548	71204558	+	0.000	0.000	Merged-chr17-71204716-50
NR5917--MA1104.1.GATA6	chr3	138334344	138334356	-	0.000	0.000	Merged-chr3-138334424-50
NR4751--MA0766.1.GATA5	chr2	31081560	31081567	+	0.000	0.000	Merged-chr2-31081632-31
NR3966--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR1415--MA1104.1.GATA6	chr11	51760530	51760542	+	0.000	0.000	Merged-chr11-51760433-27
NR1492--MA0037.3.GATA3	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR5324--MA0482.1.Gata4	chr2	163131100	163131110	+	0.000	0.000	Merged-chr2-163131105-39
NR8905--MA0766.1.GATA5	chr9	51908932	51908939	+	0.000	0.000	Merged-chr9-51909085-33
NR5898--MA1104.1.GATA6	chr3	136725867	136725879	-	0.000	0.000	Merged-chr3-136725981-1
NR4773--MA1104.1.GATA6	chr2	45103421	45103433	+	0.000	0.000	Merged-chr2-45103270-35
NR9207--MA0482.1.Gata4	chr9	117911072	117911082	-	0.000	0.000	Merged-chr9-117910970-21
NR1539--MA0036.3.GATA2	chr11	74619570	74619580	+	0.000	0.000	Merged-chr11-74619392-10
NR2126--MA0037.3.GATA3	chr12	114313379	114313386	-	0.000	0.000	Merged-chr12-114313437-14
NR7317--MA0766.1.GATA5	chr6	50387876	50387883	+	0.000	0.000	Merged-chr6-50387910-30
NR2771--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR3281--MA0037.3.GATA3	chr15	62240282	62240289	+	0.000	0.000	Merged-chr15-62240202-33
NR4061--MA0035.3.Gata1	chr17	85982146	85982156	+	0.000	0.000	Merged-chr17-85982062-9
NR2561--MA0766.1.GATA5	chr13	100576095	100576102	+	0.000	0.000	Merged-chr13-100576105-29
NR2627--MA0766.1.GATA5	chr13	108170288	108170295	+	0.000	0.000	Merged-chr13-108170237-20
NR5685--MA0482.1.Gata4	chr3	105818537	105818547	-	0.000	0.000	Merged-chr3-105818477-17
NR2673--MA0140.2.GATA1::TAL1	chr13	112073725	112073742	-	0.000	0.000	Merged-chr13-112074010-21
NR743--MA1104.1.GATA6	chr1	181951069	181951081	-	0.000	0.000	Merged-chr1-181951117-29
NR2235--MA0037.3.GATA3	chr13	29756231	29756238	+	0.000	0.000	Merged-chr13-29756237-14
NR4350--MA0766.1.GATA5	chr18	70478126	70478133	-	0.000	0.000	Merged-chr18-70478078-27
NR7303--MA0140.2.GATA1::TAL1	chr6	48664625	48664642	+	0.000	0.000	Merged-chr6-48664827-36
NR4693--MA0035.3.Gata1	chr2	18524604	18524614	-	0.000	0.000	Merged-chr2-18524516-29
NR4964--MA0035.3.Gata1	chr2	77271996	77272006	-	0.000	0.000	Merged-chr2-77272026-8
NR211--MA0766.1.GATA5	chr1	74201346	74201353	-	0.000	0.000	Merged-chr1-74201398-63
NR554--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR8951--MA0036.3.GATA2	chr9	69298079	69298089	+	0.000	0.000	Merged-chr9-69298140-58
NR8746--MA0036.3.GATA2	chr8	123028060	123028070	-	0.000	0.000	Merged-chr8-123028130-51
NR1148--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR1138--MA0036.3.GATA2	chr10	93356445	93356455	+	0.000	0.000	Merged-chr10-93356301-45
NR4730--MA0766.1.GATA5	chr2	26154177	26154184	+	0.000	0.000	Merged-chr2-26154226-16
NR8823--MA0482.1.Gata4	chr9	24413891	24413901	-	0.000	0.000	Merged-chr9-24413892-11
NR4720--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR1789--MA1104.1.GATA6	chr12	12172554	12172566	-	0.000	0.000	Merged-chr12-12172464-29
NR9237--MA1104.1.GATA6	chr9	120961807	120961819	+	0.000	0.000	Merged-chr9-120961674-26
NR2912--MA0482.1.Gata4	chr14	66218980	66218990	+	0.000	0.000	Merged-chr14-66218968-32
NR8998--MA0036.3.GATA2	chr9	80252389	80252399	-	0.000	0.000	Merged-chr9-80252331-18
NR6391--MA0766.1.GATA5	chr4	106830329	106830336	-	0.000	0.000	Merged-chr4-106830452-8
NR934--MA0035.3.Gata1	chr10	39991287	39991297	+	0.000	0.000	Merged-chr10-39991173-41
NR2421--MA0036.3.GATA2	chr13	85498876	85498886	-	0.000	0.000	Merged-chr13-85498931-37
