#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR282--MA0463.1.Bcl6	chr11	3931994	3932007	+	0.000	0.000	Merged-chr11-3931934-36
NR1850--MA0463.1.Bcl6	chr9	46273043	46273056	-	0.000	0.000	Merged-chr9-46273034-67
NR1179--MA0463.1.Bcl6	chr3	97971364	97971377	+	0.000	0.000	Merged-chr3-97971358-25
NR860--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR1197--MA0463.1.Bcl6	chr3	109025804	109025817	-	0.000	0.000	Merged-chr3-109025792-30
NR511--MA0463.1.Bcl6	chr13	104286785	104286798	-	0.000	0.000	Merged-chr13-104286833-75
NR1412--MA0463.1.Bcl6	chr5	53490928	53490941	-	0.000	0.000	Merged-chr5-53490901-53
NR623--MA0463.1.Bcl6	chr15	25949264	25949277	+	0.000	0.000	Merged-chr15-25949127-12
NR641--MA0463.1.Bcl6	chr15	59263509	59263522	+	0.000	0.000	Merged-chr15-59263707-44
NR986--MA0463.1.Bcl6	chr2	38644043	38644056	+	0.000	0.000	Merged-chr2-38643899-59
NR628--MA0463.1.Bcl6	chr15	36303849	36303862	+	0.000	0.000	Merged-chr15-36303922-78
NR1314--MA0463.1.Bcl6	chr4	116651704	116651717	-	0.000	0.000	Merged-chr4-116651530-57
NR950--MA0731.1.BCL6B	chr2	4883596	4883612	+	0.000	0.000	Merged-chr2-4883400-34
NR1332--MA0463.1.Bcl6	chr4	128689115	128689128	+	0.000	0.000	Merged-chr4-128689044-23
NR561--MA0463.1.Bcl6	chr14	55643728	55643741	-	0.000	0.000	Merged-chr14-55643644-87
NR1648--MA0731.1.BCL6B	chr7	42980268	42980284	+	0.000	0.000	Merged-chr7-42980472-32
NR315--MA0463.1.Bcl6	chr11	55204358	55204371	-	0.000	0.000	Merged-chr11-55204497-48
NR724--MA0731.1.BCL6B	chr16	46008853	46008869	+	0.000	0.000	Merged-chr16-46008957-18
NR548--MA0463.1.Bcl6	chr14	48236232	48236245	+	0.000	0.000	Merged-chr14-48236278-24
NR351--MA0463.1.Bcl6	chr11	89003600	89003613	+	0.000	0.000	Merged-chr11-89003713-16
NR1467--MA0463.1.Bcl6	chr5	122614497	122614510	+	0.000	0.000	Merged-chr5-122614417-50
NR472--MA0463.1.Bcl6	chr13	37801785	37801798	-	0.000	0.000	Merged-chr13-37801685-58
NR105--MA0463.1.Bcl6	chr1	154646415	154646428	-	0.000	0.000	Merged-chr1-154646472-26
NR1006--MA0463.1.Bcl6	chr2	65668550	65668563	-	0.000	0.000	Merged-chr2-65668697-46
NR1117--MA0731.1.BCL6B	chr2	167505401	167505417	+	0.000	0.000	Merged-chr2-167505349-52
NR696--MA0463.1.Bcl6	chr16	11157864	11157877	-	0.000	0.000	Merged-chr16-11157893-21
NR338--MA0463.1.Bcl6	chr11	80302874	80302887	+	0.000	0.000	Merged-chr11-80302747-27
NR1024--MA0463.1.Bcl6	chr2	79865555	79865568	-	0.000	0.000	Merged-chr2-79865504-43
NR1257--MA0463.1.Bcl6	chr4	9066621	9066634	+	0.000	0.000	Merged-chr4-9066622-31
NR1369--MA0463.1.Bcl6	chr4	152491506	152491519	+	0.000	0.000	Merged-chr4-152491569-49
NR907--MA0463.1.Bcl6	chr19	7116322	7116335	+	0.000	0.000	Merged-chr19-7116328-5
NR1284--MA0463.1.Bcl6	chr4	54527641	54527654	-	0.000	0.000	Merged-chr4-54527768-19
NR1186--MA0731.1.BCL6B	chr3	101598315	101598331	+	0.000	0.000	Merged-chr3-101598272-22
NR146--MA0463.1.Bcl6	chr1	189799170	189799183	+	0.000	0.000	Merged-chr1-189799097-29
NR947--MA0731.1.BCL6B	chr19	61110280	61110296	+	0.000	0.000	Merged-chr19-61110222-22
NR804--MA0731.1.BCL6B	chr17	52461996	52462012	+	0.000	0.000	Merged-chr17-52461953-32
NR990--MA0731.1.BCL6B	chr2	44879629	44879645	+	0.000	0.000	Merged-chr2-44879549-7
NR1199--MA0731.1.BCL6B	chr3	115695463	115695479	+	0.000	0.000	Merged-chr3-115695393-20
