#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1018--MA0482.1.Gata4	chr11	79141562	79141572	-	0.000	0.000	Merged-chr11-79141624-10
NR3430--MA0037.3.GATA3	chr2	157131308	157131315	-	0.000	0.000	Merged-chr2-157131278-25
NR4210--MA0035.3.Gata1	chr5	29920599	29920609	-	0.000	0.000	Merged-chr5-29920570-23
NR764--MA1104.1.GATA6	chr10	111583204	111583216	+	0.000	0.000	Merged-chr10-111583294-13
NR2527--MA0037.3.GATA3	chr17	13654820	13654827	+	0.000	0.000	Merged-chr17-13654932-70
NR4090--MA0036.3.GATA2	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR4985--MA0035.3.Gata1	chr7	24845946	24845956	+	0.000	0.000	Merged-chr7-24845913-10
NR3187--MA0036.3.GATA2	chr2	58137933	58137943	-	0.000	0.000	Merged-chr2-58137903-53
NR2219--MA0140.2.GATA1::TAL1	chr15	100265749	100265766	-	0.000	0.000	Merged-chr15-100265875-19
NR5196--MA0482.1.Gata4	chr7	114301484	114301494	+	0.000	0.000	Merged-chr7-114301594-55
NR5917--MA1104.1.GATA6	chrX	96020730	96020742	-	0.000	0.000	Merged-chrX-96020634-26
NR2814--MA0035.3.Gata1	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR4788--MA0036.3.GATA2	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR1938--MA1104.1.GATA6	chr14	74918615	74918627	+	0.000	0.000	Merged-chr14-74918775-39
NR4885--MA0140.2.GATA1::TAL1	chr6	136902663	136902680	-	0.000	0.000	Merged-chr6-136902691-26
NR541--MA0035.3.Gata1	chr10	26229621	26229631	+	0.000	0.000	Merged-chr10-26229708-29
NR4645--MA0036.3.GATA2	chr6	71831778	71831788	+	0.000	0.000	Merged-chr6-71831897-1
NR1114--MA0140.2.GATA1::TAL1	chr11	108910991	108911008	+	0.000	0.000	Merged-chr11-108910906-74
NR3429--MA0035.3.Gata1	chr2	156882817	156882827	+	0.000	0.000	Merged-chr2-156882642-42
NR2617--MA0036.3.GATA2	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR5593--MA1104.1.GATA6	chr9	44772868	44772880	+	0.000	0.000	Merged-chr9-44772887-60
NR1524--MA0037.3.GATA3	chr13	42049139	42049146	+	0.000	0.000	Merged-chr13-42049130-34
NR1091--MA1104.1.GATA6	chr11	108101662	108101674	-	0.000	0.000	Merged-chr11-108101692-19
NR716--MA0035.3.Gata1	chr10	93985592	93985602	+	0.000	0.000	Merged-chr10-93985650-27
NR2675--MA0482.1.Gata4	chr17	71204549	71204559	+	0.000	0.000	Merged-chr17-71204716-50
NR2556--MA0035.3.Gata1	chr17	24220942	24220952	-	0.000	0.000	Merged-chr17-24220810-50
NR5608--MA0482.1.Gata4	chr9	50924751	50924761	-	0.000	0.000	Merged-chr9-50924601-13
NR4350--MA0766.1.GATA5	chr5	96200474	96200481	+	0.000	0.000	Merged-chr5-96200420-10
NR839--MA0140.2.GATA1::TAL1	chr10	127655061	127655078	-	0.000	0.000	Merged-chr10-127655253-25
NR968--MA0035.3.Gata1	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR2455--MA0036.3.GATA2	chr16	97949051	97949061	+	0.000	0.000	Merged-chr16-97949035-17
NR4991--MA1104.1.GATA6	chr7	27933591	27933603	+	0.000	0.000	Merged-chr7-27933719-74
NR2532--MA0482.1.Gata4	chr17	13654908	13654918	-	0.000	0.000	Merged-chr17-13654932-70
NR5199--MA0035.3.Gata1	chr7	114301483	114301493	+	0.000	0.000	Merged-chr7-114301594-55
NR248--MA0036.3.GATA2	chr1	133033856	133033866	-	0.000	0.000	Merged-chr1-133033861-65
NR1885--MA0037.3.GATA3	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR5032--MA0482.1.Gata4	chr7	47115738	47115748	+	0.000	0.000	Merged-chr7-47115663-5
NR5303--MA0482.1.Gata4	chr7	141049042	141049052	-	0.000	0.000	Merged-chr7-141049009-7
NR1917--MA1104.1.GATA6	chr14	66218978	66218990	-	0.000	0.000	Merged-chr14-66218968-32
NR4573--MA0482.1.Gata4	chr6	39284043	39284053	-	0.000	0.000	Merged-chr6-39284001-16
NR4183--MA0035.3.Gata1	chr5	21227244	21227254	+	0.000	0.000	Merged-chr5-21227345-8
NR4385--MA0037.3.GATA3	chr5	107533777	107533784	-	0.000	0.000	Merged-chr5-107533890-8
NR1920--MA0035.3.Gata1	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR4040--MA0035.3.Gata1	chr4	124769255	124769265	-	0.000	0.000	Merged-chr4-124769177-27
NR2360--MA0035.3.Gata1	chr16	45942379	45942389	-	0.000	0.000	Merged-chr16-45942365-39
NR747--MA0766.1.GATA5	chr10	99194849	99194856	-	0.000	0.000	Merged-chr10-99194642-78
NR5638--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR2587--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR323--MA0036.3.GATA2	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR1484--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR795--MA0482.1.Gata4	chr10	117918706	117918716	-	0.000	0.000	Merged-chr10-117918701-83
NR4995--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR4417--MA0037.3.GATA3	chr5	115755111	115755118	+	0.000	0.000	Merged-chr5-115755148-41
NR3687--MA0037.3.GATA3	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR2975--MA0140.2.GATA1::TAL1	chr19	14386879	14386896	+	0.000	0.000	Merged-chr19-14386985-23
NR5747--MA1104.1.GATA6	chr9	95836022	95836034	-	0.000	0.000	Merged-chr9-95835913-33
NR4581--MA0766.1.GATA5	chr6	41118795	41118802	+	0.000	0.000	Merged-chr6-41118606-52
NR5178--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR1503--MA0140.2.GATA1::TAL1	chr13	24419821	24419838	-	0.000	0.000	Merged-chr13-24419838-27
NR533--MA0035.3.Gata1	chr10	21964642	21964652	+	0.000	0.000	Merged-chr10-21964511-16
NR5087--MA0766.1.GATA5	chr7	80782192	80782199	+	0.000	0.000	Merged-chr7-80782374-50
NR699--MA0482.1.Gata4	chr10	89747977	89747987	+	0.000	0.000	Merged-chr10-89747839-80
NR1497--MA1104.1.GATA6	chr13	21779747	21779759	+	0.000	0.000	Merged-chr13-21779684-65
NR4576--MA0035.3.Gata1	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
NR1721--MA0037.3.GATA3	chr13	106998846	106998853	-	0.000	0.000	Merged-chr13-106998870-40
NR1098--MA0036.3.GATA2	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR166--MA0035.3.Gata1	chr1	91086545	91086555	-	0.000	0.000	Merged-chr1-91086368-53
NR4731--MA1104.1.GATA6	chr6	108672111	108672123	-	0.000	0.000	Merged-chr6-108672304-39
NR607--MA0036.3.GATA2	chr10	58371380	58371390	-	0.000	0.000	Merged-chr10-58371559-38
NR2819--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR940--MA0037.3.GATA3	chr11	52314537	52314544	+	0.000	0.000	Merged-chr11-52314367-60
NR2161--MA1104.1.GATA6	chr15	82914619	82914631	+	0.000	0.000	Merged-chr15-82914694-36
NR4459--MA0140.2.GATA1::TAL1	chr5	139377565	139377582	+	0.000	0.000	Merged-chr5-139377554-24
NR2110--MA0482.1.Gata4	chr15	67410168	67410178	-	0.000	0.000	Merged-chr15-67410100-57
NR5438--MA0482.1.Gata4	chr8	106007236	106007246	-	0.000	0.000	Merged-chr8-106007407-44
NR2870--MA0140.2.GATA1::TAL1	chr18	66442250	66442267	-	0.000	0.000	Merged-chr18-66442128-39
NR2362--MA0482.1.Gata4	chr16	49774803	49774813	+	0.000	0.000	Merged-chr16-49774880-113
NR4589--MA0035.3.Gata1	chr6	50146482	50146492	+	0.000	0.000	Merged-chr6-50146420-23
NR2812--MA1104.1.GATA6	chr18	38350147	38350159	-	0.000	0.000	Merged-chr18-38350190-47
NR4693--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR926--MA0035.3.Gata1	chr11	48933853	48933863	+	0.000	0.000	Merged-chr11-48933681-40
NR5551--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR4836--MA0482.1.Gata4	chr6	129997694	129997704	+	0.000	0.000	Merged-chr6-129997694-33
NR512--MA0035.3.Gata1	chr10	17550175	17550185	-	0.000	0.000	Merged-chr10-17550297-37
NR1019--MA1104.1.GATA6	chr11	79141562	79141574	+	0.000	0.000	Merged-chr11-79141624-10
NR4330--MA1104.1.GATA6	chr5	92327549	92327561	-	0.000	0.000	Merged-chr5-92327493-24
NR216--MA0766.1.GATA5	chr1	106738290	106738297	+	0.000	0.000	Merged-chr1-106738280-22
NR206--MA0036.3.GATA2	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR1843--MA0037.3.GATA3	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
