#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR46332--MA0493.1.Klf1	chr7	92165085	92165095	-	0.000	0.000	Merged-chr7-92165181-43
NR28963--MA0741.1.KLF16	chr2	117335590	117335600	-	0.000	0.000	Merged-chr2-117335736-33
NR26146--MA0493.1.Klf1	chr19	41981424	41981434	-	0.000	0.000	Merged-chr19-41981286-107
NR43818--MA0039.3.KLF4	chr6	142455796	142455806	-	0.000	0.000	Merged-chr6-142455717-15
NR33876--MA0740.1.KLF14	chr4	20041967	20041980	+	0.000	0.000	Merged-chr4-20042164-92
NR34239--MA0599.1.KLF5	chr4	43000524	43000533	+	0.000	0.000	Merged-chr4-43000576-6
NR54433--MA0741.1.KLF16	chrX	85776825	85776835	-	0.000	0.000	Merged-chrX-85776712-109
NR31314--MA0599.1.KLF5	chr3	41564991	41565000	+	0.000	0.000	Merged-chr3-41565252-144
NR40280--MA1107.1.KLF9	chr5	135806676	135806688	+	0.000	0.000	Merged-chr5-135806774-33
NR18756--MA0741.1.KLF16	chr15	100747292	100747302	+	0.000	0.000	Merged-chr15-100747446-44
NR13543--MA0741.1.KLF16	chr13	63431379	63431389	+	0.000	0.000	Merged-chr13-63431477-108
NR20770--MA1107.1.KLF9	chr17	7169948	7169960	-	0.000	0.000	Merged-chr17-7169938-73
NR27472--MA0039.3.KLF4	chr2	31723102	31723112	-	0.000	0.000	Merged-chr2-31723082-4
NR52277--MA0741.1.KLF16	chr9	69125636	69125646	-	0.000	0.000	Merged-chr9-69125560-59
NR21323--MA0740.1.KLF14	chr17	26715506	26715519	+	0.000	0.000	Merged-chr17-26715575-5
NR54694--MA0742.1.Klf12	chrX	134807945	134807959	+	0.000	0.000	Merged-chrX-134808077-16
NR7186--MA0741.1.KLF16	chr11	22872238	22872248	-	0.000	0.000	Merged-chr11-22872155-48
NR49949--MA0741.1.KLF16	chr8	95349076	95349086	-	0.000	0.000	Merged-chr8-95348986-27
NR21018--MA0039.3.KLF4	chr17	21383735	21383745	-	0.000	0.000	Merged-chr17-21383828-70
NR47332--MA0741.1.KLF16	chr7	127393662	127393672	-	0.000	0.000	Merged-chr7-127393642-77
NR7331--MA0039.3.KLF4	chr11	32087582	32087592	-	0.000	0.000	Merged-chr11-32087638-14
NR32783--MA0741.1.KLF16	chr3	116200271	116200281	+	0.000	0.000	Merged-chr3-116200281-40
NR47794--MA0599.1.KLF5	chr7	139388867	139388876	+	0.000	0.000	Merged-chr7-139388959-78
NR32507--MA0599.1.KLF5	chr3	104961776	104961785	-	0.000	0.000	Merged-chr3-104961785-36
NR40292--MA0740.1.KLF14	chr5	135962731	135962744	+	0.000	0.000	Merged-chr5-135962796-70
NR24527--MA0741.1.KLF16	chr18	70644619	70644629	-	0.000	0.000	Merged-chr18-70644482-115
NR21016--MA0742.1.Klf12	chr17	21383733	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR16942--MA0742.1.Klf12	chr15	25812121	25812135	-	0.000	0.000	Merged-chr15-25812163-56
NR33247--MA0493.1.Klf1	chr3	138442981	138442991	+	0.000	0.000	Merged-chr3-138443041-87
NR47723--MA0657.1.KLF13	chr7	136894456	136894473	+	0.000	0.000	Merged-chr7-136894538-85
NR16437--MA0039.3.KLF4	chr14	105232610	105232620	-	0.000	0.000	Merged-chr14-105232653-27
NR385--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR30356--MA0740.1.KLF14	chr2	167349476	167349489	-	0.000	0.000	Merged-chr2-167349371-94
NR12542--MA0740.1.KLF14	chr13	12395129	12395142	-	0.000	0.000	Merged-chr13-12395311-75
NR20896--MA0741.1.KLF16	chr17	12992262	12992272	+	0.000	0.000	Merged-chr17-12992302-122
NR17902--MA0741.1.KLF16	chr15	79442057	79442067	+	0.000	0.000	Merged-chr15-79441826-49
NR36829--MA0039.3.KLF4	chr4	148742741	148742751	-	0.000	0.000	Merged-chr4-148742861-33
NR13996--MA1107.1.KLF9	chr13	96700925	96700937	-	0.000	0.000	Merged-chr13-96700841-9
NR38551--MA0741.1.KLF16	chr5	76905535	76905545	-	0.000	0.000	Merged-chr5-76905589-62
NR10591--MA0740.1.KLF14	chr12	16258506	16258519	+	0.000	0.000	Merged-chr12-16258722-16
NR6061--MA0741.1.KLF16	chr10	111619930	111619940	-	0.000	0.000	Merged-chr10-111620030-35
NR2143--MA0599.1.KLF5	chr1	151041118	151041127	-	0.000	0.000	Merged-chr1-151041056-25
NR41421--MA0741.1.KLF16	chr6	30509823	30509833	-	0.000	0.000	Merged-chr6-30509699-52
NR54685--MA0741.1.KLF16	chrX	134541683	134541693	+	0.000	0.000	Merged-chrX-134541555-76
NR6603--MA0741.1.KLF16	chr10	127471407	127471417	+	0.000	0.000	Merged-chr10-127471535-20
NR18342--MA0741.1.KLF16	chr15	90224264	90224274	+	0.000	0.000	Merged-chr15-90224402-90
NR28615--MA0741.1.KLF16	chr2	92393064	92393074	-	0.000	0.000	Merged-chr2-92392954-19
NR10928--MA1107.1.KLF9	chr12	36406145	36406157	+	0.000	0.000	Merged-chr12-36406215-5
NR13638--MA1107.1.KLF9	chr13	69821333	69821345	+	0.000	0.000	Merged-chr13-69821460-47
NR49264--MA0741.1.KLF16	chr8	71376026	71376036	-	0.000	0.000	Merged-chr8-71375846-26
NR10713--MA1107.1.KLF9	chr12	24593404	24593416	+	0.000	0.000	Merged-chr12-24593370-55
