#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR38965--MA0741.1.KLF16	chr4	139287699	139287709	-	0.000	0.000	Merged-chr4-139287610-26
NR40280--MA1107.1.KLF9	chr5	28329652	28329664	-	0.000	0.000	Merged-chr5-28329563-25
NR49238--MA0039.3.KLF4	chr7	79729603	79729613	+	0.000	0.000	Merged-chr7-79729486-27
NR55085--MA0599.1.KLF5	chr9	53384363	53384372	+	0.000	0.000	Merged-chr9-53384323-51
NR36809--MA0740.1.KLF14	chr4	49631953	49631966	+	0.000	0.000	Merged-chr4-49632034-71
NR24692--MA0599.1.KLF5	chr17	78916455	78916464	-	0.000	0.000	Merged-chr17-78916603-61
NR41473--MA1107.1.KLF9	chr5	98096618	98096630	+	0.000	0.000	Merged-chr5-98096818-9
NR7261--MA0599.1.KLF5	chr11	3289539	3289548	-	0.000	0.000	Merged-chr11-3289490-8
NR42937--MA0657.1.KLF13	chr5	134932357	134932374	+	0.000	0.000	Merged-chr5-134932473-29
NR29782--MA1107.1.KLF9	chr2	60165924	60165936	+	0.000	0.000	Merged-chr2-60166003-27
NR49835--MA0599.1.KLF5	chr7	105633582	105633591	-	0.000	0.000	Merged-chr7-105633562-65
NR40710--MA0741.1.KLF16	chr5	45450331	45450341	+	0.000	0.000	Merged-chr5-45450240-63
NR2428--MA0039.3.KLF4	chr1	156674356	156674366	+	0.000	0.000	Merged-chr1-156674255-139
NR30085--MA0740.1.KLF14	chr2	73892864	73892877	-	0.000	0.000	Merged-chr2-73892753-86
NR26038--MA1107.1.KLF9	chr18	61638021	61638033	-	0.000	0.000	Merged-chr18-61638222-61
NR22284--MA0599.1.KLF5	chr16	94328384	94328393	+	0.000	0.000	Merged-chr16-94328439-39
NR17902--MA0741.1.KLF16	chr14	115092202	115092212	-	0.000	0.000	Merged-chr14-115092344-57
NR34583--MA0493.1.Klf1	chr3	101657352	101657362	-	0.000	0.000	Merged-chr3-101657438-15
NR25411--MA0740.1.KLF14	chr18	25487039	25487052	-	0.000	0.000	Merged-chr18-25487147-80
NR38551--MA0741.1.KLF16	chr4	134187207	134187217	+	0.000	0.000	Merged-chr4-134187105-62
NR11113--MA0039.3.KLF4	chr11	118728475	118728485	+	0.000	0.000	Merged-chr11-118728360-4
NR6484--MA0493.1.Klf1	chr10	117148606	117148616	-	0.000	0.000	Merged-chr10-117148498-52
NR48096--MA0599.1.KLF5	chr7	27542715	27542724	+	0.000	0.000	Merged-chr7-27542736-25
NR27711--MA0599.1.KLF5	chr19	34287781	34287790	-	0.000	0.000	Merged-chr19-34287520-29
NR56730--MA0599.1.KLF5	chr9	111439062	111439071	-	0.000	0.000	Merged-chr9-111439119-15
NR23255--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR57791--MA0741.1.KLF16	chrX	73716461	73716471	-	0.000	0.000	Merged-chrX-73716479-74
NR4923--MA0741.1.KLF16	chr10	68040143	68040153	-	0.000	0.000	Merged-chr10-68039987-57
NR48978--MA0599.1.KLF5	chr7	65644880	65644889	+	0.000	0.000	Merged-chr7-65644925-69
NR41682--MA0742.1.Klf12	chr5	106574759	106574773	+	0.000	0.000	Merged-chr5-106574617-63
NR31009--MA0741.1.KLF16	chr2	125135989	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR11925--MA0599.1.KLF5	chr12	41040118	41040127	-	0.000	0.000	Merged-chr12-41040097-12
NR51827--MA0599.1.KLF5	chr8	35597272	35597281	+	0.000	0.000	Merged-chr8-35597143-68
NR52281--MA0599.1.KLF5	chr8	70477087	70477096	-	0.000	0.000	Merged-chr8-70476979-59
NR24113--MA0741.1.KLF16	chr17	50292854	50292864	+	0.000	0.000	Merged-chr17-50292906-47
NR11639--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR54322--MA0599.1.KLF5	chr8	128685712	128685721	-	0.000	0.000	Merged-chr8-128685727-159
NR22433--MA0741.1.KLF16	chr16	97535980	97535990	-	0.000	0.000	Merged-chr16-97535705-142
NR12370--MA0599.1.KLF5	chr12	76710144	76710153	-	0.000	0.000	Merged-chr12-76710295-113
NR23592--MA1107.1.KLF9	chr17	35301883	35301895	-	0.000	0.000	Merged-chr17-35301957-54
NR33368--MA0493.1.Klf1	chr3	35754039	35754049	-	0.000	0.000	Merged-chr3-35754323-108
NR15080--MA0599.1.KLF5	chr13	92611079	92611088	-	0.000	0.000	Merged-chr13-92610910-95
NR242--MA0741.1.KLF16	chr1	34462899	34462909	+	0.000	0.000	Merged-chr1-34462977-38
NR27614--MA0740.1.KLF14	chr19	29362019	29362032	-	0.000	0.000	Merged-chr19-29361880-50
NR5126--MA0740.1.KLF14	chr10	75935804	75935817	+	0.000	0.000	Merged-chr10-75935964-54
NR49821--MA0493.1.Klf1	chr7	105356550	105356560	-	0.000	0.000	Merged-chr7-105356441-22
NR38397--MA0599.1.KLF5	chr4	132533699	132533708	-	0.000	0.000	Merged-chr4-132533524-64
NR12226--MA0741.1.KLF16	chr12	70453045	70453055	-	0.000	0.000	Merged-chr12-70453103-61
NR21193--MA1107.1.KLF9	chr16	32202929	32202941	+	0.000	0.000	Merged-chr16-32202879-27
NR8535--MA0741.1.KLF16	chr11	68199634	68199644	-	0.000	0.000	Merged-chr11-68199450-69
NR54303--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR22270--MA0493.1.Klf1	chr16	94246192	94246202	+	0.000	0.000	Merged-chr16-94246329-14
NR53377--MA0742.1.Klf12	chr8	107424800	107424814	-	0.000	0.000	Merged-chr8-107424953-57
NR41585--MA1107.1.KLF9	chr5	103692335	103692347	-	0.000	0.000	Merged-chr5-103692321-99
NR15276--MA1107.1.KLF9	chr13	98692031	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR53545--MA0493.1.Klf1	chr8	111769477	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR48805--MA0740.1.KLF14	chr7	49246033	49246046	+	0.000	0.000	Merged-chr7-49246156-57
NR16343--MA0039.3.KLF4	chr14	25421977	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR40916--MA1107.1.KLF9	chr5	65901126	65901138	+	0.000	0.000	Merged-chr5-65901111-39
NR3308--MA1107.1.KLF9	chr1	184182451	184182463	-	0.000	0.000	Merged-chr1-184182339-15
NR41468--MA0741.1.KLF16	chr5	98031153	98031163	-	0.000	0.000	Merged-chr5-98030932-136
NR23112--MA0740.1.KLF14	chr17	27325348	27325361	+	0.000	0.000	Merged-chr17-27325215-15
NR21860--MA1107.1.KLF9	chr16	76422634	76422646	-	0.000	0.000	Merged-chr16-76422823-13
NR41913--MA0599.1.KLF5	chr5	112215379	112215388	+	0.000	0.000	Merged-chr5-112215474-7
NR36665--MA0599.1.KLF5	chr4	43972419	43972428	+	0.000	0.000	Merged-chr4-43972345-49
NR55845--MA1107.1.KLF9	chr9	79895076	79895088	+	0.000	0.000	Merged-chr9-79895109-7
NR48954--MA0039.3.KLF4	chr7	64213038	64213048	-	0.000	0.000	Merged-chr7-64213076-17
NR6586--MA0039.3.KLF4	chr10	118302306	118302316	+	0.000	0.000	Merged-chr10-118302448-26
NR32296--MA0493.1.Klf1	chr2	165326479	165326489	+	0.000	0.000	Merged-chr2-165326643-68
NR11911--MA0493.1.Klf1	chr12	40037520	40037530	+	0.000	0.000	Merged-chr12-40037679-115
NR14363--MA0741.1.KLF16	chr13	54503743	54503753	-	0.000	0.000	Merged-chr13-54503961-93
