#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR170--MA0508.2.PRDM1	chr10	84917552	84917561	-	0.000	0.000	Merged-chr10-84917565-76
NR712--MA0508.2.PRDM1	chr18	56620801	56620810	-	0.000	0.000	Merged-chr18-56620960-32
NR92--MA0508.2.PRDM1	chr1	175564520	175564529	-	0.000	0.000	Merged-chr1-175564566-22
NR964--MA0508.2.PRDM1	chr3	103857576	103857585	+	0.000	0.000	Merged-chr3-103857591-40
NR550--MA0508.2.PRDM1	chr15	73170230	73170239	+	0.000	0.000	Merged-chr15-73170233-91
NR1201--MA0508.2.PRDM1	chr6	67266807	67266816	+	0.000	0.000	Merged-chr6-67267043-98
NR292--MA0508.2.PRDM1	chr11	108088210	108088219	-	0.000	0.000	Merged-chr11-108088190-36
NR1519--MA0508.2.PRDM1	chrX	20961726	20961735	+	0.000	0.000	Merged-chrX-20961894-83
NR1086--MA0508.2.PRDM1	chr4	145300435	145300444	+	0.000	0.000	Merged-chr4-145300303-61
NR1195--MA0508.2.PRDM1	chr6	52987520	52987529	-	0.000	0.000	Merged-chr6-52987651-24
NR433--MA0508.2.PRDM1	chr13	102878870	102878879	-	0.000	0.000	Merged-chr13-102878910-11
NR1099--MA0508.2.PRDM1	chr4	156203111	156203120	+	0.000	0.000	Merged-chr4-156203414-81
NR813--MA0508.2.PRDM1	chr2	48333110	48333119	-	0.000	0.000	Merged-chr2-48333008-54
NR969--MA0508.2.PRDM1	chr3	107188297	107188306	-	0.000	0.000	Merged-chr3-107188360-7
NR284--MA0508.2.PRDM1	chr11	101448428	101448437	-	0.000	0.000	Merged-chr11-101448490-55
NR1174--MA0508.2.PRDM1	chr5	148994580	148994589	+	0.000	0.000	Merged-chr5-148994646-1
NR141--MA0508.2.PRDM1	chr10	37249763	37249772	+	0.000	0.000	Merged-chr10-37249909-39
NR393--MA0508.2.PRDM1	chr13	30792399	30792408	+	0.000	0.000	Merged-chr13-30792464-54
NR773--MA0508.2.PRDM1	chr19	53035505	53035514	-	0.000	0.000	Merged-chr19-53035588-13
NR839--MA0508.2.PRDM1	chr2	84678380	84678389	-	0.000	0.000	Merged-chr2-84678253-56
NR1187--MA0508.2.PRDM1	chr6	38759310	38759319	+	0.000	0.000	Merged-chr6-38759354-27
NR1458--MA0508.2.PRDM1	chr9	56418587	56418596	-	0.000	0.000	Merged-chr9-56418520-156
NR425--MA0508.2.PRDM1	chr13	91224129	91224138	+	0.000	0.000	Merged-chr13-91224009-83
NR1044--MA0508.2.PRDM1	chr4	83525549	83525558	-	0.000	0.000	Merged-chr4-83525430-94
NR263--MA0508.2.PRDM1	chr11	86544930	86544939	-	0.000	0.000	Merged-chr11-86544801-80
NR786--MA0508.2.PRDM1	chr2	4883404	4883413	-	0.000	0.000	Merged-chr2-4883400-34
NR372--MA0508.2.PRDM1	chr12	117995044	117995053	-	0.000	0.000	Merged-chr12-117995119-48
NR914--MA0508.2.PRDM1	chr3	5272106	5272115	-	0.000	0.000	Merged-chr3-5272073-63
NR481--MA0508.2.PRDM1	chr14	47299001	47299010	-	0.000	0.000	Merged-chr14-47299065-8
NR752--MA0508.2.PRDM1	chr19	16781168	16781177	+	0.000	0.000	Merged-chr19-16781022-84
NR133--MA0508.2.PRDM1	chr10	23786183	23786192	+	0.000	0.000	Merged-chr10-23786190-12
NR404--MA0508.2.PRDM1	chr13	41774073	41774082	-	0.000	0.000	Merged-chr13-41774048-23
NR1023--MA0508.2.PRDM1	chr4	16168614	16168623	+	0.000	0.000	Merged-chr4-16168724-23
NR385--MA0508.2.PRDM1	chr13	19139078	19139087	-	0.000	0.000	Merged-chr13-19139213-36
NR656--MA0508.2.PRDM1	chr17	35353612	35353621	+	0.000	0.000	Merged-chr17-35353468-33
NR242--MA0508.2.PRDM1	chr11	63908573	63908582	-	0.000	0.000	Merged-chr11-63908633-20
NR513--MA0508.2.PRDM1	chr14	103719037	103719046	+	0.000	0.000	Merged-chr14-103719095-60
NR494--MA0508.2.PRDM1	chr14	64434207	64434216	-	0.000	0.000	Merged-chr14-64434245-45
NR622--MA0508.2.PRDM1	chr16	91433602	91433611	+	0.000	0.000	Merged-chr16-91433677-29
NR1036--MA0508.2.PRDM1	chr4	59278647	59278656	-	0.000	0.000	Merged-chr4-59278599-46
NR68--MA0508.2.PRDM1	chr1	151011218	151011227	+	0.000	0.000	Merged-chr1-151011231-27
NR731--MA0508.2.PRDM1	chr18	80734828	80734837	+	0.000	0.000	Merged-chr18-80734835-39
NR1145--MA0508.2.PRDM1	chr5	105609879	105609888	+	0.000	0.000	Merged-chr5-105609798-27
NR34--MA0508.2.PRDM1	chr1	95573081	95573090	+	0.000	0.000	Merged-chr1-95573255-46
NR473--MA0508.2.PRDM1	chr14	32201971	32201980	-	0.000	0.000	Merged-chr14-32201951-64
NR234--MA0508.2.PRDM1	chr11	43410532	43410541	+	0.000	0.000	Merged-chr11-43410532-22
NR452--MA0508.2.PRDM1	chr13	113104962	113104971	+	0.000	0.000	Merged-chr13-113104978-22
NR499--MA0508.2.PRDM1	chr14	73175902	73175911	+	0.000	0.000	Merged-chr14-73175814-32
NR465--MA0508.2.PRDM1	chr14	18271189	18271198	-	0.000	0.000	Merged-chr14-18271014-66
NR574--MA0508.2.PRDM1	chr16	13219256	13219265	-	0.000	0.000	Merged-chr16-13219379-21
NR186--MA0508.2.PRDM1	chr10	107948235	107948244	+	0.000	0.000	Merged-chr10-107948089-22
NR152--MA0508.2.PRDM1	chr10	44529602	44529611	+	0.000	0.000	Merged-chr10-44529535-56
NR946--MA0508.2.PRDM1	chr3	89730749	89730758	-	0.000	0.000	Merged-chr3-89730861-61
