#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR254--MA1107.1.KLF9	chr1	34479047	34479059	-	0.000	0.000	Merged-chr1-34479093-40
NR25530--MA1107.1.KLF9	chr2	65336783	65336795	+	0.000	0.000	Merged-chr2-65336789-19
NR28931--MA0740.1.KLF14	chr3	84345569	84345582	-	0.000	0.000	Merged-chr3-84345416-77
NR35645--MA0039.3.KLF4	chr5	91015265	91015275	+	0.000	0.000	Merged-chr5-91015407-22
NR49248--MA0493.1.Klf1	chrX	48314744	48314754	+	0.000	0.000	Merged-chrX-48314836-34
NR26141--MA0741.1.KLF16	chr2	94290627	94290637	-	0.000	0.000	Merged-chr2-94290703-17
NR16903--MA1107.1.KLF9	chr15	100495161	100495173	-	0.000	0.000	Merged-chr15-100495239-52
NR4400--MA0741.1.KLF16	chr10	80226431	80226441	-	0.000	0.000	Merged-chr10-80226667-64
NR36619--MA1107.1.KLF9	chr5	120831203	120831215	+	0.000	0.000	Merged-chr5-120831228-43
NR2580--MA0039.3.KLF4	chr1	180215314	180215324	-	0.000	0.000	Merged-chr1-180215191-30
NR32865--MA0599.1.KLF5	chr4	129610180	129610189	-	0.000	0.000	Merged-chr4-129610276-24
NR35440--MA0493.1.Klf1	chr5	75066855	75066865	+	0.000	0.000	Merged-chr5-75066831-3
NR921--MA1107.1.KLF9	chr1	75218314	75218326	-	0.000	0.000	Merged-chr1-75218362-9
NR7186--MA0741.1.KLF16	chr11	70647238	70647248	-	0.000	0.000	Merged-chr11-70647218-85
NR43533--MA0599.1.KLF5	chr7	140857399	140857408	-	0.000	0.000	Merged-chr7-140857448-6
NR4631--MA0493.1.Klf1	chr10	81401814	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR10821--MA0493.1.Klf1	chr12	102469124	102469134	-	0.000	0.000	Merged-chr12-102469248-59
NR21887--MA0742.1.Klf12	chr18	60059215	60059229	+	0.000	0.000	Merged-chr18-60059257-14
NR49292--MA1107.1.KLF9	chrX	51205210	51205222	+	0.000	0.000	Merged-chrX-51205365-94
NR6807--MA0599.1.KLF5	chr11	59662475	59662484	+	0.000	0.000	Merged-chr11-59662530-59
NR40563--MA0740.1.KLF14	chr7	16052986	16052999	-	0.000	0.000	Merged-chr7-16052904-71
NR49835--MA0599.1.KLF5	chrX	150588224	150588233	-	0.000	0.000	Merged-chrX-150588315-63
NR41679--MA1107.1.KLF9	chr7	49246033	49246045	+	0.000	0.000	Merged-chr7-49246156-57
NR21072--MA1107.1.KLF9	chr17	88599089	88599101	-	0.000	0.000	Merged-chr17-88599180-35
NR42746--MA0039.3.KLF4	chr7	113250821	113250831	-	0.000	0.000	Merged-chr7-113250807-31
NR30796--MA1107.1.KLF9	chr4	11076339	11076351	+	0.000	0.000	Merged-chr4-11076222-62
NR42470--MA0599.1.KLF5	chr7	100845692	100845701	+	0.000	0.000	Merged-chr7-100845687-28
NR19147--MA0039.3.KLF4	chr17	24696095	24696105	-	0.000	0.000	Merged-chr17-24696255-66
NR20896--MA0741.1.KLF16	chr17	84119721	84119731	+	0.000	0.000	Merged-chr17-84119713-65
NR43101--MA0741.1.KLF16	chr7	127014366	127014376	+	0.000	0.000	Merged-chr7-127014477-45
NR40629--MA0740.1.KLF14	chr7	16875088	16875101	-	0.000	0.000	Merged-chr7-16874886-101
NR15680--MA0741.1.KLF16	chr15	66718661	66718671	-	0.000	0.000	Merged-chr15-66718609-34
NR41150--MA0741.1.KLF16	chr7	28809179	28809189	+	0.000	0.000	Merged-chr7-28809284-68
NR6061--MA0741.1.KLF16	chr11	14142561	14142571	-	0.000	0.000	Merged-chr11-14142731-31
NR27035--MA0599.1.KLF5	chr2	146855812	146855821	+	0.000	0.000	Merged-chr2-146855966-67
NR2482--MA1107.1.KLF9	chr1	175602407	175602419	-	0.000	0.000	Merged-chr1-175602466-27
NR25358--MA0657.1.KLF13	chr2	52742513	52742530	-	0.000	0.000	Merged-chr2-52742375-90
NR6998--MA0741.1.KLF16	chr11	65807148	65807158	+	0.000	0.000	Merged-chr11-65807044-98
NR25876--MA0599.1.KLF5	chr2	78973826	78973835	-	0.000	0.000	Merged-chr2-78973866-41
NR6603--MA0741.1.KLF16	chr11	53852029	53852039	-	0.000	0.000	Merged-chr11-53851984-46
NR36124--MA0740.1.KLF14	chr5	111330631	111330644	-	0.000	0.000	Merged-chr5-111330756-70
NR48833--MA0039.3.KLF4	chr9	122951026	122951036	+	0.000	0.000	Merged-chr9-122950963-68
NR45028--MA0599.1.KLF5	chr8	83699219	83699228	-	0.000	0.000	Merged-chr8-83698923-131
NR20552--MA0599.1.KLF5	chr17	70990567	70990576	-	0.000	0.000	Merged-chr17-70990523-86
NR11097--MA0740.1.KLF14	chr12	112629071	112629084	-	0.000	0.000	Merged-chr12-112629266-49
NR12655--MA0039.3.KLF4	chr13	92530771	92530781	+	0.000	0.000	Merged-chr13-92530781-75
NR44717--MA0740.1.KLF14	chr8	70699011	70699024	+	0.000	0.000	Merged-chr8-70699111-121
NR9628--MA0740.1.KLF14	chr12	16895069	16895082	-	0.000	0.000	Merged-chr12-16894984-114
NR9861--MA0493.1.Klf1	chr12	40037414	40037424	+	0.000	0.000	Merged-chr12-40037304-3
NR38271--MA0493.1.Klf1	chr6	47953394	47953404	-	0.000	0.000	Merged-chr6-47953415-51
NR18003--MA0742.1.Klf12	chr16	58465451	58465465	+	0.000	0.000	Merged-chr16-58465503-54
NR14777--MA0741.1.KLF16	chr14	115040849	115040859	-	0.000	0.000	Merged-chr14-115040895-2
NR21539--MA0742.1.Klf12	chr18	35939744	35939758	-	0.000	0.000	Merged-chr18-35939773-43
NR5997--MA0740.1.KLF14	chr11	6415815	6415828	-	0.000	0.000	Merged-chr11-6415741-2
NR1071--MA0599.1.KLF5	chr1	85703776	85703785	-	0.000	0.000	Merged-chr1-85703643-71
NR12307--MA0493.1.Klf1	chr13	64049669	64049679	-	0.000	0.000	Merged-chr13-64049732-3
NR23592--MA1107.1.KLF9	chr19	41317864	41317876	-	0.000	0.000	Merged-chr19-41317870-18
NR43082--MA0741.1.KLF16	chr7	126759551	126759561	-	0.000	0.000	Merged-chr7-126759483-50
NR25392--MA0740.1.KLF14	chr2	57181814	57181827	+	0.000	0.000	Merged-chr2-57181943-78
NR4878--MA0599.1.KLF5	chr10	89443138	89443147	-	0.000	0.000	Merged-chr10-89443213-4
NR10923--MA0039.3.KLF4	chr12	107011797	107011807	-	0.000	0.000	Merged-chr12-107011663-34
NR9423--MA0599.1.KLF5	chr11	121847867	121847876	-	0.000	0.000	Merged-chr11-121848040-41
NR29555--MA0599.1.KLF5	chr3	103058279	103058288	-	0.000	0.000	Merged-chr3-103058357-51
NR48805--MA0740.1.KLF14	chr9	122294564	122294577	-	0.000	0.000	Merged-chr9-122294367-85
NR27236--MA0493.1.Klf1	chr2	155553260	155553270	+	0.000	0.000	Merged-chr2-155553198-41
NR21399--MA1107.1.KLF9	chr18	34202688	34202700	+	0.000	0.000	Merged-chr18-34202543-19
NR15332--MA0741.1.KLF16	chr15	38452895	38452905	-	0.000	0.000	Merged-chr15-38452892-28
NR46015--MA0741.1.KLF16	chr8	121573464	121573474	-	0.000	0.000	Merged-chr8-121573521-19
NR44295--MA1107.1.KLF9	chr8	46163664	46163676	-	0.000	0.000	Merged-chr8-46163589-57
NR9629--MA0599.1.KLF5	chr12	16895072	16895081	-	0.000	0.000	Merged-chr12-16894984-114
NR5054--MA0493.1.Klf1	chr10	96325408	96325418	-	0.000	0.000	Merged-chr10-96325497-34
NR28201--MA0741.1.KLF16	chr3	10012300	10012310	-	0.000	0.000	Merged-chr3-10012460-1
NR25176--MA0039.3.KLF4	chr2	35507257	35507267	+	0.000	0.000	Merged-chr2-35507253-54
NR43885--MA0742.1.Klf12	chr8	13785831	13785845	-	0.000	0.000	Merged-chr8-13785827-81
NR361--MA0039.3.KLF4	chr1	37865114	37865124	+	0.000	0.000	Merged-chr1-37865069-70
NR33279--MA0599.1.KLF5	chr4	135946419	135946428	+	0.000	0.000	Merged-chr4-135946528-48
NR22396--MA0599.1.KLF5	chr18	81405005	81405014	+	0.000	0.000	Merged-chr18-81404957-28
NR1664--MA0742.1.Klf12	chr1	134344789	134344803	+	0.000	0.000	Merged-chr1-134344743-32
NR30005--MA0599.1.KLF5	chr3	129831343	129831352	+	0.000	0.000	Merged-chr3-129831268-81
NR47170--MA0741.1.KLF16	chr9	56041818	56041828	+	0.000	0.000	Merged-chr9-56042037-52
NR34572--MA0741.1.KLF16	chr5	24751254	24751264	+	0.000	0.000	Merged-chr5-24751438-125
NR24570--MA0741.1.KLF16	chr2	23041824	23041834	-	0.000	0.000	Merged-chr2-23041695-10
NR47712--MA0741.1.KLF16	chr9	78427563	78427573	-	0.000	0.000	Merged-chr9-78427642-36
NR22038--MA0599.1.KLF5	chr18	66464887	66464896	-	0.000	0.000	Merged-chr18-66464965-21
NR26379--MA0493.1.Klf1	chr2	117328733	117328743	-	0.000	0.000	Merged-chr2-117328790-53
NR38830--MA1107.1.KLF9	chr6	86127147	86127159	-	0.000	0.000	Merged-chr6-86127203-6
NR3591--MA0599.1.KLF5	chr10	42018393	42018402	-	0.000	0.000	Merged-chr10-42018378-38
NR765--MA0741.1.KLF16	chr1	66897066	66897076	+	0.000	0.000	Merged-chr1-66897217-4
NR14895--MA0742.1.Klf12	chr14	121094020	121094034	+	0.000	0.000	Merged-chr14-121093920-11
NR25969--MA1107.1.KLF9	chr2	84799142	84799154	-	0.000	0.000	Merged-chr2-84799053-115
NR37766--MA0742.1.Klf12	chr5	149604967	149604981	+	0.000	0.000	Merged-chr5-149605038-10
NR14532--MA0599.1.KLF5	chr14	77580701	77580710	+	0.000	0.000	Merged-chr14-77580770-64
NR25754--MA1107.1.KLF9	chr2	73435990	73436002	-	0.000	0.000	Merged-chr2-73436074-14
NR41530--MA0741.1.KLF16	chr7	44901357	44901367	+	0.000	0.000	Merged-chr7-44901527-50
NR45807--MA0599.1.KLF5	chr8	115826665	115826674	-	0.000	0.000	Merged-chr8-115826691-38
NR26831--MA0493.1.Klf1	chr2	131492234	131492244	-	0.000	0.000	Merged-chr2-131492046-74
