#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR52455--MA0493.1.Klf1	chr7	27804933	27804943	-	0.000	0.000	Merged-chr7-27804809-45
NR46474--MA0740.1.KLF14	chr5	122209816	122209829	+	0.000	0.000	Merged-chr5-122209892-38
NR62722--MA1107.1.KLF9	chr9	119744237	119744249	-	0.000	0.000	Merged-chr9-119744132-67
NR10134--MA0740.1.KLF14	chr11	87578390	87578403	+	0.000	0.000	Merged-chr11-87578522-34
NR12473--MA0599.1.KLF5	chr12	28649571	28649580	+	0.000	0.000	Merged-chr12-28649710-52
NR4400--MA0741.1.KLF16	chr10	24635710	24635720	-	0.000	0.000	Merged-chr10-24635929-80
NR13814--MA0741.1.KLF16	chr12	100901171	100901181	+	0.000	0.000	Merged-chr12-100901378-37
NR11592--MA0741.1.KLF16	chr11	115708616	115708626	+	0.000	0.000	Merged-chr11-115708587-76
NR18640--MA0493.1.Klf1	chr14	70781379	70781389	-	0.000	0.000	Merged-chr14-70781292-78
NR62060--MA0493.1.Klf1	chr9	107551417	107551427	+	0.000	0.000	Merged-chr9-107551360-55
NR24993--MA0742.1.Klf12	chr17	24896473	24896487	+	0.000	0.000	Merged-chr17-24896442-47
NR32631--MA1107.1.KLF9	chr2	60210487	60210499	+	0.000	0.000	Merged-chr2-60210153-124
NR9302--MA0599.1.KLF5	chr11	67021101	67021110	+	0.000	0.000	Merged-chr11-67021187-12
NR44726--MA0599.1.KLF5	chr5	65724843	65724852	+	0.000	0.000	Merged-chr5-65724695-81
NR32920--MA0742.1.Klf12	chr2	72997218	72997232	-	0.000	0.000	Merged-chr2-72997142-44
NR25238--MA0741.1.KLF16	chr17	28488298	28488308	+	0.000	0.000	Merged-chr17-28488439-21
NR47221--MA0599.1.KLF5	chr5	136147189	136147198	+	0.000	0.000	Merged-chr5-136147048-39
NR64021--MA0741.1.KLF16	chrX	152336664	152336674	-	0.000	0.000	Merged-chrX-152336709-50
NR51547--MA0740.1.KLF14	chr6	146642706	146642719	-	0.000	0.000	Merged-chr6-146642604-68
NR48575--MA0742.1.Klf12	chr6	38551312	38551326	-	0.000	0.000	Merged-chr6-38551188-3
