#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR3898--MA0501.1.MAF::NFE2	chr17	83732262	83732276	-	0.000	0.000	Merged-chr17-83732480-77
NR8522--MA0089.1.MAFG::NFE2L1	chr9	123510035	123510040	-	0.000	0.000	Merged-chr9-123510118-53
NR2656--MA0117.2.Mafb	chr14	7773946	7773957	-	0.000	0.000	Merged-chr14-7774094-48
NR6988--MA0501.1.MAF::NFE2	chr6	128826884	128826898	-	0.000	0.000	Merged-chr6-128826735-1
NR2994--MA0496.2.MAFK	chr15	12500986	12501004	+	0.000	0.000	Merged-chr15-12500889-18
NR2009--MA0501.1.MAF::NFE2	chr12	73755799	73755813	+	0.000	0.000	Merged-chr12-73755850-33
NR4958--MA0591.1.Bach1::Mafk	chr2	132874103	132874117	+	0.000	0.000	Merged-chr2-132874056-29
NR7377--MA0591.1.Bach1::Mafk	chr7	88277952	88277966	-	0.000	0.000	Merged-chr7-88277726-133
NR3605--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR6464--MA0591.1.Bach1::Mafk	chr5	112297492	112297506	-	0.000	0.000	Merged-chr5-112297415-51
NR2453--MA0495.2.MAFF	chr13	81685085	81685105	+	0.000	0.000	Merged-chr13-81685096-36
NR7000--MA0089.1.MAFG::NFE2L1	chr6	131404460	131404465	+	0.000	0.000	Merged-chr6-131404505-15
NR1390--MA0495.2.MAFF	chr11	48838672	48838692	+	0.000	0.000	Merged-chr11-48838520-2
NR3071--MA0089.1.MAFG::NFE2L1	chr15	55699888	55699893	+	0.000	0.000	Merged-chr15-55699814-18
NR1596--MA0495.2.MAFF	chr11	85324146	85324166	+	0.000	0.000	Merged-chr11-85324179-42
NR7896--MA0089.1.MAFG::NFE2L1	chr8	95713794	95713799	-	0.000	0.000	Merged-chr8-95713709-35
NR1313--MA0089.1.MAFG::NFE2L1	chr11	17257601	17257606	-	0.000	0.000	Merged-chr11-17257747-64
NR4066--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR6468--MA0495.2.MAFF	chr5	113664320	113664340	+	0.000	0.000	Merged-chr5-113664370-10
NR7302--MA0089.1.MAFG::NFE2L1	chr7	66300980	66300985	+	0.000	0.000	Merged-chr7-66300872-27
NR1811--MA0495.2.MAFF	chr11	119228641	119228661	-	0.000	0.000	Merged-chr11-119228815-89
NR8627--MA0117.2.Mafb	chrX	113005444	113005455	-	0.000	0.000	Merged-chrX-113005437-15
NR3373--MA0089.1.MAFG::NFE2L1	chr16	32914376	32914381	+	0.000	0.000	Merged-chr16-32914306-67
NR3190--MA0591.1.Bach1::Mafk	chr15	81811332	81811346	+	0.000	0.000	Merged-chr15-81811152-87
NR8185--MA0591.1.Bach1::Mafk	chr9	43105777	43105791	+	0.000	0.000	Merged-chr9-43105885-64
NR6663--MA0089.1.MAFG::NFE2L1	chr6	24527544	24527549	+	0.000	0.000	Merged-chr6-24527621-68
NR6486--MA0495.2.MAFF	chr5	115635603	115635623	+	0.000	0.000	Merged-chr5-115635680-25
NR8195--MA0496.2.MAFK	chr9	44965543	44965561	-	0.000	0.000	Merged-chr9-44965601-47
NR8527--MA0495.2.MAFF	chr9	124114861	124114881	+	0.000	0.000	Merged-chr9-124115010-18
NR4905--MA0089.1.MAFG::NFE2L1	chr2	125456243	125456248	+	0.000	0.000	Merged-chr2-125456296-22
NR6374--MA0089.1.MAFG::NFE2L1	chr5	92382001	92382006	+	0.000	0.000	Merged-chr5-92381886-27
NR2255--MA0089.1.MAFG::NFE2L1	chr13	23752647	23752652	-	0.000	0.000	Merged-chr13-23752435-52
NR3184--MA0089.1.MAFG::NFE2L1	chr15	80619972	80619977	-	0.000	0.000	Merged-chr15-80619928-23
NR3321--MA0117.2.Mafb	chr16	11461665	11461676	-	0.000	0.000	Merged-chr16-11461779-30
NR6589--MA0089.1.MAFG::NFE2L1	chr5	139197006	139197011	+	0.000	0.000	Merged-chr5-139197126-38
NR4125--MA0089.1.MAFG::NFE2L1	chr18	65189404	65189409	-	0.000	0.000	Merged-chr18-65189388-18
NR7215--MA0117.2.Mafb	chr7	30608044	30608055	+	0.000	0.000	Merged-chr7-30607986-27
NR3762--MA0089.1.MAFG::NFE2L1	chr17	44718212	44718217	-	0.000	0.000	Merged-chr17-44718379-50
NR5828--MA0659.1.MAFG	chr4	63840667	63840687	+	0.000	0.000	Merged-chr4-63840637-20
NR3433--MA0117.2.Mafb	chr16	52061122	52061133	-	0.000	0.000	Merged-chr16-52060989-97
NR7415--MA0089.1.MAFG::NFE2L1	chr7	101555538	101555543	+	0.000	0.000	Merged-chr7-101555691-65
NR1025--MA0117.2.Mafb	chr10	93069526	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR743--MA0089.1.MAFG::NFE2L1	chr10	10224829	10224834	+	0.000	0.000	Merged-chr10-10224805-34
NR2576--MA0117.2.Mafb	chr13	108527177	108527188	+	0.000	0.000	Merged-chr13-108527257-30
NR4617--MA0117.2.Mafb	chr2	60019291	60019302	-	0.000	0.000	Merged-chr2-60019234-65
NR8272--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	+	0.000	0.000	Merged-chr9-62425384-15
NR8305--MA0117.2.Mafb	chr9	73089443	73089454	-	0.000	0.000	Merged-chr9-73089587-62
NR3197--MA0089.1.MAFG::NFE2L1	chr15	82166566	82166571	+	0.000	0.000	Merged-chr15-82166377-112
NR5051--MA0496.2.MAFK	chr2	153350990	153351008	-	0.000	0.000	Merged-chr2-153350886-63
NR1813--MA0591.1.Bach1::Mafk	chr11	119228644	119228658	+	0.000	0.000	Merged-chr11-119228815-89
NR6148--MA0659.1.MAFG	chr4	156021513	156021533	-	0.000	0.000	Merged-chr4-156021517-1
NR5443--MA0089.1.MAFG::NFE2L1	chr3	104856448	104856453	-	0.000	0.000	Merged-chr3-104856352-37
NR5830--MA0496.2.MAFK	chr4	63840668	63840686	+	0.000	0.000	Merged-chr4-63840637-20
NR4638--MA0495.2.MAFF	chr2	65044576	65044596	-	0.000	0.000	Merged-chr2-65044504-13
NR7457--MA0117.2.Mafb	chr7	105752276	105752287	+	0.000	0.000	Merged-chr7-105752191-52
NR5593--MA0501.1.MAF::NFE2	chr3	136578199	136578213	-	0.000	0.000	Merged-chr3-136578173-14
NR8068--MA0089.1.MAFG::NFE2L1	chr8	126584487	126584492	-	0.000	0.000	Merged-chr8-126584527-70
NR843--MA0089.1.MAFG::NFE2L1	chr10	41552949	41552954	+	0.000	0.000	Merged-chr10-41552694-34
NR8220--MA0117.2.Mafb	chr9	53806928	53806939	-	0.000	0.000	Merged-chr9-53806903-27
NR7245--MA0495.2.MAFF	chr7	47015831	47015851	-	0.000	0.000	Merged-chr7-47015889-36
NR6920--MA0496.2.MAFK	chr6	115847089	115847107	+	0.000	0.000	Merged-chr6-115847146-35
NR2986--MA0591.1.Bach1::Mafk	chr15	10723728	10723742	+	0.000	0.000	Merged-chr15-10723648-41
NR7912--MA0495.2.MAFF	chr8	105255262	105255282	+	0.000	0.000	Merged-chr8-105255163-4
NR7222--MA0496.2.MAFK	chr7	35647507	35647525	+	0.000	0.000	Merged-chr7-35647371-69
NR6173--MA0495.2.MAFF	chr5	5420342	5420362	-	0.000	0.000	Merged-chr5-5420247-39
NR8659--MA0089.1.MAFG::NFE2L1	chrX	163848672	163848677	-	0.000	0.000	Merged-chrX-163848776-29
NR8587--MA0501.1.MAF::NFE2	chrX	85839454	85839468	-	0.000	0.000	Merged-chrX-85839388-40
NR5832--MA0089.1.MAFG::NFE2L1	chr4	70265447	70265452	+	0.000	0.000	Merged-chr4-70265385-47
NR6150--MA0496.2.MAFK	chr4	156021514	156021532	+	0.000	0.000	Merged-chr4-156021517-1
NR8529--MA0591.1.Bach1::Mafk	chr9	124114864	124114878	+	0.000	0.000	Merged-chr9-124115010-18
NR2457--MA0501.1.MAF::NFE2	chr13	81685085	81685099	-	0.000	0.000	Merged-chr13-81685096-36
NR654--MA0089.1.MAFG::NFE2L1	chr1	184048075	184048080	-	0.000	0.000	Merged-chr1-184048031-42
NR8255--MA0089.1.MAFG::NFE2L1	chr9	60688176	60688181	+	0.000	0.000	Merged-chr9-60688007-55
NR7892--MA0089.1.MAFG::NFE2L1	chr8	95001864	95001869	-	0.000	0.000	Merged-chr8-95001890-40
NR8631--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR4313--MA0117.2.Mafb	chr19	32168219	32168230	+	0.000	0.000	Merged-chr19-32168202-16
NR7153--MA0659.1.MAFG	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR5714--MA0496.2.MAFK	chr4	11323557	11323575	+	0.000	0.000	Merged-chr4-11323536-26
NR2440--MA0089.1.MAFG::NFE2L1	chr13	75797921	75797926	-	0.000	0.000	Merged-chr13-75797907-63
NR8060--MA0591.1.Bach1::Mafk	chr8	126539881	126539895	-	0.000	0.000	Merged-chr8-126539798-23
NR1020--MA0089.1.MAFG::NFE2L1	chr10	91167257	91167262	-	0.000	0.000	Merged-chr10-91167120-36
NR1048--MA0117.2.Mafb	chr10	96015948	96015959	-	0.000	0.000	Merged-chr10-96015913-48
NR3509--MA0089.1.MAFG::NFE2L1	chr16	90331121	90331126	-	0.000	0.000	Merged-chr16-90331129-56
NR2458--MA0496.2.MAFK	chr13	81685086	81685104	+	0.000	0.000	Merged-chr13-81685096-36
NR3699--MA0089.1.MAFG::NFE2L1	chr17	29032620	29032625	-	0.000	0.000	Merged-chr17-29032504-80
NR7791--MA0591.1.Bach1::Mafk	chr8	71396848	71396862	+	0.000	0.000	Merged-chr8-71396788-46
NR2514--MA0591.1.Bach1::Mafk	chr13	96924619	96924633	-	0.000	0.000	Merged-chr13-96924812-71
NR3173--MA0501.1.MAF::NFE2	chr15	77849603	77849617	+	0.000	0.000	Merged-chr15-77849735-32
NR7805--MA0495.2.MAFF	chr8	75202261	75202281	+	0.000	0.000	Merged-chr8-75202303-18
NR6918--MA0591.1.Bach1::Mafk	chr6	115847091	115847105	-	0.000	0.000	Merged-chr6-115847146-35
NR5899--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR7224--MA0089.1.MAFG::NFE2L1	chr7	38071218	38071223	-	0.000	0.000	Merged-chr7-38071224-22
NR1966--MA0659.1.MAFG	chr12	51543641	51543661	-	0.000	0.000	Merged-chr12-51543736-20
