#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR4995--MA0482.1.Gata4	chr7	66196715	66196725	-	0.000	0.000	Merged-chr7-66196712-1
NR2234--MA0766.1.GATA5	chr16	11688324	11688331	+	0.000	0.000	Merged-chr16-11688393-56
NR2505--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR1127--MA0482.1.Gata4	chr11	108098356	108098366	+	0.000	0.000	Merged-chr11-108098538-36
NR3559--MA0035.3.Gata1	chr3	37753350	37753360	+	0.000	0.000	Merged-chr3-37753406-27
NR2999--MA0036.3.GATA2	chr19	32275769	32275779	+	0.000	0.000	Merged-chr19-32275869-3
NR331--MA0036.3.GATA2	chr1	163383832	163383842	-	0.000	0.000	Merged-chr1-163383772-21
NR982--MA1104.1.GATA6	chr11	77625289	77625301	-	0.000	0.000	Merged-chr11-77625263-36
NR5580--MA0037.3.GATA3	chr9	62810880	62810887	+	0.000	0.000	Merged-chr9-62811056-2
NR1369--MA0035.3.Gata1	chr12	104069808	104069818	-	0.000	0.000	Merged-chr12-104069872-17
NR4180--MA0482.1.Gata4	chr5	21248921	21248931	+	0.000	0.000	Merged-chr5-21249086-19
NR2965--MA0036.3.GATA2	chr19	12805882	12805892	-	0.000	0.000	Merged-chr19-12806193-62
NR4998--MA0035.3.Gata1	chr7	66196716	66196726	-	0.000	0.000	Merged-chr7-66196712-1
NR4231--MA0036.3.GATA2	chr5	30343444	30343454	-	0.000	0.000	Merged-chr5-30343363-21
NR4974--MA0482.1.Gata4	chr7	44496630	44496640	+	0.000	0.000	Merged-chr7-44496496-71
NR697--MA0035.3.Gata1	chr10	95262683	95262693	-	0.000	0.000	Merged-chr10-95262672-51
NR968--MA0035.3.Gata1	chr11	69991097	69991107	+	0.000	0.000	Merged-chr11-69991335-71
NR3309--MA0482.1.Gata4	chr2	113905183	113905193	-	0.000	0.000	Merged-chr2-113905137-3
NR5175--MA0482.1.Gata4	chr7	142435629	142435639	-	0.000	0.000	Merged-chr7-142435660-33
NR2244--MA0140.2.GATA1::TAL1	chr16	18344050	18344067	-	0.000	0.000	Merged-chr16-18343895-61
NR4982--MA0766.1.GATA5	chr7	45069781	45069788	+	0.000	0.000	Merged-chr7-45069861-43
NR5650--MA0140.2.GATA1::TAL1	chr9	88547929	88547946	+	0.000	0.000	Merged-chr9-88547903-109
NR4040--MA0035.3.Gata1	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR686--MA0482.1.Gata4	chr10	93225926	93225936	+	0.000	0.000	Merged-chr10-93225944-30
NR4590--MA1104.1.GATA6	chr6	54096386	54096398	-	0.000	0.000	Merged-chr6-54096523-11
NR2402--MA0482.1.Gata4	chr16	87726175	87726185	-	0.000	0.000	Merged-chr16-87726198-44
NR1070--MA1104.1.GATA6	chr11	98355987	98355999	+	0.000	0.000	Merged-chr11-98355961-5
NR1407--MA1104.1.GATA6	chr12	114300001	114300013	-	0.000	0.000	Merged-chr12-114300093-52
NR4287--MA0140.2.GATA1::TAL1	chr5	65737430	65737447	+	0.000	0.000	Merged-chr5-65737481-18
NR5316--MA0482.1.Gata4	chr8	110859815	110859825	+	0.000	0.000	Merged-chr8-110860019-49
NR5572--MA0037.3.GATA3	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR4571--MA0036.3.GATA2	chr6	41200090	41200100	+	0.000	0.000	Merged-chr6-41200274-23
NR5087--MA0766.1.GATA5	chr7	114577241	114577248	+	0.000	0.000	Merged-chr7-114577141-7
NR4244--MA0140.2.GATA1::TAL1	chr5	33438302	33438319	+	0.000	0.000	Merged-chr5-33438418-12
NR2553--MA0766.1.GATA5	chr17	34196618	34196625	-	0.000	0.000	Merged-chr17-34196730-34
NR2824--MA0766.1.GATA5	chr18	56733839	56733846	+	0.000	0.000	Merged-chr18-56734019-60
NR2230--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR1098--MA0036.3.GATA2	chr11	101661874	101661884	-	0.000	0.000	Merged-chr11-101661964-4
NR3557--MA1104.1.GATA6	chr3	37753349	37753361	-	0.000	0.000	Merged-chr3-37753406-27
NR1367--MA1104.1.GATA6	chr12	104069807	104069819	+	0.000	0.000	Merged-chr12-104069872-17
NR1239--MA0036.3.GATA2	chr12	31997092	31997102	-	0.000	0.000	Merged-chr12-31997107-37
NR4084--MA0766.1.GATA5	chr4	141147779	141147786	+	0.000	0.000	Merged-chr4-141148064-85
NR2742--MA0482.1.Gata4	chr18	32880787	32880797	+	0.000	0.000	Merged-chr18-32880667-46
NR1638--MA0037.3.GATA3	chr13	92987046	92987053	-	0.000	0.000	Merged-chr13-92986977-41
NR2526--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR4193--MA0766.1.GATA5	chr5	22511442	22511449	+	0.000	0.000	Merged-chr5-22511594-21
NR2579--MA0766.1.GATA5	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR3903--MA0037.3.GATA3	chr4	59281127	59281134	-	0.000	0.000	Merged-chr4-59281104-23
NR4050--MA0766.1.GATA5	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR5079--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR2341--MA0482.1.Gata4	chr16	49771836	49771846	-	0.000	0.000	Merged-chr16-49771808-11
NR1272--MA0140.2.GATA1::TAL1	chr12	69579867	69579884	-	0.000	0.000	Merged-chr12-69579802-27
NR4181--MA1104.1.GATA6	chr5	21248919	21248931	-	0.000	0.000	Merged-chr5-21249086-19
