#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR170--MA0508.2.PRDM1	chr10	39600359	39600368	+	0.000	0.000	Merged-chr10-39600436-54
NR1060--MA0508.2.PRDM1	chr3	55414603	55414612	+	0.000	0.000	Merged-chr3-55414423-1
NR1126--MA0508.2.PRDM1	chr3	142620157	142620166	+	0.000	0.000	Merged-chr3-142620396-203
NR92--MA0508.2.PRDM1	chr1	155167682	155167691	-	0.000	0.000	Merged-chr1-155167798-18
NR964--MA0508.2.PRDM1	chr2	84809681	84809690	-	0.000	0.000	Merged-chr2-84809578-14
NR1583--MA0508.2.PRDM1	chr8	14997065	14997074	-	0.000	0.000	Merged-chr8-14996995-10
NR1378--MA0508.2.PRDM1	chr6	55056227	55056236	+	0.000	0.000	Merged-chr6-55056430-13
NR15--MA0508.2.PRDM1	chr1	30899015	30899024	+	0.000	0.000	Merged-chr1-30898944-13
NR454--MA0508.2.PRDM1	chr13	44376101	44376110	-	0.000	0.000	Merged-chr13-44376077-22
NR1344--MA0508.2.PRDM1	chr5	149203209	149203218	-	0.000	0.000	Merged-chr5-149203183-18
NR311--MA0508.2.PRDM1	chr11	103346320	103346329	+	0.000	0.000	Merged-chr11-103346367-17
NR292--MA0508.2.PRDM1	chr11	86544930	86544939	-	0.000	0.000	Merged-chr11-86544801-80
NR420--MA0508.2.PRDM1	chr12	117712709	117712718	-	0.000	0.000	Merged-chr12-117712681-21
NR672--MA0508.2.PRDM1	chr16	26581729	26581738	-	0.000	0.000	Merged-chr16-26581670-77
NR1086--MA0508.2.PRDM1	chr3	101021592	101021601	-	0.000	0.000	Merged-chr3-101021313-57
NR324--MA0508.2.PRDM1	chr11	116869751	116869760	-	0.000	0.000	Merged-chr11-116869693-21
NR1214--MA0508.2.PRDM1	chr4	124818147	124818156	+	0.000	0.000	Merged-chr4-124818011-13
NR1466--MA0508.2.PRDM1	chr6	145747480	145747489	+	0.000	0.000	Merged-chr6-145747406-5
NR1737--MA0508.2.PRDM1	chrX	77509282	77509291	+	0.000	0.000	Merged-chrX-77509424-59
NR162--MA0508.2.PRDM1	chr10	30627853	30627862	-	0.000	0.000	Merged-chr10-30627801-15
NR956--MA0508.2.PRDM1	chr2	71800883	71800892	-	0.000	0.000	Merged-chr2-71801040-44
NR271--MA0508.2.PRDM1	chr11	69838281	69838290	-	0.000	0.000	Merged-chr11-69838250-77
NR813--MA0508.2.PRDM1	chr18	48927656	48927665	+	0.000	0.000	Merged-chr18-48927689-2
NR1607--MA0508.2.PRDM1	chr8	81558831	81558840	-	0.000	0.000	Merged-chr8-81558760-48
NR555--MA0508.2.PRDM1	chr14	60542004	60542013	-	0.000	0.000	Merged-chr14-60541882-16
NR1174--MA0508.2.PRDM1	chr4	59278647	59278656	-	0.000	0.000	Merged-chr4-59278599-46
NR141--MA0508.2.PRDM1	chr1	194880004	194880013	+	0.000	0.000	Merged-chr1-194879815-64
NR1697--MA0508.2.PRDM1	chr9	77806872	77806881	+	0.000	0.000	Merged-chr9-77806830-39
NR664--MA0508.2.PRDM1	chr16	17010284	17010293	+	0.000	0.000	Merged-chr16-17010248-6
NR1078--MA0508.2.PRDM1	chr3	89887755	89887764	+	0.000	0.000	Merged-chr3-89887842-17
NR1187--MA0508.2.PRDM1	chr4	86748582	86748591	-	0.000	0.000	Merged-chr4-86748710-108
NR1729--MA0508.2.PRDM1	chrX	7789679	7789688	+	0.000	0.000	Merged-chrX-7789819-46
NR805--MA0508.2.PRDM1	chr18	13787153	13787162	+	0.000	0.000	Merged-chr18-13787099-71
NR1219--MA0508.2.PRDM1	chr4	129496812	129496821	+	0.000	0.000	Merged-chr4-129496759-24
NR786--MA0508.2.PRDM1	chr17	86041012	86041021	-	0.000	0.000	Merged-chr17-86040828-28
NR372--MA0508.2.PRDM1	chr12	79581852	79581861	+	0.000	0.000	Merged-chr12-79581763-13
NR709--MA0508.2.PRDM1	chr16	70408304	70408313	+	0.000	0.000	Merged-chr16-70408152-21
NR89--MA0508.2.PRDM1	chr1	150497103	150497112	+	0.000	0.000	Merged-chr1-150496901-31
NR481--MA0508.2.PRDM1	chr13	89528783	89528792	-	0.000	0.000	Merged-chr13-89528887-11
NR752--MA0508.2.PRDM1	chr17	27017807	27017816	-	0.000	0.000	Merged-chr17-27018034-35
NR818--MA0508.2.PRDM1	chr18	54987137	54987146	-	0.000	0.000	Merged-chr18-54986948-23
NR133--MA0508.2.PRDM1	chr1	191396353	191396362	+	0.000	0.000	Merged-chr1-191396236-4
NR1288--MA0508.2.PRDM1	chr5	74348732	74348741	+	0.000	0.000	Merged-chr5-74348625-55
NR9--MA0508.2.PRDM1	chr1	20820395	20820404	+	0.000	0.000	Merged-chr1-20820206-62
NR460--MA0508.2.PRDM1	chr13	55116476	55116485	+	0.000	0.000	Merged-chr13-55116329-10
NR731--MA0508.2.PRDM1	chr16	95814630	95814639	-	0.000	0.000	Merged-chr16-95814712-5
