#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR712--MA0508.2.PRDM1	chr15	66476170	66476179	+	0.000	0.000	Merged-chr15-66476281-69
NR1378--MA0508.2.PRDM1	chr4	136031644	136031653	+	0.000	0.000	Merged-chr4-136031447-41
NR1235--MA0508.2.PRDM1	chr3	122245629	122245638	+	0.000	0.000	Merged-chr3-122245768-82
NR1487--MA0508.2.PRDM1	chr5	105110387	105110396	-	0.000	0.000	Merged-chr5-105110402-76
NR725--MA0508.2.PRDM1	chr15	81745152	81745161	-	0.000	0.000	Merged-chr15-81745308-45
NR1615--MA0508.2.PRDM1	chr6	136468704	136468713	-	0.000	0.000	Merged-chr6-136468663-37
NR1596--MA0508.2.PRDM1	chr6	115853308	115853317	-	0.000	0.000	Merged-chr6-115853380-61
NR672--MA0508.2.PRDM1	chr14	120277517	120277526	+	0.000	0.000	Merged-chr14-120277544-48
NR943--MA0508.2.PRDM1	chr19	18591303	18591312	-	0.000	0.000	Merged-chr19-18591291-34
NR324--MA0508.2.PRDM1	chr11	61762056	61762065	-	0.000	0.000	Merged-chr11-61762062-61
NR781--MA0508.2.PRDM1	chr16	52329570	52329579	+	0.000	0.000	Merged-chr16-52329510-16
NR162--MA0508.2.PRDM1	chr1	191599403	191599412	+	0.000	0.000	Merged-chr1-191599385-45
NR433--MA0508.2.PRDM1	chr12	91713674	91713683	+	0.000	0.000	Merged-chr12-91713689-29
NR704--MA0508.2.PRDM1	chr15	61983452	61983461	+	0.000	0.000	Merged-chr15-61983458-31
NR1052--MA0508.2.PRDM1	chr2	76070715	76070724	+	0.000	0.000	Merged-chr2-76070778-23
NR84--MA0508.2.PRDM1	chr1	128399218	128399227	-	0.000	0.000	Merged-chr1-128399248-36
NR1575--MA0508.2.PRDM1	chr6	97235470	97235479	+	0.000	0.000	Merged-chr6-97235343-20
NR813--MA0508.2.PRDM1	chr16	93687085	93687094	+	0.000	0.000	Merged-chr16-93687116-36
NR794--MA0508.2.PRDM1	chr16	75877298	75877307	-	0.000	0.000	Merged-chr16-75877310-18
NR555--MA0508.2.PRDM1	chr13	95891244	95891253	-	0.000	0.000	Merged-chr13-95891213-14
NR412--MA0508.2.PRDM1	chr12	72761990	72761999	-	0.000	0.000	Merged-chr12-72761900-3
NR1206--MA0508.2.PRDM1	chr3	96764775	96764784	+	0.000	0.000	Merged-chr3-96764776-19
NR1729--MA0508.2.PRDM1	chr7	111109668	111109677	+	0.000	0.000	Merged-chr7-111109664-29
NR901--MA0508.2.PRDM1	chr18	40308109	40308118	-	0.000	0.000	Merged-chr18-40308184-41
NR425--MA0508.2.PRDM1	chr12	87470476	87470485	-	0.000	0.000	Merged-chr12-87470490-42
NR1044--MA0508.2.PRDM1	chr2	71866729	71866738	-	0.000	0.000	Merged-chr2-71866752-47
NR948--MA0508.2.PRDM1	chr19	30924284	30924293	-	0.000	0.000	Merged-chr19-30924347-34
NR263--MA0508.2.PRDM1	chr10	100742132	100742141	+	0.000	0.000	Merged-chr10-100742220-29
NR120--MA0508.2.PRDM1	chr1	161436662	161436671	+	0.000	0.000	Merged-chr1-161436721-21
NR786--MA0508.2.PRDM1	chr16	55637018	55637027	+	0.000	0.000	Merged-chr16-55636906-56
NR914--MA0508.2.PRDM1	chr18	61614597	61614606	+	0.000	0.000	Merged-chr18-61614590-32
NR89--MA0508.2.PRDM1	chr1	131821018	131821027	-	0.000	0.000	Merged-chr1-131821005-30
NR500--MA0508.2.PRDM1	chr13	30933190	30933199	-	0.000	0.000	Merged-chr13-30933157-53
NR752--MA0508.2.PRDM1	chr16	10992745	10992754	-	0.000	0.000	Merged-chr16-10992753-110
NR1437--MA0508.2.PRDM1	chr5	38307966	38307975	-	0.000	0.000	Merged-chr5-38307807-52
NR55--MA0508.2.PRDM1	chr1	91825545	91825554	-	0.000	0.000	Merged-chr1-91825474-20
NR590--MA0508.2.PRDM1	chr14	21032266	21032275	+	0.000	0.000	Merged-chr14-21032326-46
NR385--MA0508.2.PRDM1	chr12	33302933	33302942	-	0.000	0.000	Merged-chr12-33302783-101
NR68--MA0508.2.PRDM1	chr1	106561480	106561489	+	0.000	0.000	Merged-chr1-106561410-50
NR112--MA0508.2.PRDM1	chr1	156206230	156206239	+	0.000	0.000	Merged-chr1-156206326-26
NR364--MA0508.2.PRDM1	chr11	120631338	120631347	-	0.000	0.000	Merged-chr11-120631318-28
NR635--MA0508.2.PRDM1	chr14	75527432	75527441	-	0.000	0.000	Merged-chr14-75527299-19
NR906--MA0508.2.PRDM1	chr18	54940605	54940614	+	0.000	0.000	Merged-chr18-54940674-40
NR1049--MA0508.2.PRDM1	chr2	75685730	75685739	+	0.000	0.000	Merged-chr2-75685689-38
NR1015--MA0508.2.PRDM1	chr2	38536568	38536577	+	0.000	0.000	Merged-chr2-38536477-82
NR47--MA0508.2.PRDM1	chr1	85589054	85589063	-	0.000	0.000	Merged-chr1-85588915-19
NR853--MA0508.2.PRDM1	chr17	57096381	57096390	-	0.000	0.000	Merged-chr17-57096588-46
NR343--MA0508.2.PRDM1	chr11	94404867	94404876	-	0.000	0.000	Merged-chr11-94404879-28
NR409--MA0508.2.PRDM1	chr12	69853634	69853643	+	0.000	0.000	Merged-chr12-69853558-20
NR1028--MA0508.2.PRDM1	chr2	57833151	57833160	+	0.000	0.000	Merged-chr2-57833187-31
NR200--MA0508.2.PRDM1	chr10	53596852	53596861	-	0.000	0.000	Merged-chr10-53596886-150
NR499--MA0508.2.PRDM1	chr13	30933184	30933193	-	0.000	0.000	Merged-chr13-30933157-53
NR561--MA0508.2.PRDM1	chr13	107114044	107114053	+	0.000	0.000	Merged-chr13-107114151-28
NR1961--MA0508.2.PRDM1	chrX	20961726	20961735	+	0.000	0.000	Merged-chrX-20961894-83
NR213--MA0508.2.PRDM1	chr10	61336241	61336250	-	0.000	0.000	Merged-chr10-61336292-21
NR879--MA0508.2.PRDM1	chr17	87459656	87459665	+	0.000	0.000	Merged-chr17-87459671-41
NR736--MA0508.2.PRDM1	chr15	96329086	96329095	-	0.000	0.000	Merged-chr15-96329097-10
NR845--MA0508.2.PRDM1	chr17	36229241	36229250	-	0.000	0.000	Merged-chr17-36229276-20
NR478--MA0508.2.PRDM1	chr13	5705161	5705170	-	0.000	0.000	Merged-chr13-5705239-38
NR749--MA0508.2.PRDM1	chr16	10732708	10732717	+	0.000	0.000	Merged-chr16-10732689-38
NR1097--MA0508.2.PRDM1	chr2	137225116	137225125	-	0.000	0.000	Merged-chr2-137224983-29
NR335--MA0508.2.PRDM1	chr11	78887160	78887169	-	0.000	0.000	Merged-chr11-78887268-28
NR173--MA0508.2.PRDM1	chr10	10224719	10224728	+	0.000	0.000	Merged-chr10-10224805-34
NR715--MA0508.2.PRDM1	chr15	66800034	66800043	-	0.000	0.000	Merged-chr15-66799964-46
NR1129--MA0508.2.PRDM1	chr2	165982773	165982782	+	0.000	0.000	Merged-chr2-165982856-79
NR696--MA0508.2.PRDM1	chr15	43869972	43869981	-	0.000	0.000	Merged-chr15-43869939-26
NR619--MA0508.2.PRDM1	chr14	53132634	53132643	+	0.000	0.000	Merged-chr14-53132661-29
NR1810--MA0508.2.PRDM1	chr8	83741256	83741265	-	0.000	0.000	Merged-chr8-83741278-35
NR109--MA0508.2.PRDM1	chr1	152053499	152053508	-	0.000	0.000	Merged-chr1-152053412-31
NR423--MA0508.2.PRDM1	chr12	84243242	84243251	+	0.000	0.000	Merged-chr12-84243337-52
NR946--MA0508.2.PRDM1	chr19	21866482	21866491	-	0.000	0.000	Merged-chr19-21866018-69
NR1089--MA0508.2.PRDM1	chr2	131448203	131448212	+	0.000	0.000	Merged-chr2-131448367-26
NR327--MA0508.2.PRDM1	chr11	71230842	71230851	-	0.000	0.000	Merged-chr11-71230864-28
NR1661--MA0508.2.PRDM1	chr7	49601649	49601658	-	0.000	0.000	Merged-chr7-49601650-79
NR1932--MA0508.2.PRDM1	chr9	102625646	102625655	+	0.000	0.000	Merged-chr9-102625698-1
NR707--MA0508.2.PRDM1	chr15	64067765	64067774	+	0.000	0.000	Merged-chr15-64067738-34
NR274--MA0508.2.PRDM1	chr10	118166243	118166252	+	0.000	0.000	Merged-chr10-118166257-15
NR545--MA0508.2.PRDM1	chr13	83655055	83655064	-	0.000	0.000	Merged-chr13-83655120-33
NR816--MA0508.2.PRDM1	chr16	95860900	95860909	+	0.000	0.000	Merged-chr16-95860989-42
