#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR123--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR5358--MA0482.1.Gata4	chr7	114301484	114301494	+	0.000	0.000	Merged-chr7-114301594-55
NR5537--MA1104.1.GATA6	chr8	69168491	69168503	+	0.000	0.000	Merged-chr8-69168549-18
NR5239--MA0035.3.Gata1	chr7	68225792	68225802	+	0.000	0.000	Merged-chr7-68225775-20
NR2747--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR1654--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR5646--MA1104.1.GATA6	chr8	115436484	115436496	+	0.000	0.000	Merged-chr8-115436321-24
NR1159--MA0036.3.GATA2	chr11	98783302	98783312	-	0.000	0.000	Merged-chr11-98783373-52
NR4568--MA0037.3.GATA3	chr5	64580217	64580224	-	0.000	0.000	Merged-chr5-64580190-8
NR1117--MA0035.3.Gata1	chr11	86590341	86590351	-	0.000	0.000	Merged-chr11-86590452-15
NR3443--MA0037.3.GATA3	chr2	118096168	118096175	-	0.000	0.000	Merged-chr2-118096123-1
NR3373--MA0482.1.Gata4	chr2	103424794	103424804	+	0.000	0.000	Merged-chr2-103424790-20
NR203--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR2181--MA0766.1.GATA5	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR4004--MA0140.2.GATA1::TAL1	chr3	144232226	144232243	-	0.000	0.000	Merged-chr3-144232172-58
NR2508--MA0036.3.GATA2	chr16	76283990	76284000	+	0.000	0.000	Merged-chr16-76283887-58
NR583--MA0036.3.GATA2	chr10	12961777	12961787	+	0.000	0.000	Merged-chr10-12961810-12
NR854--MA0036.3.GATA2	chr10	117377487	117377497	+	0.000	0.000	Merged-chr10-117377577-5
NR363--MA1104.1.GATA6	chr1	153847114	153847126	+	0.000	0.000	Merged-chr1-153847127-37
NR4916--MA0036.3.GATA2	chr6	97523240	97523250	+	0.000	0.000	Merged-chr6-97523334-26
NR607--MA0035.3.Gata1	chr10	26359035	26359045	-	0.000	0.000	Merged-chr10-26358949-44
NR2104--MA0766.1.GATA5	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR1319--MA1104.1.GATA6	chr12	69446042	69446054	+	0.000	0.000	Merged-chr12-69446107-1
NR4998--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR2561--MA0766.1.GATA5	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR4974--MA0482.1.Gata4	chr6	119902591	119902601	-	0.000	0.000	Merged-chr6-119902691-53
NR2627--MA0766.1.GATA5	chr17	13654820	13654827	+	0.000	0.000	Merged-chr17-13654932-70
NR3586--MA0140.2.GATA1::TAL1	chr2	152789703	152789720	-	0.000	0.000	Merged-chr2-152789536-78
NR5066--MA0482.1.Gata4	chr6	135418446	135418456	+	0.000	0.000	Merged-chr6-135418528-77
NR2556--MA0035.3.Gata1	chr16	92761910	92761920	-	0.000	0.000	Merged-chr16-92761917-18
NR302--MA0035.3.Gata1	chr1	126765375	126765385	-	0.000	0.000	Merged-chr1-126765328-4
NR1358--MA0482.1.Gata4	chr12	83929661	83929671	-	0.000	0.000	Merged-chr12-83929616-29
NR5098--MA0036.3.GATA2	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR504--MA1104.1.GATA6	chr1	179578810	179578822	-	0.000	0.000	Merged-chr1-179578897-31
NR2820--MA1104.1.GATA6	chr18	11913376	11913388	+	0.000	0.000	Merged-chr18-11913705-37
NR1471--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR4133--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR3147--MA0482.1.Gata4	chr2	19579637	19579647	-	0.000	0.000	Merged-chr2-19579753-13
NR4767--MA0036.3.GATA2	chr6	34869661	34869671	+	0.000	0.000	Merged-chr6-34869594-48
NR2160--MA0766.1.GATA5	chr15	11533053	11533060	+	0.000	0.000	Merged-chr15-11533088-60
NR4725--MA0035.3.Gata1	chr5	149713456	149713466	-	0.000	0.000	Merged-chr5-149713372-16
NR12--MA1104.1.GATA6	chr1	16104471	16104483	+	0.000	0.000	Merged-chr1-16104291-1,Merged-chr1-16104606-10
NR1972--MA0766.1.GATA5	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR1962--MA0036.3.GATA2	chr14	53804602	53804612	-	0.000	0.000	Merged-chr14-53804367-59
NR4363--MA0766.1.GATA5	chr4	133879300	133879307	-	0.000	0.000	Merged-chr4-133879423-50
NR1324--MA0482.1.Gata4	chr12	70999793	70999803	-	0.000	0.000	Merged-chr12-70999631-61
NR2673--MA0036.3.GATA2	chr17	42997890	42997900	-	0.000	0.000	Merged-chr17-42997897-25
NR85--MA0482.1.Gata4	chr1	52456793	52456803	-	0.000	0.000	Merged-chr1-52456813-18
NR2816--MA0482.1.Gata4	chr18	7703683	7703693	+	0.000	0.000	Merged-chr18-7703691-3
NR2628--MA0037.3.GATA3	chr17	13655026	13655033	+	0.000	0.000	Merged-chr17-13654932-70
NR3365--MA0482.1.Gata4	chr2	102039327	102039337	-	0.000	0.000	Merged-chr2-102039537-38
NR2240--MA0482.1.Gata4	chr15	66313845	66313855	+	0.000	0.000	Merged-chr15-66313802-12
NR4571--MA0036.3.GATA2	chr5	64580216	64580226	+	0.000	0.000	Merged-chr5-64580190-8
NR4669--MA0037.3.GATA3	chr5	122232124	122232131	+	0.000	0.000	Merged-chr5-122232202-28
NR627--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR1698--MA0482.1.Gata4	chr13	85479646	85479656	-	0.000	0.000	Merged-chr13-85479573-23
NR3828--MA1104.1.GATA6	chr3	96580267	96580279	-	0.000	0.000	Merged-chr3-96580278-43
NR5287--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR5109--MA0036.3.GATA2	chr6	143938532	143938542	-	0.000	0.000	Merged-chr6-143938728-3
NR3158--MA0036.3.GATA2	chr2	25111312	25111322	+	0.000	0.000	Merged-chr2-25111409-51
NR2684--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR2955--MA1104.1.GATA6	chr18	80861904	80861916	+	0.000	0.000	Merged-chr18-80862030-12
NR5965--MA0037.3.GATA3	chr9	88332500	88332507	+	0.000	0.000	Merged-chr9-88332643-26
NR4979--MA0482.1.Gata4	chr6	122492927	122492937	+	0.000	0.000	Merged-chr6-122492962-23
NR4770--MA0482.1.Gata4	chr6	37455627	37455637	-	0.000	0.000	Merged-chr6-37455816-24
