Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	192	0.14233108782556586	0.11210691601837519	-0.03022417180719067	0.28540235596362273	0.28671982714860045	0.0013174711849777143	-0.028906700622212955	-0.5645746578529096	0.5723631064103675
MA0496.2.MAFK	80	0.03734558818175398	0.14318216642346865	0.10583657824171466	0.16911843279509553	0.18004539294379668	0.010926960148701148	0.11676353839041581	1.7558486661057342	0.07911425213962331
MA0591.1.Bach1::Mafk	126	0.03880061109792627	0.0	-0.03880061109792627	0.233846693767609	0.23146264925452847	-0.0023840445130805243	-0.041184655611006794	-0.7601537501892769	0.44716268686689786
MA0690.1.TBX21	82	0.0022081648592315872	0.11973421582450358	0.117526050965272	0.19925508559610539	0.2129827216040579	0.013727636007952515	0.1312536869732245	1.9866664293432934	0.04695937436941693
MA0659.1.MAFG	52	0.006267791023511181	0.06844422241121864	0.06217643138770746	0.19012299437983837	0.20061237603288215	0.010489381653043778	0.07266581304075123	1.0534032583926802	0.29215621144803694
MA0002.2.RUNX1	272	0.04793016665037939	0.08933845257934907	0.041408285928969675	0.2018427610059727	0.20551168756557386	0.00366892655960116	0.045077212488570835	0.6139364693589382	0.5392573096888177
MA0741.1.KLF16	550	0.075851667368164	0.0022314103858202643	-0.07362025698234373	0.22677527690539517	0.22513756366407894	-0.0016377132413162299	-0.07525797022365996	-1.3029174230416765	0.19260295498571478
MA0501.1.MAF::NFE2	118	-0.03748533614545403	0.013372253522772966	0.050857589668226996	0.19601839614261252	0.18206714593252143	-0.013951250210091082	0.036906339458135914	0.48378027214639613	0.6285418172690016
MA0731.1.BCL6B	48	0.13368023042332386	-0.051136488008381664	-0.18481671843170552	0.18838856488918324	0.19203974572712934	0.0036511808379461053	-0.18116553759375942	-2.9899496622624486	0.002790234249197292
MA0140.2.GATA1::TAL1	46	-0.052098007228673374	0.06905387638983518	0.12115188361850855	0.2199162219891012	0.1848640535841137	-0.03505216840498751	0.08609971521352104	1.26739576739633	0.20501381247970785
MA1421.1.TCF7L1	114	0.08836885589766923	0.1154852743538573	0.027116418456188077	0.2228198836149915	0.2148558426818333	-0.007964040933158195	0.01915237752302988	0.20097228304628587	0.8407202468065545
MA0768.1.LEF1	124	0.115463108831732	0.1357355626397596	0.020272453808027613	0.2027140147449666	0.1944357202732847	-0.00827829447168188	0.011994159336345733	0.08694695741386999	0.930713674201985
MA0463.1.Bcl6	46	0.08720404902276392	0.06567361670641667	-0.021530432316347256	0.14511663104423175	0.1580820145453251	0.012965383501093358	-0.008565048815253898	-0.24054660915436105	0.8099065348389206
MA0495.2.MAFF	70	-0.0023280366658754888	0.050844279505476694	0.05317231617135218	0.15740114568725397	0.1634419559582181	0.00604081027096412	0.0592131264423163	0.8391115268454556	0.40140672829274415
MA0482.1.Gata4	58	-0.0533842890623192	-0.01692794085794702	0.03645634820437218	0.17020863354772675	0.17284318560219608	0.00263455205446933	0.03909090025884151	0.5185787722993586	0.6040545153119308
MA1107.1.KLF9	760	-0.04520781727264954	-0.07266764085401606	-0.02745982358136652	0.14861437870556463	0.14947544753446673	0.0008610688289021062	-0.026598754752464412	-0.5278107212870181	0.5976307150682152
MA1104.1.GATA6	52	0.031338955117555724	0.137675160022566	0.10633620490501028	0.18319953018188206	0.17876847526334413	-0.00443105491853793	0.10190514998647235	1.5191651043662766	0.12872094252677854
MA0036.3.GATA2	58	-0.05338428906231916	-0.025391911286920553	0.027992377775398605	0.18913713493270412	0.19288943135502834	0.0037522964223242194	0.031744674197722825	0.40155861491625156	0.6880088923543821
MA0769.1.Tcf7	152	0.09551633688939248	0.14533528170803206	0.04981894481863958	0.21499169014786573	0.2007011033110918	-0.014290586836773922	0.035528357981865655	0.46183000708749644	0.6442032303984606
MA0766.1.GATA5	38	-0.03063206139309963	-0.13841455400764963	-0.10778249261455	0.14020913489463346	0.15830417558526036	0.018095040690626896	-0.0896874519239231	-1.5327688059794244	0.1253328291153742
MA0035.3.Gata1	60	-0.08962941163620955	-0.02863643328469372	0.060992978351515834	0.16882350102450308	0.17289515735044417	0.0040716563259410865	0.06506463467745692	0.9323218921279568	0.3511701972034812
MA0511.2.RUNX2	118	0.0034525967502392063	0.002600160407205815	-0.0008524363430333914	0.1695368862565371	0.169335446519281	-0.00020143973725608721	-0.0010538760802894787	-0.12089896854753349	0.9037710591587574
MA0523.1.TCF7L2	172	0.1530507110392259	0.12953357248634784	-0.02351713855287807	0.20656584506722733	0.19253927508292062	-0.014026569984306708	-0.03754370853718478	-0.70215605231591	0.4825818494169599
MA0684.1.RUNX3	136	0.09586033330075885	0.0762033938948433	-0.01965693940591555	0.16650086687186785	0.15742541858077735	-0.009075448291090499	-0.028732387697006048	-0.5617979769051801	0.5742536706513054
MA0037.3.GATA3	36	-0.058200916646889346	-0.1461042514525191	-0.08790333480562976	0.1454185251856648	0.16568575389244244	0.020267228706777635	-0.06763610609885212	-1.181506547305319	0.2374015540287997
MA0508.2.PRDM1	96	0.16220811028438592	0.20170503603306103	0.03949692574867511	0.22227823903514163	0.21431810811889837	-0.007960130916243258	0.03153679483243185	0.39824724444648063	0.6904479438437405
MA0089.1.MAFG::NFE2L1	190	-0.027446327008217208	-0.020669906731809018	0.00677642027640819	0.20509971608864927	0.20153159063513787	-0.0035681254535114004	0.0032082948228967893	-0.05300561681359498	0.9577274324368332
