Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	106	0.28665971275721086	0.09979175598933351	-0.18686795676787735	0.842678819472686	0.7684058736723169	-0.07427294580036903	-0.2611409025682464	-2.4036240624473093	0.016233457709729292
MA0496.2.MAFK	64	-0.024492626747237328	-0.08737315491198089	-0.06288052816474356	0.7237974928425203	0.7023795531610235	-0.021417939681496745	-0.0842984678462403	-0.5107323707017623	0.6095384706323999
MA0591.1.Bach1::Mafk	120	0.3006294985889417	0.17045676258079773	-0.130172736008144	0.7589869986601813	0.7650410910784627	0.006054092418281476	-0.12411864358986252	-0.9369608375708086	0.34877870300392766
MA0659.1.MAFG	36	-0.3095868020850741	-0.3268494358397482	-0.017262633754674073	0.5416680475300014	0.5508747519708735	0.009206704440872127	-0.008055929313801946	0.30535494438474176	0.7600958332198543
MA0002.2.RUNX1	554	0.1278355958342427	0.18705949618456758	0.059223900350324876	0.7448453976611654	0.7944607647012245	0.04961536704005909	0.10883926739038396	1.5565814782997962	0.11956988407845649
MA0741.1.KLF16	360	0.123050956778118	0.04607395661837419	-0.07697700015974382	0.7178041229956527	0.688104075452101	-0.02970004754355171	-0.10667704770329553	-0.7502689273606535	0.4530927528990727
MA0501.1.MAF::NFE2	106	-0.07415126243260506	-0.11559089261503758	-0.04143963018243252	0.8386227695024692	0.7565743894666298	-0.08204838003583936	-0.12348801021827188	-0.9302106439789939	0.3522620319164156
MA1107.1.KLF9	442	-0.1303318056776043	-0.18201858949479482	-0.051686783817190524	0.6989700963630442	0.7001633623457111	0.0011932659826668912	-0.05049351783452363	-0.1488898688291657	0.8816405356095534
MA0140.2.GATA1::TAL1	44	-0.18860632361508645	-0.15920248276196688	0.02940384085311956	0.7600525650993516	0.7419299674799517	-0.01812259761939994	0.011281243233719623	0.5123367885026049	0.6084153223538074
MA0463.1.Bcl6	62	0.4935963210678886	0.47138081212919514	-0.02221550893869345	0.6390712333073748	0.6442687263231993	0.005197493015824506	-0.017018015922868945	0.20942627596488808	0.834115482275833
MA0482.1.Gata4	62	-0.009101776133166699	-0.19435664082192544	-0.18525486468875874	0.8172436885885501	0.8123265173671818	-0.004917171221368366	-0.1901720359101271	-1.6439852445305208	0.10017925031832428
MA0731.1.BCL6B	24	-0.05143451616919725	0.0812201158336725	0.13265463200286975	0.7948389827885919	0.8067436801977034	0.011904697409111487	0.14455932941198124	1.9389230171708582	0.052510712771195185
MA1104.1.GATA6	78	0.0844053598674003	0.0454378270398168	-0.0389675328275835	0.8618197724454908	0.86225527525133	0.0004355028058391497	-0.03853203002174435	-0.020856114163221848	0.9833604348256387
MA0036.3.GATA2	70	-0.1451083166373438	-0.14581647808892031	-0.0007081614515765111	0.8280084208122125	0.83524701922864	0.007238598416427489	0.0065304369648509775	0.4614849568731059	0.6444507116390447
MA0766.1.GATA5	60	-0.34261685872706227	-0.367916576659544	-0.025299717932481758	0.7299970294853144	0.8033407820639602	0.07334375257864578	0.048044034646164024	0.9058395274768896	0.36502079591825565
MA0035.3.Gata1	64	-0.15430354850759284	-0.1727773373189027	-0.01847378881130987	0.8673483674005711	0.866801284052663	-0.000547083347908095	-0.019020872159217966	0.1879880395172531	0.8508860271113701
MA0511.2.RUNX2	278	0.045672581675423096	0.055457031347517116	0.00978444967209402	0.796574228318229	0.8050299904900619	0.008455762171832859	0.01824021184392688	0.5868244186129146	0.5573216351975918
MA0495.2.MAFF	56	0.06801952342375506	0.03670727313002304	-0.03131225029373202	0.7342189709485979	0.705876643063552	-0.02834232788504587	-0.05965457817877789	-0.24694831866038486	0.804948221188149
MA0684.1.RUNX3	322	0.3086375226384731	0.33851651515543757	0.029878992516964464	0.7992757077091731	0.8168684318668523	0.017592724157679207	0.04747171667464367	0.8997135321238482	0.3682727200983308
MA0037.3.GATA3	56	-0.41027649049249015	-0.41589521280322017	-0.005618722310730018	0.717396470422102	0.7977617837298614	0.08036531330775942	0.0747465909970294	1.1916592016087035	0.23339490146898223
MA0508.2.PRDM1	108	0.23222638693676442	0.19981424680966292	-0.0324121401271015	0.8405288173781257	0.82140172357633	-0.01912709380179567	-0.05153923392889717	-0.16008303810483138	0.8728156624871484
MA0089.1.MAFG::NFE2L1	168	-0.010076966433148992	-0.02531536077932639	-0.015238394346177398	0.7200293964198693	0.7172252812932591	-0.0028041151266101627	-0.01804250947278756	0.19846026923728147	0.8426849670103266
