gene_name,pos,start,end,peak_name
left,Runx3,chr4,Runx3,Merged-chr4-135077339-17,135077167,135077457
within,Runx3,chr4,Runx3,Merged-chr4-135169344-25,135169147,135169443
left,Runx3,chr4,Runx3,Merged-chr4-135074591-1,135074674,135074924
right,Runx3,chr4,Runx3,Merged-chr4-135221761-3,135221623,135221873
left,Runx3,chr4,Runx3,Merged-chr4-135114591-19,135114503,135115075
right,Runx3,chr4,Runx3,Merged-chr4-135219792-5,135219731,135219929
left,Runx3,chr4,Runx3,Merged-chr4-135074849-1,135074674,135074924
within,Runx3,chr4,Runx3,Merged-chr4-135150517-4,135150475,135150709
within,Runx3,chr4,Runx3,Merged-chr4-135153851-29,135153609,135154152
within,Runx3,chr4,Runx3,Merged-chr4-135136837-7,135136629,135136929
right,Runx3,chr4,Runx3,Merged-chr4-135206307-56,135206151,135206441
left,Runx3,chr4,Runx3,Merged-chr4-135080252-61,135080110,135080481
left,Runx3,chr4,Runx3,Merged-chr4-135103074-30,135102893,135103166
left,Runx3,chr4,Runx3,Merged-chr4-135067539-2,135067377,135067602
within,Runx3,chr4,Runx3,Merged-chr4-135140885-8,135140395,135140545
within,Runx3,chr4,Runx3,Merged-chr4-135140885-8,135140733,135141294
left,Runx3,chr4,Runx3,Merged-chr4-135104073-17,135103933,135104267
left,Runx3,chr4,Runx3,Merged-chr4-135073658-24,135073564,135073786
within,Runx3,chr4,Runx3,Merged-chr4-135157519-19,135157344,135157616
within,Runx3,chr4,Runx3,Merged-chr4-135120412-50,135120325,135120526
left,Runx3,chr4,Runx3,Merged-chr4-135119074-2,135118977,135119216
left,Runx3,chr4,Runx3,Merged-chr4-135098629-27,135098397,135098807
within,Runx3,chr4,Runx3,Merged-chr4-135168211-13,135168118,135168413
left,Runx3,chr4,Runx3,Merged-chr4-135086141-3,135085432,135085917
left,Runx3,chr4,Runx3,Merged-chr4-135086141-3,135086117,135086449
within,Runx3,chr4,Runx3,Merged-chr4-135159310-41,135158825,135159124
within,Runx3,chr4,Runx3,Merged-chr4-135159310-41,135159371,135159557
within,Runx3,chr4,Runx3,Merged-chr4-135161655-1,135161563,135161721
left,Runx3,chr4,Runx3,Merged-chr4-135072823-8,135072740,135072966
right,Runx3,chr4,Runx3,Merged-chr4-135203506-51,135203350,135203651
within,Runx3,chr4,Runx3,Merged-chr4-135152562-38,135152474,135152789
left,Runx3,chr4,Runx3,Merged-chr4-135067110-46,135066902,135067199
right,Runx3,chr4,Runx3,Merged-chr4-135179248-50,135179019,135179396
left,Runx3,chr4,Runx3,Merged-chr4-135108844-32,135108717,135109001
left,Runx3,chr4,Runx3,Merged-chr4-135085641-5,135085432,135085917
within,Runx3,chr4,Runx3,Merged-chr4-135129039-20,135128715,135129160
left,Runx3,chr4,Runx3,Merged-chr4-135068016-12,135067915,135068065
within,Runx3,chr4,Runx3,Merged-chr4-135155615-17,135155433,135155798
right,Runx3,chr4,Runx3,Merged-chr4-135197991-22,135197712,135198125
