gene_name,pos,start,end,peak_name
right,Tbx21,chr11,Tbx21,Merged-chr11-97130741-21,97130695,97130910
right,Tbx21,chr11,Tbx21,Merged-chr11-97146058-3,97145950,97146494
within,Tbx21,chr11,Tbx21,Merged-chr11-97112765-38,97112595,97112860
right,Tcf7,chr11,Tcf7,Merged-chr11-52352446-2,52352388,52352538
left,Tcf7,chr11,Tcf7,Merged-chr11-52224357-50,52224252,52224553
right,Tcf7,chr11,Tcf7,Merged-chr11-52327437-12,52327300,52327822
within,Tcf7,chr11,Tcf7,Merged-chr11-52283114-54,52282980,52283637
left,Tcf7,chr11,Tcf7,Merged-chr11-52109659-16,52109383,52109854
right,Tcf7,chr11,Tcf7,Merged-chr11-52374446-5,52374371,52374521
right,Tbx21,chr11,Tbx21,Merged-chr11-97118364-8,97118296,97118504
right,Tbx21,chr11,Tbx21,Merged-chr11-97129027-2,97128968,97129118
within,Tbx21,chr11,Tbx21,Merged-chr11-97101954-12,97101850,97102070
right,Tcf7,chr11,Tcf7,Merged-chr11-52309619-10,52309483,52309829
right,Tcf7,chr11,Tcf7,Merged-chr11-52305439-4,52305311,52305554
left,Tcf7,chr11,Tcf7,Merged-chr11-52167981-10,52167582,52168385
right,Tcf7,chr11,Tcf7,Merged-chr11-52396635-75,52396507,52396828
right,Tbx21,chr11,Tbx21,Merged-chr11-97127179-61,97127064,97127319
right,Tbx21,chr11,Tbx21,Merged-chr11-97133895-5,97133352,97134005
left,Tcf7,chr11,Tcf7,Merged-chr11-52129275-1,52129174,52129324
left,Tcf7,chr11,Tcf7,Merged-chr11-52080171-5,52080110,52080309
left,Tcf7,chr11,Tcf7,Merged-chr11-52180635-27,52180464,52180767
within,Tcf7,chr11,Tcf7,Merged-chr11-52254227-14,52253920,52254363
left,Tcf7,chr11,Tcf7,Merged-chr11-52075128-2,52074732,52075240
right,Tcf7,chr11,Tcf7,Merged-chr11-52342479-5,52342357,52342593
left,Tcf7,chr11,Tcf7,Merged-chr11-52241119-15,52241057,52241317
left,Tcf7,chr11,Tcf7,Merged-chr11-52248814-1,52248738,52248888
right,Tcf7,chr11,Tcf7,Merged-chr11-52345322-1,52345243,52345393
within,Tcf7,chr11,Tcf7,Merged-chr11-52282100-1,52281852,52282002
right,Tbx21,chr11,Tbx21,Merged-chr11-97140987-36,97140900,97141162
right,Tcf7,chr11,Tcf7,Merged-chr11-52294354-37,52294186,52294554
left,Tcf7,chr11,Tcf7,Merged-chr11-52220531-6,52220356,52220709
right,Tbx21,chr11,Tbx21,Merged-chr11-97142385-19,97142236,97142511
left,Tcf7,chr11,Tcf7,Merged-chr11-52076354-71,52076184,52076474
right,Tcf7,chr11,Tcf7,Merged-chr11-52299835-51,52299558,52299914
right,Tcf7,chr11,Tcf7,Merged-chr11-52314367-60,52314137,52314589
right,Tcf7,chr11,Tcf7,Merged-chr11-52360947-92,52360798,52361150
left,Tcf7,chr11,Tcf7,Merged-chr11-52098997-87,52098721,52099172
right,Tcf7,chr11,Tcf7,Merged-chr11-52351134-24,52350976,52351231
left,Tcf7,chr11,Tcf7,Merged-chr11-52143945-3,52143839,52144071
