gene_name,pos,start,end,peak_name
right,Il21,chr3,Il21,Merged-chr3-37283888-25,37283556,37284274
left,Il21,chr3,Il21,Merged-chr3-37205453-40,37205365,37205543
right,Il21,chr3,Il21,Merged-chr3-37287666-1,37287598,37287791
right,Il21,chr3,Il21,Merged-chr3-37273297-15,37273017,37273573
right,Il21,chr3,Il21,Merged-chr3-37282213-3,37282163,37282313
left,Il21,chr3,Il21,Merged-chr3-37194882-1,37194818,37194968
right,Il21,chr3,Il21,Merged-chr3-37268554-28,37268380,37268742
within,Il21,chr3,Il21,Merged-chr3-37231395-8,37231183,37231505
right,Il21,chr3,Il21,Merged-chr3-37257876-54,37257804,37258095
right,Il21,chr3,Il21,Merged-chr3-37271433-10,37271242,37271555
right,Il21,chr3,Il21,Merged-chr3-37291981-13,37291567,37292256
left,Il21,chr3,Il21,Merged-chr3-37204884-40,37204805,37205049
within,Il21,chr3,Il21,Merged-chr3-37229433-26,37229006,37229553
within,Il21,chr3,Il21,Merged-chr3-37229433-26,37229818,37229968
right,Il21,chr3,Il21,Merged-chr3-37274625-7,37274469,37274668
left,Il21,chr3,Il21,Merged-chr3-37174845-28,37174653,37175072
left,Il21,chr3,Il21,Merged-chr3-37201541-3,37201460,37201610
left,Il21,chr3,Il21,Merged-chr3-37183520-10,37183328,37183639
left,Il21,chr3,Il21,Merged-chr3-37219348-24,37219172,37219575
right,Il21,chr3,Il21,Merged-chr3-37244105-8,37243932,37244257
within,Il21,chr3,Il21,Merged-chr3-37228325-3,37228250,37228489
left,Il21,chr3,Il21,Merged-chr3-37173489-44,37173339,37173598
left,Il21,chr3,Il21,Merged-chr3-37208634-2,37208540,37208772
right,Il21,chr3,Il21,Merged-chr3-37281103-32,37280818,37281271
right,Il21,chr3,Il21,Merged-chr3-37291355-13,37291184,37291334
right,Il21,chr3,Il21,Merged-chr3-37291355-13,37291567,37292256
right,Il21,chr3,Il21,Merged-chr3-37232872-35,37232760,37232955
right,Il21,chr3,Il21,Merged-chr3-37280456-3,37280451,37280635
left,Il21,chr3,Il21,Merged-chr3-37176621-3,37176538,37176709
right,Il21,chr3,Il21,Merged-chr3-37282997-3,37282755,37283320
left,Il21,chr3,Il21,Merged-chr3-37209675-2,37209619,37209769
right,Il21,chr3,Il21,Merged-chr3-37272616-19,37272406,37272841
left,Il21,chr3,Il21,Merged-chr3-37204357-45,37204242,37204430
right,Il21,chr3,Il21,Merged-chr3-37263461-6,37263243,37263548
left,Il21,chr3,Il21,Merged-chr3-37199060-11,37198941,37199222
right,Il21,chr3,Il21,Merged-chr3-37259753-44,37259622,37259895
left,Il21,chr3,Il21,Merged-chr3-37180240-8,37179991,37180282
