gene_name,pos,start,end,peak_name
left,Icos,chr1,Icos,Merged-chr1-60913471-46,60913415,60913636
right,Icos,chr1,Icos,Merged-chr1-61003298-36,61003129,61003791
left,Icos,chr1,Icos,Merged-chr1-60853628-46,60853485,60853970
right,Icos,chr1,Icos,Merged-chr1-61054857-62,61054715,61055282
left,Icos,chr1,Icos,Merged-chr1-60860711-21,60860650,60860845
right,Icos,chr1,Icos,Merged-chr1-61004150-7,61004099,61004249
within,Icos,chr1,Icos,Merged-chr1-60977872-47,60977754,60978001
within,Icos,chr1,Icos,Merged-chr1-60985265-33,60984966,60985337
left,Icos,chr1,Icos,Merged-chr1-60971078-4,60971059,60971209
right,Icos,chr1,Icos,Merged-chr1-61016858-25,61016669,61017128
left,Icos,chr1,Icos,Merged-chr1-60899106-105,60898696,60899365
right,Icos,chr1,Icos,Merged-chr1-61038635-2,61038245,61038546
right,Icos,chr1,Icos,Merged-chr1-61102418-21,61101798,61102384
right,Icos,chr1,Icos,Merged-chr1-61102418-21,61102565,61102778
left,Pdcd1,chr1,Pdcd1,Merged-chr1-94026913-1,94026859,94027009
left,Icos,chr1,Icos,Merged-chr1-60937145-34,60936373,60937325
right,Icos,chr1,Icos,Merged-chr1-61084899-26,61084761,61085000
within,Icos,chr1,Icos,Merged-chr1-60996655-3,60996288,60996752
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94056150-27,94056003,94056290
right,Icos,chr1,Icos,Merged-chr1-61001072-30,61000623,61000773
right,Icos,chr1,Icos,Merged-chr1-61001072-30,61001229,61002311
left,Icos,chr1,Icos,Merged-chr1-60936469-13,60936373,60937325
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94053106-6,94053063,94053213
left,Icos,chr1,Icos,Merged-chr1-60911444-73,60910996,60911907
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94040599-7,94040495,94040718
right,Icos,chr1,Icos,Merged-chr1-61050420-56,61050192,61050505
left,Icos,chr1,Icos,Merged-chr1-60973232-1,60973038,60973188
right,Icos,chr1,Icos,Merged-chr1-61002221-10,61001229,61002311
right,Icos,chr1,Icos,Merged-chr1-61017462-3,61017400,61017550
within,Icos,chr1,Icos,Merged-chr1-60990456-63,60990237,60990610
right,Icos,chr1,Icos,Merged-chr1-61046287-60,61046157,61046394
left,Icos,chr1,Icos,Merged-chr1-60907642-6,60907540,60907726
left,Icos,chr1,Icos,Merged-chr1-60953189-8,60953109,60953298
left,Icos,chr1,Icos,Merged-chr1-60941237-49,60941113,60941458
within,Icos,chr1,Icos,Merged-chr1-61000030-11,60999841,61000227
left,Icos,chr1,Icos,Merged-chr1-60902675-29,60902539,60902770
right,Icos,chr1,Icos,Merged-chr1-61125306-4,61125197,61125347
right,Icos,chr1,Icos,Merged-chr1-61023146-3,61022971,61023210
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94055175-17,94055033,94055339
right,Icos,chr1,Icos,Merged-chr1-61092301-1,61092319,61092469
within,Icos,chr1,Icos,Merged-chr1-60983193-1,60983101,60983261
left,Icos,chr1,Icos,Merged-chr1-60883000-15,60882897,60883225
left,Icos,chr1,Icos,Merged-chr1-60909043-49,60908917,60909126
within,Icos,chr1,Icos,Merged-chr1-60986239-9,60986153,60986400
left,Icos,chr1,Icos,Merged-chr1-60889011-5,60888920,60889163
left,Pdcd1,chr1,Pdcd1,Merged-chr1-94035484-87,94035340,94035669
left,Pdcd1,chr1,Pdcd1,Merged-chr1-94025615-17,94025518,94025847
left,Icos,chr1,Icos,Merged-chr1-60857793-9,60857582,60857972
right,Icos,chr1,Icos,Merged-chr1-61022602-4,61022571,61022812
right,Icos,chr1,Icos,Merged-chr1-61027300-81,61027173,61027404
left,Icos,chr1,Icos,Merged-chr1-60863390-10,60863279,60863627
right,Icos,chr1,Icos,Merged-chr1-61030719-23,61030692,61030972
left,Icos,chr1,Icos,Merged-chr1-60868540-23,60868441,60868724
within,Icos,chr1,Icos,Merged-chr1-60997501-3,60997467,60997621
within,Icos,chr1,Icos,Merged-chr1-60979583-29,60979228,60979721
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94053706-41,94053567,94053813
right,Icos,chr1,Icos,Merged-chr1-61068257-13,61068047,61068373
left,Icos,chr1,Icos,Merged-chr1-60916726-62,60916466,60916792
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94052292-74,94052232,94052723
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94048267-32,94048103,94048514
right,Icos,chr1,Icos,Merged-chr1-61101917-11,61101798,61102384
left,Icos,chr1,Icos,Merged-chr1-60961037-13,60960836,60961273
left,Icos,chr1,Icos,Merged-chr1-60920511-54,60920509,60920740
right,Icos,chr1,Icos,Merged-chr1-61024597-3,61024519,61024749
left,Icos,chr1,Icos,Merged-chr1-60974278-38,60974027,60974379
left,Icos,chr1,Icos,Merged-chr1-60930618-28,60930526,60930749
left,Icos,chr1,Icos,Merged-chr1-60929196-3,60929037,60929292
right,Icos,chr1,Icos,Merged-chr1-61030054-5,61029685,61030158
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94046708-7,94046654,94046804
right,Icos,chr1,Icos,Merged-chr1-61039499-28,61039328,61039679
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94042518-47,94042446,94042674
right,Icos,chr1,Icos,Merged-chr1-61035447-34,61035265,61035600
left,Icos,chr1,Icos,Merged-chr1-60875356-55,60875142,60875436
