Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	10764	0.12363682398979149	0.11715817030548883	-0.006478653684302657	0.9824240891177055	0.9772159057480434	-0.005208183369662112	-0.011686837053964769	-0.6045264729167692	0.5454936742489251
MA0496.2.MAFK	2926	0.0903267221675569	0.07640507035871333	-0.013921651808843569	0.3871893886902101	0.38324919118677253	-0.003940197503437548	-0.017861849312281117	-0.9190360110718728	0.358076736801872
MA0591.1.Bach1::Mafk	4292	0.06706579820803722	0.04797295725295664	-0.019092840955080584	0.4815130166718212	0.4762985952070457	-0.0052144214647755205	-0.024307262419856104	-1.2473177722865418	0.21228100342126766
MA0690.1.TBX21	4746	-0.10597996203199322	-0.09238296913538688	0.013596992896606347	0.47927895852518143	0.4907524137462033	0.011473455221021889	0.025070448117628236	1.2676182774978961	0.2049343015793642
MA0659.1.MAFG	1996	0.07591370303035536	0.05045890311299038	-0.025454799917364976	0.3446050382171009	0.3391825280531932	-0.005422510163907712	-0.030877310081272688	-1.581947497574334	0.11366155658660791
MA0002.2.RUNX1	11390	0.14735199781682212	0.15801476144918747	0.010662763632365346	0.5261499799006781	0.5453850031308085	0.019235023230130377	0.029897786862495723	1.5134872759151512	0.13015593080369714
MA0741.1.KLF16	27778	0.16953285973950036	0.16559411062725085	-0.003938749112249507	0.7984577151139431	0.7969924232939297	-0.0014652918200134257	-0.005404040932262932	-0.28452722046218554	0.7760063767423951
MA0501.1.MAF::NFE2	3408	0.03558611113702466	0.02588738603186111	-0.00969872510516355	0.47569823046628584	0.4689772453995051	-0.00672098506678076	-0.01641971017194431	-0.8455840896814536	0.3977848043300761
MA0731.1.BCL6B	1552	0.19172442459565212	0.16477242031012435	-0.02695200428552777	0.42033275378330415	0.4239151399308719	0.0035823861475677288	-0.02336961813796004	-1.199561094612624	0.23030984394631593
MA0140.2.GATA1::TAL1	1410	-0.12714804603720012	-0.10520816793681265	0.021939878100387472	0.3669579419489865	0.3721802629682711	0.005222321019284604	0.027162199119672076	1.3741566314424205	0.16939306127324605
MA1421.1.TCF7L1	3676	0.19682755510823474	0.19444655203188504	-0.002381003076349697	0.3944150964638221	0.38880919173454137	-0.005605904729280742	-0.007986907805630439	-0.41607939128822685	0.6773519097741586
MA0768.1.LEF1	3368	0.22220922071351823	0.21857405492878257	-0.003635165784735661	0.36480246565168695	0.3537636341653531	-0.011038831486333833	-0.014673997271069494	-0.7566703620259163	0.44924737535822556
MA0463.1.Bcl6	2704	0.10556917684952705	0.08318618237498196	-0.022382994474545087	0.39720163756638793	0.4031228726884964	0.005921235122108459	-0.016461759352436628	-0.8477257645127267	0.39659071423955616
MA0482.1.Gata4	2390	-0.012142374604562193	-0.0026023627547195486	0.009540011849842645	0.3780930525609052	0.388287865732401	0.010194813171495787	0.019734825021338432	0.9958610265671337	0.3193176738766409
MA1107.1.KLF9	38052	-0.03569101599780382	-0.036227981779715535	-0.0005369657819117163	0.34605461711012375	0.3390080577189724	-0.007046559391151341	-0.007583525173063058	-0.3955340579088972	0.6924487918277509
MA1104.1.GATA6	2098	0.03826405171745008	0.04350410428633822	0.00524005256888814	0.36856542859004116	0.3801462825110936	0.011580853921052459	0.0168209064899406	0.847447528229981	0.396745722401855
