"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Merged-chr10-100065846-1",0.827281780443421,2.64930188125407,2.6242680143134,1.0095393712853,0.312716029607112,NA
"Merged-chr10-100543140-30",2.52419347310309,1.42976045076054,0.972236795671695,1.4705887054735,0.141402380255183,0.909791532708086
"Merged-chr10-100687202-1",0.939363613933357,2.77084185431656,2.6066832782215,1.06297603451351,0.287792819651652,NA
"Merged-chr10-100785488-1",0.865828489114157,1.40310665355801,2.86596089149638,0.489576343390162,0.624433719843726,NA
"Merged-chr10-101065453-1",1.47867824278868,2.50749841923847,1.73989116599091,1.44118118894545,0.149533501297911,NA
"Merged-chr10-102827455-1",0.805031067453984,2.76017154922451,3.62085693067845,0.762297876460789,0.44588224102133,NA
"Merged-chr10-102831987-1",0.393474064922609,3.5618778618245,6.03223656332636,0.590473835770853,0.554873021909805,NA
"Merged-chr10-10324717-1",0.879103155745813,1.77878808905524,2.88181919226236,0.617244861798151,0.537073229368632,NA
"Merged-chr10-103607017-1",0.778347616533285,2.76832166358148,2.69299566311153,1.02797108123929,0.30396343112168,NA
"Merged-chr10-104378087-1",0.742881544536234,3.34369706785558,3.2364026847549,1.03315235882299,0.301532603824289,NA
"Merged-chr10-104603409-1",0.8461510628958,2.83253450536138,3.74133732150639,0.757091452053542,0.448995074831424,NA
"Merged-chr10-105115334-1",0.826833709699129,1.76120808433353,4.56598605930989,0.385723491367761,0.699701463101135,NA
"Merged-chr10-105190161-1",0.992017680091221,1.80039834240287,3.30633634756366,0.544529700896742,0.586077015682907,NA
"Merged-chr10-105201248-2",1.12616341111353,1.01711228833888,2.48734549063036,0.408914761608416,0.682602215606876,NA
"Merged-chr10-105229362-2",1.283518631296,2.36256457923339,2.55446950288784,0.924874842530905,0.355031014098635,NA
"Merged-chr10-105279393-1",1.11501724500894,3.14139218297689,2.61959546313783,1.19918980895395,0.230454149023273,NA
"Merged-chr10-105313277-1",0.667398004603773,1.75629044376531,6.09783678591164,0.28801860486378,0.773332497213103,NA
"Merged-chr10-105322037-2",1.1451753365752,2.65033590364469,2.23359161221154,1.18658034403188,0.235393192888314,NA
"Merged-chr10-105460473-1",1.24543883262603,2.43741352820271,2.27899239807448,1.06951367203422,0.284838271550266,NA
"Merged-chr10-10645439-1",0.683591488158524,1.76340049256587,4.39787149511446,0.400966807357788,0.688444562001174,NA
"Merged-chr10-106614389-7",1.05953549048544,1.54347320454348,2.25309125523607,0.685046910974654,0.493314319274545,NA
"Merged-chr10-106772068-1",0.695125889436257,1.76561987533358,4.02767112609205,0.438372404314629,0.661116347346225,NA
"Merged-chr10-107456381-1",1.07693736075544,2.39353400827242,2.22942829544352,1.07360887684269,0.282998017378633,NA
"Merged-chr10-107695329-1",0.602484411371627,3.34068325840007,5.04966797584791,0.661564933452704,0.508250087201726,NA
"Merged-chr10-107800152-23",2.13410226944523,1.82235796644299,1.29102551516135,1.41155844330097,0.158080015840043,0.940428332845915
"Merged-chr10-107951552-1",0.730630295952999,3.56639732461683,3.03669786448365,1.17443271730401,0.240221746929756,NA
"Merged-chr10-108166824-2",2.09777025773151,2.89258880355829,1.43005441092636,2.0227124097219,0.0431028067031995,0.56619368303727
"Merged-chr10-108333731-6",2.38530550886653,2.00413615187753,1.262472753441,1.58746883559669,0.112406499816538,0.848867212026548
"Merged-chr10-108407108-16",1.933851670986,3.0416011742084,1.44808625724094,2.10042817477159,0.0356911927230962,NA
"Merged-chr10-108445757-1",1.02385710657061,1.00662888284691,2.26529441220539,0.444370002160958,0.656775097884308,NA
"Merged-chr10-108846943-1",0.838690375075121,2.76720053789181,2.7766978716123,0.996579630136363,0.318968597404016,NA
"Merged-chr10-109011177-39",2.25593579107927,1.902536960036,0.965686309127218,1.97013972555487,0.0488223591568364,0.594208305264956
"Merged-chr10-109115316-22",4.13924415518389,2.08586880307488,0.654231832327975,3.18827164929083,0.00143126006714555,0.0812987961794751
"Merged-chr10-109154771-1",0.491830576007096,3.07765710510748,5.92200711276275,0.519698312836318,0.603273863020493,NA
"Merged-chr10-110067278-1",1.02728970469791,3.76302724311397,2.43378177080966,1.54616461025678,0.122064818053323,NA
"Merged-chr10-110742149-12",6.59589676365322,3.16479819116018,0.725771821551036,4.36059667403006,1.29708258995733e-05,0.00387290087797458
"Merged-chr10-110931193-1",0.78612285829364,2.6869402366808,2.90664849522625,0.924411823821734,0.355271940972888,NA
"Merged-chr10-111128706-6",1.11063394149586,1.87383650978336,1.94319827179737,0.96430536038412,0.334892854221284,NA
"Merged-chr10-111194604-1",0.604381265568666,1.38171079143409,4.62698385210423,0.298620188787935,0.765229859520792,NA
"Merged-chr10-111222847-1",2.39674137441873,2.84040295263453,1.50609116989902,1.88594356663347,0.0593025597994637,0.65405751555253
"Merged-chr10-111223319-26",3.46599280571947,1.000150342903,1.09598912510009,0.912554987999231,0.361476636892292,0.99999946560903
"Merged-chr10-111235215-1",2.14021254357544,4.31480610258489,1.43185788484849,3.01343181348018,0.00258311081456336,0.117000483352254
"Merged-chr10-111368913-1",1.0522829028483,2.08978300056443,2.02885062332813,1.03003295389798,0.302994536372364,NA
"Merged-chr10-111369263-16",2.018445687596,1.06161876358806,1.24626804079912,0.851838231290386,0.394303883809281,NA
"Merged-chr10-111422205-1",1.61597818219218,1.47211696676642,1.76795825945451,0.832665001503277,0.405033688211966,NA
"Merged-chr10-111446386-39",6.34856284891177,1.00489930717557,0.537698424590851,1.86889018308027,0.0616380943892799,0.665867647367403
"Merged-chr10-111603315-2",0.869462863190352,1.67479284795428,2.59027005677834,0.646570747930934,0.51790979511593,NA
"Merged-chr10-111661051-1",0.786374698651226,1.76343012311492,4.39371941679857,0.401352466061618,0.688160640752455,NA
"Merged-chr10-111715073-1",1.85782793926273,2.44987653540026,1.53229722169893,1.59882593318545,0.109859285069611,NA
"Merged-chr10-111715471-15",2.54152467646481,4.55627543748502,1.34149182012477,3.39642431592408,0.000682724348553322,0.0523013623649204
"Merged-chr10-111836299-2",1.14152185743589,1.32337562100153,2.07214544180572,0.638649968434794,0.523050667032864,NA
"Merged-chr10-111866073-1",0.896563389074713,2.38546563651598,2.96922207683934,0.803397514494855,0.421745011176913,NA
"Merged-chr10-111912286-27",2.32114634115308,1.81307470675617,1.2817979916212,1.41447772473338,0.157221683189836,0.938342789930353
"Merged-chr10-111924366-28",8.1394801296509,2.88062910254238,1.30433899723805,2.20849726079044,0.027209628549709,0.449182962639585
"Merged-chr10-112278323-19",4.91794783199613,1.89249694861408,1.41350421948414,1.33886897720386,0.180613330580324,0.974953896257338
"Merged-chr10-113945511-1",0.919741895106905,1.38934622867205,3.26142402680281,0.425993742995153,0.670112405330018,NA
"Merged-chr10-114428246-1",0.488768674345469,3.07976658540055,4.48990080284365,0.685931988397161,0.492755997271976,NA
"Merged-chr10-114615954-1",0.6463193865886,2.60274520319838,3.82566092478444,0.68033870600935,0.496290021766292,NA
"Merged-chr10-114858353-1",0.872563249807498,1.39933179376818,2.59030870344237,0.540218156974321,0.589046592390269,NA
"Merged-chr10-115184922-20",2.35977030456015,1.40683026533919,1.11342128913732,1.26352017790967,0.206402299750707,0.99999946560903
"Merged-chr10-115330938-3",1.31360038695181,1.05578774128182,1.49765160057308,0.704962182711801,0.480833770860958,NA
"Merged-chr10-115332593-43",5.374875533683,1.00276750741885,0.604905447820932,1.65772603145028,0.0973727771102796,0.803251889429545
"Merged-chr10-115381729-5",6.08418856710952,1.99287377085296,1.17169464831495,1.70084737838393,0.0889716499749563,0.775127109356196
"Merged-chr10-115439880-1",0.496731940064419,2.34354048297674,4.89085087800323,0.479168255470003,0.631818935510965,NA
"Merged-chr10-115586975-35",1.83425871875688,2.32367880444118,1.1283579650765,2.05934541728841,0.0394611605749771,NA
"Merged-chr10-115596989-11",1.75356584735149,4.54752464657148,1.45342558336077,3.12883211815785,0.00175502549716193,NA
"Merged-chr10-115600148-2",0.831352569157773,2.02113922530355,3.94681810398094,0.512093329881339,0.608585692518117,NA
"Merged-chr10-115717245-2",1.05305943357264,1.15930206535957,2.38438729699945,0.486205436012201,0.626821517566445,NA
"Merged-chr10-115943418-1",0.503133867254968,2.34507581946356,4.4173160803269,0.530882503497466,0.595500202988003,NA
"Merged-chr10-116175646-10",1.43448197180967,1.91484753766423,1.75882791657127,1.08870658671208,0.276283296253444,NA
