pos,gene_name,chr,start,end,matched_peak_name,Bcl6KO_Th1_vs_Naive,Bcl6KO_Th1_vs_WT_Tfh,Bcl6KO_Th1_vs_WT_Th1,DKO_Tfh_vs_Naive,DKO_Tfh_vs_Prdm1KO_Tfh,DKO_Tfh_vs_WT_Tfh,DKO_Tfh_vs_WT_Th1,DKO_Th1_vs_Bcl6KO_Th1,DKO_Th1_vs_Naive,DKO_Th1_vs_WT_Tfh,DKO_Th1_vs_WT_Th1,Prdm1KO_Tfh_vs_Naive,Prdm1KO_Tfh_vs_WT_Tfh,Prdm1KO_Tfh_vs_WT_Th1,WT_Tfh_vs_Naive,WT_Tfh_vs_WT_Th1,WT_Th1_vs_Naive
left,Icos,chr1,60853485,60853970,Merged-chr1-60853628-46,0.45092613330911396,-0.196262758424504,-0.27169011248129604,0.8596785743297741,0.291052846685961,0.212489682596155,0.137062328539363,0.49589064744885797,0.946816780757972,0.299627889024354,0.224200534967562,0.5686257276438129,-0.0785631640898057,-0.15399051814659803,0.647188891733619,-0.0754273540567922,0.722616245790411
left,Icos,chr1,60857582,60857972,Merged-chr1-60857793-9,,,,,,,,,,,,,,,,,
left,Icos,chr1,60860650,60860845,Merged-chr1-60860711-21,-0.624570172050956,-0.436847909892473,-1.1757362819976398,-1.48017337105892,-0.7409006358050341,-1.2924511089004398,-2.03133948100561,-0.421297485016998,-1.04586765706795,-0.8581453949094721,-1.59703376701464,-0.739272735253886,-0.551550473095403,-1.2904388452005702,-0.187722262158483,-0.738888372105169,0.551166109946685
left,Icos,chr1,60863279,60863627,Merged-chr1-60863390-10,,,,,,,,,,,,,,,,,
left,Icos,chr1,60868441,60868724,Merged-chr1-60868540-23,0.105203884124703,-1.39959843380821,-1.0317277353270502,0.255011880982004,-0.8758200894147371,-1.2497904369509099,-0.88191973846975,0.413598552507992,0.518802436632695,-0.9859998813002171,-0.6181291828190589,1.13083197039674,-0.373970347536171,-0.00609964905501323,1.50480231793291,0.36787069848115794,1.13693161945175
left,Icos,chr1,60875142,60875436,Merged-chr1-60875356-55,5.707732533356969,2.4528597198068,0.0767067921643423,5.45708212778389,1.76236272889541,2.20220931423373,-0.17394361340873699,-0.358503691972266,5.3492288413847,2.09435602783454,-0.281796899807924,3.69471939888848,0.43984658533832,-1.93630634230414,3.25487281355017,-2.37615292764246,5.631025741192629
left,Icos,chr1,60882897,60883225,Merged-chr1-60883000-15,-4.5104675851849905,-4.1642553897405,-0.00046794382748292996,-3.3901148080456798,-2.22617359759833,-3.0439026126011903,1.11988483331183,0.9540112443567289,-3.5564563408282597,-3.21024414538377,0.9535433005292461,-1.16394121044735,-0.817729015002864,3.3460584309101598,-0.34621219544448906,4.1637874459130195,-4.50999964135751
left,Icos,chr1,60888920,60889163,Merged-chr1-60889011-5,,,,,,,,,,,,,,,,,
left,Icos,chr1,60898696,60899365,Merged-chr1-60899106-105,1.9365360501550002,0.418837012678079,0.00746491448493577,1.8640337962563402,0.12770683000854902,0.34633475877941,-0.0650373394137328,-0.0728556322523828,1.86368041790262,0.3459813804256961,-0.065390717767447,1.7363269662477903,0.21862792877086104,-0.19274416942228198,1.51769903747693,-0.4113720981931429,1.92907113567007
left,Icos,chr1,60902539,60902770,Merged-chr1-60902675-29,4.00478247894117,-0.8967398541705601,-0.411429684782262,3.2550406835990695,-1.6771497595934701,-1.64648164951266,-1.1611714801243602,-1.31710854979054,2.68767392915064,-2.2138484039611,-1.7285382345728002,4.93219044319254,0.0306681100808095,0.5159782794691071,4.90152233311173,0.4853101693882971,4.41621216372344
