pos,gene_name,chr,start,end,matched_peak_name,Bcl6KO_Th1_vs_Naive,Bcl6KO_Th1_vs_WT_Tfh,Bcl6KO_Th1_vs_WT_Th1,DKO_Tfh_vs_Naive,DKO_Tfh_vs_Prdm1KO_Tfh,DKO_Tfh_vs_WT_Tfh,DKO_Tfh_vs_WT_Th1,DKO_Th1_vs_Bcl6KO_Th1,DKO_Th1_vs_Naive,DKO_Th1_vs_WT_Tfh,DKO_Th1_vs_WT_Th1,Prdm1KO_Tfh_vs_Naive,Prdm1KO_Tfh_vs_WT_Tfh,Prdm1KO_Tfh_vs_WT_Th1,WT_Tfh_vs_Naive,WT_Tfh_vs_WT_Th1,WT_Th1_vs_Naive
left,Icos,chr1,60853485,60853970,Merged-chr1-60853628-46,0.6076007670772111,0.7950517012175171,0.7041257348636941,0.31683643878842604,0.691399640868177,0.771912259141588,0.842903275669187,0.477009169276837,0.261129384914188,0.6747056162196049,0.738392247375672,0.523584506997845,0.91884327931721,0.833327262144424,0.46779657312657297,0.9178839334459642,0.399453498604784
left,Icos,chr1,60857582,60857972,Merged-chr1-60857793-9,,,,,,,,,,,,,,,,,
left,Icos,chr1,60860650,60860845,Merged-chr1-60860711-21,0.6295950120970041,0.7315549353577141,0.312927602545052,0.319758652032341,0.6289867253289929,0.3789322823373061,0.139910172379119,0.755430771654322,0.44243367696270003,0.5222570173898641,0.19733567243073497,0.5857599070152121,0.6796997999896259,0.29533986585565397,0.8836784891548921,0.5212167032818039,0.639212929999033
left,Icos,chr1,60863279,60863627,Merged-chr1-60863390-10,,,,,,,,,,,,,,,,,
left,Icos,chr1,60868441,60868724,Merged-chr1-60868540-23,0.946956051874045,0.298815548309535,0.44427112464207,0.871974460698725,0.524925726981705,0.354003150801136,0.513577291179709,0.770104955508495,0.733444048084735,0.440637916929041,0.6292425387437,0.44704833742858796,0.76209912370631,0.996065824486825,0.302788895054464,0.7600537293452929,0.436694931435261
left,Icos,chr1,60875142,60875436,Merged-chr1-60875356-55,2.7413867541009e-06,8.94962510934014e-05,0.837199189335046,8.10479662784001e-06,0.0017274444560333,0.000548010225512814,0.656878126346381,0.352828041566112,1.20205383674431e-05,0.000983452595199152,0.46872917401246506,0.0039890554897322,0.5557808142043691,0.000452237388540891,0.0135141463855938,0.000154667630727338,3.7901947074304e-06
left,Icos,chr1,60882897,60883225,Merged-chr1-60883000-15,0.00913632293713484,0.0156796073556755,0.9998153415056651,0.0500710027151445,0.209810735413635,0.0773643698860185,0.5796707930339791,0.637045458442062,0.0398311245958263,0.0625037361059453,0.637214114742776,0.41699583195558704,0.566306298299526,0.0594354222968826,0.8004257322127449,0.0156926091084253,0.00914440911264148
left,Icos,chr1,60888920,60889163,Merged-chr1-60889011-5,,,,,,,,,,,,,,,,,
left,Icos,chr1,60898696,60899365,Merged-chr1-60899106-105,0.0215117378366919,0.46765625145666206,0.988466975279731,0.0286769755246862,0.821117621420017,0.5575970591947629,0.9026872072313992,0.888642825278601,0.0274406174717093,0.551297783803074,0.900100462618395,0.0444377459399692,0.7189946861700881,0.726378004194167,0.0849250799203573,0.476029010652735,0.0220769672330424
left,Icos,chr1,60902539,60902770,Merged-chr1-60902675-29,0.00161591101531376,0.113728176736356,0.474496406884491,0.0134569764130937,0.011089740214113998,0.0133534522625987,0.0842582922358722,0.0817507623763213,0.0463741971009021,0.00232851122397339,0.0184609600531725,7.95714538000397e-05,0.952999528606056,0.32971104116639505,9.12886059584396e-05,0.365019886918851,0.0004403684755885
left,Icos,chr1,60907540,60907726,Merged-chr1-60907642-6,0.46189360710418104,0.29921625853775397,0.3347871914763,0.194747456275579,0.8345240411091172,0.643542461204712,0.731724211365173,0.9291961561820621,0.41239982723681606,0.33620586345641196,0.37824623003836294,0.146267083114103,0.796900850948271,0.899643014514745,0.10275491470492501,0.8878287097233578,0.106849682835134
left,Icos,chr1,60908917,60909126,Merged-chr1-60909043-49,0.17366047744892998,0.650347998350498,0.944996340206866,0.102983568165248,0.607394241556804,0.44684567814458004,0.688787048414049,0.782259952666765,0.262426472138166,0.848204389115345,0.835755158346394,0.249058346654701,0.801744061800365,0.896147547488766,0.36248006534487004,0.698099607607751,0.19339782256637
left,Icos,chr1,60910996,60911907,Merged-chr1-60911444-73,0.0030049698815259995,0.13486188636236698,0.554197481410833,0.0101941659721014,0.672898131959188,0.41577198112088204,0.8867204756488091,0.632531547552859,0.00648285376560498,0.28673835604691,0.9090258888779742,0.0211539475663146,0.6916056339351401,0.569893761275032,0.0416579646792262,0.33683172954805396,0.00778722253181283
left,Icos,chr1,60913415,60913636,Merged-chr1-60913471-46,0.000164461212249046,0.273451641791146,0.507223445985194,3.18763830206041e-06,0.925928170418213,0.280695984885308,0.109680760993496,0.0880185780019294,8.352195825564461e-06,0.5855954328748979,0.29333871928389,2.79536424467745e-06,0.247800414261583,0.09424153340517301,2.55108616800059e-05,0.645402157187413,5.2158812355595794e-05
left,Icos,chr1,60916466,60916792,Merged-chr1-60916726-62,0.6348948832701109,0.157141412562429,0.690199753462992,0.569459093997949,0.48035700687076294,0.7208126600158141,0.46245147738687997,0.306742850489864,0.641865215065701,0.630127470728239,0.529252338249752,0.917565792881645,0.304837887180406,0.9939753370147429,0.375776279864436,0.289153140769789,0.9094598610410071
left,Icos,chr1,60920509,60920740,Merged-chr1-60920511-54,0.00181492545758104,0.268477353349402,0.5975452328423011,0.0028276001604747,0.915374240164792,0.364397955275303,0.747285918584502,0.696481124980751,0.000843184741334297,0.14319578690491,0.35972035809620395,0.00366652139415068,0.42751262932484796,0.8346346879839541,0.0183294647816479,0.538629621900035,0.00497606457825817
left,Icos,chr1,60929037,60929292,Merged-chr1-60929196-3,,,,,,,,,,,,,,,,,
