"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Merged-chr10-10185157-122",7.77444924171399,-0.519586600822043,0.446016770376502,-1.16494857443014,0.244039809664657,0.99999946560903
"Merged-chr10-10307543-35",6.7140629570112,-1.38895171868558,0.435637002557468,-3.18832355959559,0.00143100312256009,0.0812987961794751
"Merged-chr10-106350482-3",1.02391104214883,-2.34210856517772,2.17922292626443,-1.07474482621772,0.282488988507869,NA
"Merged-chr10-108110299-11",1.25274569954062,-2.29605576897695,1.60725941073362,-1.4285533210404,0.153132658735549,NA
"Merged-chr10-108139874-5",0.980326972207375,-2.63660371909999,2.25896287491295,-1.16717443583555,0.243139932497648,NA
"Merged-chr10-111189293-17",1.93915765020665,-1.60961480039485,1.35497433691862,-1.18793010062118,0.23486094957112,NA
"Merged-chr10-111562842-26",4.04146488830615,-2.58184443656674,0.845119442055088,-3.05500537330964,0.00225056489969306,0.106397799971427
"Merged-chr10-111571158-21",5.43733361158765,-0.909209196803279,0.506780569799098,-1.79408850888603,0.0727990428728559,0.71596441307495
"Merged-chr10-111582093-10",3.2353964768834,-0.844221033251503,0.686868906224653,-1.22908611177602,0.219039521707637,0.99999946560903
"Merged-chr10-111583294-13",5.25787452076032,-0.865109337228253,0.518700533700655,-1.66783968980358,0.0953475546111456,0.795761082388166
"Merged-chr10-115329460-10",1.45525008110364,-1.77995123263277,1.54495391629362,-1.15210635984724,0.249277370033045,NA
"Merged-chr10-116396494-9",2.94319783119454,-0.875974816832706,0.677764493654529,-1.2924471922532,0.196202322549297,0.995227044540028
"Merged-chr10-116934026-2",1.56591193567367,-2.38513311956072,1.71810220263267,-1.38823704195592,0.165064876207282,NA
"Merged-chr10-116949218-6",3.33751561152819,-0.882069249926575,0.829635465921742,-1.06320099146988,0.287690812886784,0.99999946560903
"Merged-chr10-117111602-47",1.84207994979,-2.70312191368523,1.45598350142265,-1.85656081339107,0.0633736634441649,NA
"Merged-chr10-117398373-42",7.24617963756046,-0.650309505629723,0.41968141488245,-1.54953134108135,0.121254043443206,0.871220933501111
"Merged-chr10-117418980-24",2.2125905434246,-1.0095043177057,0.919330463599301,-1.09808644190181,0.272166745075624,0.99999946560903
"Merged-chr10-117435385-99",10.1413185569678,-0.544466418887435,0.360121009931848,-1.51189851153221,0.130559682777395,0.892387229345192
"Merged-chr10-117808296-55",7.04561857244484,-0.580930569664758,0.455889925307527,-1.27427814789477,0.202564858051411,0.99999946560903
"Merged-chr10-117856410-16",2.79980251515216,-1.91506794906443,0.80260907818419,-2.38605318718429,0.0170302878530602,0.354550281748227
"Merged-chr10-117860508-7",3.04607074448204,-1.92761710550483,0.803343015412713,-2.39949444822711,0.0164177287795365,0.346071365980061
"Merged-chr10-117919673-15",2.97158486263343,-0.709212510187431,0.628684616499621,-1.12808949284646,0.25928212610417,0.99999946560903
"Merged-chr10-117925903-63",7.20673673295453,-0.883652981396325,0.410771373892667,-2.15120389968367,0.0314601093778194,0.485486931014055
"Merged-chr10-117938782-19",1.8656251005981,-1.06247703188711,0.901712298938333,-1.17828827791089,0.238681699376508,NA
"Merged-chr10-117959672-9",1.54762925476271,-2.1591969929213,1.21845031394006,-1.77208456366119,0.0763805209301483,NA
"Merged-chr10-117970017-9",3.89778339544813,-2.11573561365469,0.576649579963238,-3.66901440176123,0.000243487364012772,0.0274282491356311
"Merged-chr10-118050458-52",9.00251083720597,-0.623116459167595,0.379507677394435,-1.64190738760726,0.10060919861901,0.815820703827725
"Merged-chr10-118096400-51",6.8361039378043,-1.12391584209198,0.43340039506815,-2.59325061740022,0.00950734617938464,0.255169075311279
"Merged-chr10-118166257-15",7.25576747838596,-1.41158783515281,1.00682896900647,-1.40201352822194,0.160911206976027,0.94559870320035
"Merged-chr10-118194882-1",2.92221974558344,-2.00997939879181,1.23777388422383,-1.62386638174403,0.104404328847595,0.828792199643688
"Merged-chr10-118404667-11",2.3425614776352,-1.6609576499271,0.791312142719101,-2.09899173822827,0.0358176290317712,0.513907402531522
"Merged-chr10-118407091-36",7.04837868963884,-0.770354725490498,0.41642579629466,-1.84992075982104,0.0643249712954523,0.677462077225932
"Merged-chr10-118443080-28",7.5103033884365,-0.599387141984216,0.407324358910736,-1.47152294939368,0.141149745793974,0.909696281292175
"Merged-chr10-118443865-1",3.12139442391342,-0.989295566640223,0.69902187138134,-1.41525695710389,0.1569931701739,0.938342789930353
"Merged-chr10-118446344-23",4.1218356531801,-0.890334162401489,0.573138422991934,-1.55343652891689,0.120318881698231,0.868091220655205
"Merged-chr10-118447653-6",1.86833253256716,-1.31996109797305,0.999456339346313,-1.32067909923545,0.18660838596243,NA
"Merged-chr10-118448163-4",1.03919821293704,-3.25064918422325,2.04135258277655,-1.5923996724769,0.111294929788828,NA
"Merged-chr10-118529914-14",3.71041276696406,-0.837692355227948,0.51141545335878,-1.6379879601336,0.101424205382271,0.818479463359957
