Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	2818	0.10101493176908385	0.11108714205459486	0.010072210285511002	0.3335313988866273	0.3367649503988136	0.0032335515121862946	0.013305761797697296	0.33226204667393555	0.7396913958292237
MA0496.2.MAFK	578	-0.0010860711266155298	-0.0065328436582173174	-0.005446772531601788	0.19796331623267077	0.1914894928883213	-0.006473823344349483	-0.01192059587595127	-0.6187998966469574	0.5360481903173647
MA0591.1.Bach1::Mafk	890	0.013602910113935027	0.027274360120422357	0.01367145000648733	0.21140742539197038	0.2116805613485947	0.0002731359566243152	0.013944585963111645	0.35634643333249694	0.721581139735489
MA0659.1.MAFG	348	0.038963737935547596	0.00030517109114613916	-0.03865856684440146	0.20537136870194792	0.1981916697499798	-0.007179698951968128	-0.045838265796369584	-1.897534047837009	0.05775748951759058
MA0002.2.RUNX1	2228	0.04978602690582621	0.05815235119257225	0.008366324286746038	0.2049230414943326	0.21005592602908013	0.005132884534747528	0.013499208821493566	0.3395552161739268	0.7341915085242304
MA0741.1.KLF16	6752	0.03224280091210718	0.03746553667215733	0.005222735760050147	0.28703344652811086	0.2878069778544254	0.0007735313263145249	0.005996267086364672	0.0566859078278737	0.954795399888897
MA0501.1.MAF::NFE2	722	0.02459325762057699	-0.00861531683512995	-0.033208574455706935	0.20343928951710474	0.20312761573433413	-0.00031167378277061064	-0.033520248238477546	-1.4331309870373372	0.1518204074674872
MA0731.1.BCL6B	274	0.036943264298682776	0.05426253854250079	0.017319274243818017	0.1931957158268834	0.1948901423118076	0.001694426484924183	0.0190137007287422	0.5474577385112579	0.5840642972386547
MA0140.2.GATA1::TAL1	280	-0.036398898043431535	0.009816764175696116	0.04621566221912765	0.189096556032831	0.1956525478037396	0.006555991770908626	0.05277165399003628	1.8201703927348212	0.0687330603937129
MA0463.1.Bcl6	510	0.05766202243000698	0.008649736266697242	-0.04901228616330974	0.17525238634024556	0.17168758554953484	-0.003564800790710726	-0.05257708695402047	-2.1515951544303826	0.031429254107214935
MA0482.1.Gata4	490	-0.07033352286528913	-0.029042323106799682	0.041291199758489446	0.18201352854238503	0.18059625272068053	-0.0014172758217045056	0.03987392393678494	1.3339115214556305	0.18223285519437127
MA1107.1.KLF9	5080	-0.04164398631278495	-0.05609621356542645	-0.014452227252641496	0.21367356112445826	0.2099193406459773	-0.003754220478480952	-0.018206447731122448	-0.8557835531124012	0.3921175141469059
MA1104.1.GATA6	426	-0.022840636674528625	-0.009971787767032336	0.012868848907496289	0.1856722723219749	0.18561846431239185	-5.38080095830451e-05	0.012815040897913244	0.31376131903760623	0.75370232476372
MA0036.3.GATA2	460	-0.015147858987261741	-0.014313851005590171	0.0008340079816715699	0.18601915595594676	0.1851565888142461	-0.0008625671417006597	-2.8559160029089856e-05	-0.17045679078103043	0.8646509129686338
MA0766.1.GATA5	330	-0.1067988747598447	-0.0753970758177431	0.0314017989421016	0.19116335392385234	0.19018871879945196	-0.0009746351244003804	0.03042716381770122	0.9777580825337988	0.3281939873352028
MA0035.3.Gata1	480	-0.03374151472613032	-0.003982482739458537	0.029759031986671784	0.17678158358041687	0.17776778216542122	0.0009861985850043442	0.03074523057167613	0.9897495554628114	0.3222965466537667
MA0511.2.RUNX2	1140	0.06401388962729743	0.039824827394585344	-0.024189062232712083	0.208587194386367	0.21613508298235865	0.0075478885959916475	-0.016641173636720435	-0.7967709663049567	0.4255840599734455
MA0495.2.MAFF	500	0.028813684203337298	0.036320242583861975	0.007506558380524678	0.20332793711243904	0.19738954449085186	-0.005938392621587185	0.0015681657589374925	-0.11025847265571641	0.9122043904232596
MA0684.1.RUNX3	1254	0.11547112837299395	0.0878879763401092	-0.02758315203288475	0.2088984992851992	0.21468345541844822	0.005784956133249003	-0.021798195899635747	-0.9911964826069292	0.32158964777945986
MA0037.3.GATA3	290	-0.11410808966838891	-0.07951886717867951	0.0345892224897094	0.193035375247181	0.19224830023795558	-0.0007870750092254242	0.03380214748048398	1.1049987473387464	0.26916013191874044
MA0508.2.PRDM1	832	0.07746263070697773	0.07488429082742552	-0.0025783398795522078	0.1964639189967786	0.19662472674243014	0.0001608077456515533	-0.0024175321339006545	-0.2605237480669321	0.7944597992829484
MA0089.1.MAFG::NFE2L1	1474	-0.041395667304658934	-0.007493047578538059	0.033902619726120874	0.21232478548192116	0.21197787262124362	-0.000346912860677534	0.03355570686544334	1.0957076600844586	0.2732067293998943
MA0657.1.KLF13	670	0.06233399866100969	0.10908995739342085	0.04675595873241116	0.2944599513213851	0.29369659838416695	-0.0007633529372181314	0.04599260579519303	1.5645926817762372	0.11767844592922576
MA0742.1.Klf12	1974	0.014651113645736125	0.014602628851201276	-4.848479453484905e-05	0.31067395222083843	0.3122838705671076	0.001609918346269168	0.001561433551734319	-0.11051228440881691	0.9120031079941948
MA0599.1.KLF5	7386	0.12561781564171212	0.1316750317963606	0.006057216154648465	0.30158234473924134	0.30354275746227916	0.0019604127230378188	0.008017628877686284	0.1328935117269143	0.8942775982824906
MA0039.3.KLF4	1494	-0.18857684143192657	-0.17543538422103833	0.013141457210888247	0.2266916019873176	0.22708728464233927	0.00039568265502165634	0.013537139865909903	0.340985259039468	0.7331146790253981
MA0117.2.Mafb	520	0.07243258975197922	0.044930574496455294	-0.027502015255523926	0.1975225225300003	0.19476399103513947	-0.0027585314948608275	-0.030260546750384754	-1.3102365893593886	0.1901158113452962
MA0493.1.Klf1	3420	0.04944900893360264	0.03701457641664371	-0.01243443251695893	0.28833565823386836	0.2893471669884963	0.00101150875462791	-0.01142292376233102	-0.6000371004621274	0.5484815102018308
