#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR1819--MA0089.1.MAFG::NFE2L1	chr12	41843922	41843927	-	0.000	0.000	Merged-chr12-41844052-32
NR4679--MA0591.1.Bach1::Mafk	chr2	72170816	72170830	+	0.000	0.000	Merged-chr2-72170854-84
NR7796--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR225--MA0495.2.MAFF	chr1	92119341	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR1011--MA0089.1.MAFG::NFE2L1	chr10	116746877	116746882	+	0.000	0.000	Merged-chr10-116746686-40
NR4505--MA0659.1.MAFG	chr2	19628289	19628309	-	0.000	0.000	Merged-chr2-19628399-27
NR7492--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR3641--MA0496.2.MAFK	chr17	26572480	26572498	-	0.000	0.000	Merged-chr17-26572396-49
NR227--MA0117.2.Mafb	chr1	92119350	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR3184--MA0089.1.MAFG::NFE2L1	chr15	100060894	100060899	+	0.000	0.000	Merged-chr15-100060928-68
NR6329--MA0496.2.MAFK	chr5	92353779	92353797	-	0.000	0.000	Merged-chr5-92353751-46
NR8115--MA0501.1.MAF::NFE2	chr9	52349363	52349377	+	0.000	0.000	Merged-chr9-52349266-37
NR1049--MA0501.1.MAF::NFE2	chr10	119083893	119083907	-	0.000	0.000	Merged-chr10-119083697-27
NR229--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR4313--MA0659.1.MAFG	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR234--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR6102--MA0591.1.Bach1::Mafk	chr5	8075509	8075523	+	0.000	0.000	Merged-chr5-8075370-38
NR7795--MA0496.2.MAFK	chr8	91545720	91545738	+	0.000	0.000	Merged-chr8-91545805-43
NR7791--MA0591.1.Bach1::Mafk	chr8	91395656	91395670	+	0.000	0.000	Merged-chr8-91395862-46
NR4310--MA0089.1.MAFG::NFE2L1	chr19	33429564	33429569	-	0.000	0.000	Merged-chr19-33429713-40
NR6511--MA0591.1.Bach1::Mafk	chr5	137857144	137857158	+	0.000	0.000	Merged-chr5-137857044-20
NR6439--MA0501.1.MAF::NFE2	chr5	117158696	117158710	-	0.000	0.000	Merged-chr5-117158818-32
NR7035--MA0495.2.MAFF	chr6	134282255	134282275	-	0.000	0.000	Merged-chr6-134282243-30
NR654--MA0501.1.MAF::NFE2	chr10	21358459	21358473	+	0.000	0.000	Merged-chr10-21358325-33
NR6106--MA0501.1.MAF::NFE2	chr5	8075506	8075520	-	0.000	0.000	Merged-chr5-8075370-38
NR1615--MA0496.2.MAFK	chr11	115128672	115128690	-	0.000	0.000	Merged-chr11-115128624-38
NR8517--MA0501.1.MAF::NFE2	chrX	113075052	113075066	+	0.000	0.000	Merged-chrX-113075086-29
NR1777--MA0591.1.Bach1::Mafk	chr12	25851791	25851805	-	0.000	0.000	Merged-chr12-25851772-17
NR8029--MA0117.2.Mafb	chr9	31271524	31271535	-	0.000	0.000	Merged-chr9-31271372-36
NR7627--MA0495.2.MAFF	chr8	33968527	33968547	+	0.000	0.000	Merged-chr8-33968508-27
NR7629--MA0659.1.MAFG	chr8	33968527	33968547	+	0.000	0.000	Merged-chr8-33968508-27
NR6322--MA0496.2.MAFK	chr5	92348951	92348969	-	0.000	0.000	Merged-chr5-92348973-52
NR6217--MA0117.2.Mafb	chr5	53507665	53507676	+	0.000	0.000	Merged-chr5-53507602-15
NR3601--MA0089.1.MAFG::NFE2L1	chr17	17845633	17845638	+	0.000	0.000	Merged-chr17-17845619-46
NR3527--MA0089.1.MAFG::NFE2L1	chr16	95809046	95809051	+	0.000	0.000	Merged-chr16-95809247-50
NR7789--MA0495.2.MAFF	chr8	91395653	91395673	+	0.000	0.000	Merged-chr8-91395862-46
NR127--MA0659.1.MAFG	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR1612--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR6108--MA0496.2.MAFK	chr5	8075507	8075525	-	0.000	0.000	Merged-chr5-8075370-38
NR7109--MA0495.2.MAFF	chr6	148436634	148436654	-	0.000	0.000	Merged-chr6-148436541-68
NR985--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR5408--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR4227--MA0501.1.MAF::NFE2	chr19	14620693	14620707	-	0.000	0.000	Merged-chr19-14620634-30
NR1055--MA0117.2.Mafb	chr10	121382776	121382787	+	0.000	0.000	Merged-chr10-121382753-17
NR5281--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR4506--MA0496.2.MAFK	chr2	19628290	19628308	+	0.000	0.000	Merged-chr2-19628399-27
NR4276--MA0089.1.MAFG::NFE2L1	chr19	29185756	29185761	+	0.000	0.000	Merged-chr19-29185697-46
NR4314--MA0501.1.MAF::NFE2	chr19	33429575	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR5783--MA0089.1.MAFG::NFE2L1	chr4	89369266	89369271	+	0.000	0.000	Merged-chr4-89369224-21
NR8246--MA0591.1.Bach1::Mafk	chr9	83564333	83564347	+	0.000	0.000	Merged-chr9-83564254-44
NR3804--MA0117.2.Mafb	chr17	70973671	70973682	-	0.000	0.000	Merged-chr17-70973710-59
NR8244--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR4469--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR6101--MA0495.2.MAFF	chr5	8075506	8075526	-	0.000	0.000	Merged-chr5-8075370-38
NR6327--MA0659.1.MAFG	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR4963--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR990--MA0089.1.MAFG::NFE2L1	chr10	111578563	111578568	-	0.000	0.000	Merged-chr10-111578564-64
NR7097--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR4768--MA0501.1.MAF::NFE2	chr2	114059828	114059842	-	0.000	0.000	Merged-chr2-114059851-34
NR7560--MA0089.1.MAFG::NFE2L1	chr7	141097387	141097392	+	0.000	0.000	Merged-chr7-141097451-2
NR5311--MA0089.1.MAFG::NFE2L1	chr3	69177574	69177579	-	0.000	0.000	Merged-chr3-69177555-55
NR226--MA0495.2.MAFF	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR2360--MA0495.2.MAFF	chr13	76129008	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR8417--MA0501.1.MAF::NFE2	chrX	7866000	7866014	+	0.000	0.000	Merged-chrX-7865862-63
NR6942--MA0501.1.MAF::NFE2	chr6	119635736	119635750	-	0.000	0.000	Merged-chr6-119635924-52
NR5127--MA0591.1.Bach1::Mafk	chr2	170247789	170247803	+	0.000	0.000	Merged-chr2-170247949-28
NR3869--MA0089.1.MAFG::NFE2L1	chr17	80772610	80772615	+	0.000	0.000	Merged-chr17-80772766-52
NR125--MA0117.2.Mafb	chr1	64486460	64486471	+	0.000	0.000	Merged-chr1-64486540-36
NR7046--MA0501.1.MAF::NFE2	chr6	137492055	137492069	-	0.000	0.000	Merged-chr6-137492060-50
NR2790--MA0501.1.MAF::NFE2	chr14	73608873	73608887	-	0.000	0.000	Merged-chr14-73609040-26
NR7793--MA0591.1.Bach1::Mafk	chr8	91545722	91545736	-	0.000	0.000	Merged-chr8-91545805-43
NR7686--MA0591.1.Bach1::Mafk	chr8	68212140	68212154	-	0.000	0.000	Merged-chr8-68212337-24
NR1605--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR257--MA0089.1.MAFG::NFE2L1	chr1	106515788	106515793	+	0.000	0.000	Merged-chr1-106515798-55
NR4315--MA0501.1.MAF::NFE2	chr19	33429569	33429583	-	0.000	0.000	Merged-chr19-33429713-40
NR4308--MA0495.2.MAFF	chr19	33429569	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR2385--MA0117.2.Mafb	chr13	84791275	84791286	-	0.000	0.000	Merged-chr13-84791325-24
NR5259--MA0501.1.MAF::NFE2	chr3	32417925	32417939	-	0.000	0.000	Merged-chr3-32417870-35
NR7909--MA0089.1.MAFG::NFE2L1	chr8	123163050	123163055	+	0.000	0.000	Merged-chr8-123163099-40
NR2156--MA0089.1.MAFG::NFE2L1	chr13	24468158	24468163	-	0.000	0.000	Merged-chr13-24467982-34
NR7751--MA0501.1.MAF::NFE2	chr8	79679128	79679142	+	0.000	0.000	Merged-chr8-79679083-33
NR8516--MA0591.1.Bach1::Mafk	chrX	113075049	113075063	+	0.000	0.000	Merged-chrX-113075086-29
NR4602--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR8028--MA0495.2.MAFF	chr9	31271515	31271535	+	0.000	0.000	Merged-chr9-31271372-36
NR3183--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR6323--MA0495.2.MAFF	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR7794--MA0501.1.MAF::NFE2	chr8	91545719	91545733	-	0.000	0.000	Merged-chr8-91545805-43
NR4702--MA0501.1.MAF::NFE2	chr2	78961727	78961741	+	0.000	0.000	Merged-chr2-78961805-37
NR1417--MA0591.1.Bach1::Mafk	chr11	79071741	79071755	-	0.000	0.000	Merged-chr11-79071709-8
NR7628--MA0495.2.MAFF	chr8	33968527	33968547	-	0.000	0.000	Merged-chr8-33968508-27
NR1047--MA0089.1.MAFG::NFE2L1	chr10	119083571	119083576	-	0.000	0.000	Merged-chr10-119083697-27
NR6325--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR4504--MA0659.1.MAFG	chr2	19628289	19628309	+	0.000	0.000	Merged-chr2-19628399-27
NR7111--MA0659.1.MAFG	chr6	148436634	148436654	+	0.000	0.000	Merged-chr6-148436541-68
NR1801--MA0501.1.MAF::NFE2	chr12	36241399	36241413	+	0.000	0.000	Merged-chr12-36241330-19
NR751--MA0089.1.MAFG::NFE2L1	chr10	61233192	61233197	+	0.000	0.000	Merged-chr10-61233317-40
NR5268--MA0591.1.Bach1::Mafk	chr3	37292843	37292857	+	0.000	0.000	Merged-chr3-37292848-26
NR1803--MA0117.2.Mafb	chr12	36317334	36317345	-	0.000	0.000	Merged-chr12-36317326-46
NR1051--MA0117.2.Mafb	chr10	120895781	120895792	-	0.000	0.000	Merged-chr10-120895921-55
NR7549--MA0089.1.MAFG::NFE2L1	chr7	140324409	140324414	-	0.000	0.000	Merged-chr7-140324353-33
NR6455--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR4079--MA0591.1.Bach1::Mafk	chr18	61481841	61481855	-	0.000	0.000	Merged-chr18-61481826-14
NR7237--MA0117.2.Mafb	chr7	35742538	35742549	-	0.000	0.000	Merged-chr7-35742502-39
NR4507--MA0496.2.MAFK	chr2	19628290	19628308	-	0.000	0.000	Merged-chr2-19628399-27
NR4922--MA0089.1.MAFG::NFE2L1	chr2	129285304	129285309	+	0.000	0.000	Merged-chr2-129285453-11
NR2514--MA0501.1.MAF::NFE2	chr13	109843231	109843245	-	0.000	0.000	Merged-chr13-109843139-39
NR4678--MA0495.2.MAFF	chr2	72170813	72170833	-	0.000	0.000	Merged-chr2-72170854-84
