#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR330--MA0508.2.PRDM1	chr11	109744019	109744028	+	0.000	0.000	Merged-chr11-109744155-21
NR1462--MA0508.2.PRDM1	chr6	83718295	83718304	+	0.000	0.000	Merged-chr6-83718285-22
NR1303--MA0508.2.PRDM1	chr4	147808609	147808618	+	0.000	0.000	Merged-chr4-147808670-28
NR722--MA0508.2.PRDM1	chr16	92443872	92443881	-	0.000	0.000	Merged-chr16-92443749-37
NR515--MA0508.2.PRDM1	chr13	110564221	110564230	+	0.000	0.000	Merged-chr13-110564159-46
NR196--MA0508.2.PRDM1	chr10	95297816	95297825	-	0.000	0.000	Merged-chr10-95297882-9
NR1509--MA0508.2.PRDM1	chr6	125541002	125541011	+	0.000	0.000	Merged-chr6-125540912-17
NR370--MA0508.2.PRDM1	chr12	70995479	70995488	+	0.000	0.000	Merged-chr12-70995410-19
NR925--MA0508.2.PRDM1	chr19	55260853	55260862	+	0.000	0.000	Merged-chr19-55260920-21
NR7--MA0508.2.PRDM1	chr1	36571838	36571847	-	0.000	0.000	Merged-chr1-36571820-13
NR79--MA0508.2.PRDM1	chr1	155505876	155505885	-	0.000	0.000	Merged-chr1-155505844-22
NR1549--MA0508.2.PRDM1	chr7	12891113	12891122	-	0.000	0.000	Merged-chr7-12891207-39
NR734--MA0508.2.PRDM1	chr17	6746173	6746182	+	0.000	0.000	Merged-chr17-6746171-15
NR530--MA0508.2.PRDM1	chr14	16270106	16270115	+	0.000	0.000	Merged-chr14-16270059-31
NR1337--MA0508.2.PRDM1	chr5	32767903	32767912	+	0.000	0.000	Merged-chr5-32768073-31
NR1175--MA0508.2.PRDM1	chr3	146173285	146173294	+	0.000	0.000	Merged-chr3-146173193-9
NR1713--MA0508.2.PRDM1	chr8	124046022	124046031	+	0.000	0.000	Merged-chr8-124045987-6
NR1--MA0508.2.PRDM1	chr1	6467278	6467287	-	0.000	0.000	Merged-chr1-6467226-38
NR1530--MA0508.2.PRDM1	chr6	143176984	143176993	+	0.000	0.000	Merged-chr6-143176847-16
NR1338--MA0508.2.PRDM1	chr5	32768127	32768136	+	0.000	0.000	Merged-chr5-32768073-31
