#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR3863--MA0511.2.RUNX2	chr16	50632866	50632874	+	0.000	0.000	Merged-chr16-50633027-57
NR5239--MA0002.2.RUNX1	chr2	9607878	9607888	-	0.000	0.000	Merged-chr2-9607843-12
NR7998--MA0511.2.RUNX2	chr6	86850881	86850889	-	0.000	0.000	Merged-chr6-86850884-40
NR6522--MA0002.2.RUNX1	chr3	146758209	146758219	-	0.000	0.000	Merged-chr3-146758289-47
NR1150--MA0511.2.RUNX2	chr10	98776540	98776548	+	0.000	0.000	Merged-chr10-98776574-38
NR5077--MA0002.2.RUNX1	chr19	41330220	41330230	-	0.000	0.000	Merged-chr19-41330336-17
NR1594--MA0684.1.RUNX3	chr11	78780187	78780196	+	0.000	0.000	Merged-chr11-78780322-31
NR83--MA0002.2.RUNX1	chr1	39986364	39986374	-	0.000	0.000	Merged-chr1-39986417-3
NR7266--MA0684.1.RUNX3	chr5	38274154	38274163	+	0.000	0.000	Merged-chr5-38274062-24
NR7594--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR5857--MA0684.1.RUNX3	chr2	155553338	155553347	+	0.000	0.000	Merged-chr2-155553198-41
NR3306--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR4017--MA0684.1.RUNX3	chr16	91793556	91793565	-	0.000	0.000	Merged-chr16-91793603-12
NR9797--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR8943--MA0002.2.RUNX1	chr7	137476758	137476768	+	0.000	0.000	Merged-chr7-137476773-22
NR9449--MA0002.2.RUNX1	chr8	123032959	123032969	-	0.000	0.000	Merged-chr8-123033029-47
NR697--MA0002.2.RUNX1	chr1	191119057	191119067	+	0.000	0.000	Merged-chr1-191119060-9
NR9306--MA0002.2.RUNX1	chr8	106821447	106821457	+	0.000	0.000	Merged-chr8-106821433-20
NR9862--MA0511.2.RUNX2	chr9	94441585	94441593	+	0.000	0.000	Merged-chr9-94441414-62
NR1173--MA0002.2.RUNX1	chr10	111031628	111031638	-	0.000	0.000	Merged-chr10-111031729-43
NR9558--MA0002.2.RUNX1	chr9	27003959	27003969	+	0.000	0.000	Merged-chr9-27003840-22
NR6901--MA0684.1.RUNX3	chr4	119897309	119897318	-	0.000	0.000	Merged-chr4-119897419-50
NR9144--MA0002.2.RUNX1	chr8	66497233	66497243	-	0.000	0.000	Merged-chr8-66497339-52
NR3362--MA0684.1.RUNX3	chr15	41846725	41846734	-	0.000	0.000	Merged-chr15-41846585-48
NR9623--MA0511.2.RUNX2	chr9	48404003	48404011	+	0.000	0.000	Merged-chr9-48403880-28
NR1477--MA0684.1.RUNX3	chr11	54240074	54240083	+	0.000	0.000	Merged-chr11-54240142-13
NR2982--MA0511.2.RUNX2	chr14	54138478	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR2760--MA0684.1.RUNX3	chr13	107897467	107897476	+	0.000	0.000	Merged-chr13-107897363-37
NR9527--MA0511.2.RUNX2	chr9	14185820	14185828	+	0.000	0.000	Merged-chr9-14185865-8
NR9362--MA0002.2.RUNX1	chr8	115462252	115462262	-	0.000	0.000	Merged-chr8-115462396-21
NR7477--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR2992--MA0002.2.RUNX1	chr14	55882463	55882473	+	0.000	0.000	Merged-chr14-55882429-48
NR2121--MA0002.2.RUNX1	chr12	87470305	87470315	+	0.000	0.000	Merged-chr12-87470490-42
NR5449--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR2521--MA0684.1.RUNX3	chr13	38050153	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR7986--MA0684.1.RUNX3	chr6	85144678	85144687	-	0.000	0.000	Merged-chr6-85144672-14
NR8812--MA0684.1.RUNX3	chr7	115734329	115734338	+	0.000	0.000	Merged-chr7-115734410-28
NR708--MA0002.2.RUNX1	chr1	191711751	191711761	-	0.000	0.000	Merged-chr1-191711825-10
NR894--MA0002.2.RUNX1	chr10	44821756	44821766	+	0.000	0.000	Merged-chr10-44821803-43
NR3259--MA0002.2.RUNX1	chr15	12500882	12500892	+	0.000	0.000	Merged-chr15-12500889-18
NR6570--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR8650--MA0684.1.RUNX3	chr7	80450004	80450013	+	0.000	0.000	Merged-chr7-80450087-44
NR1436--MA0002.2.RUNX1	chr11	46454876	46454886	+	0.000	0.000	Merged-chr11-46454823-30
NR675--MA0684.1.RUNX3	chr1	184534678	184534687	+	0.000	0.000	Merged-chr1-184534660-49
NR3639--MA0002.2.RUNX1	chr15	102458450	102458460	+	0.000	0.000	Merged-chr15-102458382-2
NR2243--MA0002.2.RUNX1	chr12	110506352	110506362	-	0.000	0.000	Merged-chr12-110506270-12
NR6159--MA0684.1.RUNX3	chr3	68789751	68789760	+	0.000	0.000	Merged-chr3-68789660-34
